OBJECTID,FBndID,Shape_Length,Shape_Area,opAcres,DirectCost,OpportunityCost,Nrate,NO3conc,cropAcres,pctWScropAcres,cpNO3load,cpNO3LoadReduced,cpWSNO3LoadPct,TotalCost,ReducedCostLB,MLRA,HUC12
19,F070801030603_62,2135.181757,223445.1881,0,2262.829346,0,131.0002441,11.79864502,55.19095993,0.007257767,1369,575,0.003149482,2262.829346,3.935355425,108c,070801030603
20,F070801030603_70,1591.936758,141229.3165,0,1430.229248,0,131.0000153,11.79862881,34.88364029,0.004587297,865,363,0.001988281,1430.229248,3.940025568,108c,070801030603
21,F070802060603_528,1095.141657,71853.94272,0,727.664856,0,131.0004425,11.79865837,17.7479248,0.002333902,440,185,0.001013312,727.664856,3.933323622,108c,070802060603
22,F070802060603_554,1723.640432,145318.8663,0,1471.644165,0,147.9967499,13.12341404,35.89376068,0.00472013,990,416,0.002278581,1471.644165,3.537606239,108c,070802060603
23,F070802060704_446,1399.855457,63756.94569,0,645.6665649,0,147.9966736,13.12340736,15.74796581,0.002070902,435,183,0.001002357,645.6665649,3.528232574,108c,070802060704
24,F070802060704_449,2611.544059,323369.2052,0,3274.76001,0,148.000473,13.12373352,79.87219238,0.010503418,2204,926,0.005072035,3274.76001,3.536457777,108c,070802060704
25,F070802060801_327,1600.236248,114844.0038,0,1163.025269,0,158.2018585,14.05380821,28.36646843,0.00373027,838,352,0.001928031,1163.025269,3.304049015,108c,070802060801
26,F070802060802_43,1836.946549,157170.3963,0,1591.664551,0,158.1998749,14.05361652,38.82108688,0.005105082,1147,482,0.002640087,1591.664551,3.302208662,108c,070802060802
27,F070802060802_44,2563.379352,147802.3088,0,1496.793945,0,158.2018433,14.0538063,36.50717163,0.004800796,1079,453,0.002481244,1496.793945,3.304180861,108c,070802060802
28,F070802060803_381,4019.10467,598510.0989,0,6061.111816,0,159.3327789,14.16385651,147.8320007,0.019440325,4403,1849,0.010127638,6061.111816,3.278048515,108c,070802060803
29,F070802060803_393,2251.250525,229576.3196,0,2324.919434,0,148.0018311,13.12385082,56.70535278,0.007456914,1565,657,0.003598625,2324.919434,3.53869009,108c,070802060803
30,F070802060803_398,2874.279084,163313.7998,0,1653.878906,0,131.0006714,11.79867458,40.33850861,0.005304628,1001,420,0.002300491,1653.878906,3.937806845,108c,070802060803
31,F070802060302_395,2965.796229,331035.841,0,3352.399902,0,130.9999237,11.79862213,81.76585388,0.010752439,2029,852,0.00466671,3352.399902,3.934741735,108c,070802060302
32,F070802060502_43,2231.750354,200262.3841,0,2028.057129,0,131.0015869,11.79873943,49.46480942,0.006504762,1227,515,0.00282084,2028.057129,3.93797493,108c,070802060502
33,F070802060502_133,1614.531667,137418.0913,0,1391.633057,0,131.0044403,11.79894066,33.94226837,0.004463504,842,354,0.001938985,1391.633057,3.931166887,108c,070802060502
34,F070600060901_90,1172.235291,70959.24107,0,718.604248,0,130.9966736,11.79839325,17.52693176,0.002304841,435,183,0.001002357,718.604248,3.926799059,105,070600060901
35,F070600060901_337,1609.534024,162630.7575,0,1646.96167,0,159.3342285,14.1639986,40.16979599,0.005282441,1196,502,0.002749634,1646.96167,3.280800104,105,070600060901
36,F070600060901_338,1831.812163,71455.9855,0,723.6347656,0,159.3327942,14.16385841,17.64962769,0.002320976,526,221,0.001210496,723.6347656,3.274365425,105,070600060901
37,F070600060901_721,2690.269025,188286.5457,0,1906.777832,0,130.999939,11.79862309,46.5067749,0.006115772,1154,485,0.002656519,1906.777832,3.931500673,105,070600060901
38,F070600060901_761,2215.171727,256414.7986,0,2596.712646,0,147.9997864,13.12367439,63.33445358,0.008328659,1748,734,0.004020382,2596.712646,3.537755728,105,070600060901
39,F070600061002_115,4882.14584,462026.4098,0,4678.941406,0,139.5006256,12.42857265,114.1205215,0.01500717,2982,1252,0.006857654,4678.941406,3.737173557,105,070600061002
40,F070600061002_174,1500.889255,90355.89455,0,915.0341187,0,130.9983215,11.7985096,22.31790543,0.002934867,554,233,0.001276225,915.0341187,3.927185059,105,070600061002
41,F070600061002_178,2133.742264,134789.3395,0,1365.011597,0,131.0020599,11.79877281,33.29296875,0.004378119,826,347,0.001900644,1365.011597,3.933751106,105,070600061002
42,F070600061002_186,3018.559581,282585.5781,0,2861.744141,0,130.9989166,11.79855156,69.79863739,0.009178718,1732,727,0.003982041,2861.744141,3.936374426,105,070600061002
43,F070801010301_30,3366.413196,338067.3681,0,3423.608154,0,130.9985962,11.79852867,83.50263977,0.010980832,2072,870,0.004765303,3423.608154,3.935181856,108c,070801010301
44,F070801010301_40,2367.813924,371455.4878,0,3761.729736,0,130.9993439,11.79858112,91.74950409,0.012065318,2276,956,0.005236356,3761.729736,3.934863806,108c,070801010301
45,F070801010301_57,1522.467486,122427.7927,0,1239.826294,0,130.9949799,11.79827404,30.23966408,0.003976601,750,315,0.001725368,1239.826294,3.935956478,108c,070801010301
46,F070801010301_65,1129.446898,71139.20059,0,720.4266968,0,100.4960251,9.987092972,17.57138252,0.002310686,369,155,0.000848991,720.4266968,4.64791441,108c,070801010301
47,F070801010301_66,2070.779796,160216.3764,0,1622.51123,0,130.9993591,11.79858208,39.57344437,0.005204019,982,412,0.002256672,1622.51123,3.938133955,108c,070801010301
48,F070801010301_71,2387.951799,316766.0044,0,3207.889404,0,131.0008392,11.79868698,78.24120331,0.010288939,1941,815,0.004464048,3207.889404,3.936060667,108c,070801010301
49,F070801010301_103,1289.984363,67628.64745,0,684.8753052,0,131.0013885,11.79872513,16.70427513,0.002196659,414,174,0.000953061,684.8753052,3.936064959,108c,070801010301
50,F070801010301_127,2797.440693,432997.6555,0,4384.967285,0,159.3338776,14.16396427,106.9504242,0.014064282,3185,1338,0.007328707,4384.967285,3.277255058,108c,070801010301
51,F070801010301_205,1104.019665,75767.6259,0,767.2987671,0,159.3346863,14.16404343,18.71460342,0.002461023,557,234,0.001281702,767.2987671,3.279054642,108c,070801010301
52,F070801010301_213,2477.642957,185006.7186,0,1873.562988,0,158.201004,14.05372524,45.69665909,0.006009239,1350,567,0.003105663,1873.562988,3.304343939,108c,070801010301
53,F070801010301_247,1620.123402,143368.6213,0,1451.894043,0,131.0058289,11.79903889,35.41204834,0.004656784,879,369,0.002021146,1451.894043,3.934672117,108c,070801010301
54,F070801010301_333,1865.842148,159919.3244,0,1619.503052,0,131.002533,11.79880619,39.50007248,0.005194371,980,412,0.002256672,1619.503052,3.930832624,108c,070801010301
55,F070801010301_340,1353.860263,119763.8544,0,1212.848511,0,130.9993134,11.79857922,29.58167267,0.003890073,734,308,0.001687027,1212.848511,3.937819958,108c,070801010301
56,F070801010301_343,1082.219654,70346.65835,0,712.4006348,0,131.0067596,11.79910469,17.3756237,0.002284943,431,181,0.000991402,712.4006348,3.935914993,108c,070801010301
57,F070801010301_344,1655.933515,108930.1096,0,1103.135254,0,130.9982452,11.79850388,26.90573692,0.00353818,667,280,0.001533661,1103.135254,3.939768791,108c,070801010301
58,F070801010301_353,2601.261262,345880.3212,0,3502.72998,0,130.9983368,11.79851055,85.43244171,0.011234607,2119,890,0.00487485,3502.72998,3.935651779,108c,070801010301
59,F070801010301_370,3232.21067,620352.8482,0,6282.313477,0,130.9998474,11.79861641,153.2271576,0.020149803,3801,1596,0.008741866,6282.313477,3.936286688,108c,070801010301
60,F070801010301_433,4723.019764,885214.792,0,8964.570313,0,158.2002106,14.05364895,218.648056,0.028752835,6461,2714,0.014865554,8964.570313,3.303084135,108c,070801010301
61,F070801010301_441,1402.637183,105315.9354,0,1066.534424,0,147.9981995,13.12353802,26.01303673,0.003420788,718,302,0.001654163,1066.534424,3.531570911,108c,070801010301
62,F070801010301_449,2117.900748,236545.8648,0,2395.5,0,139.4984436,12.4284029,58.42683029,0.007683292,1527,641,0.003510987,2395.5,3.73712945,108c,070801010301
63,F070801010301_490,2537.396937,391955.9586,0,3969.337891,0,131.0004425,11.79865837,96.81311798,0.012731197,2402,1009,0.005526656,3969.337891,3.933932543,108c,070801010301
64,F070801010301_520,1186.684561,84214.54823,0,852.8407593,0,147.9948578,13.12325191,20.80099297,0.002735389,574,241,0.001320044,852.8407593,3.538758278,108c,070801010301
65,F070801010302_1,1088.862073,60983.24742,0,617.5773315,0,131.0203094,11.80006027,15.0628624,0.001980809,374,157,0.000859945,617.5773315,3.933613539,108c,070801010302
66,F070801010302_2,1319.328372,80449.84985,0,814.7156372,0,147.9946594,13.12323475,19.87111282,0.002613107,548,230,0.001259793,814.7156372,3.542241812,108c,070801010302
67,F070801010302_4,1283.353057,88651.17561,0,897.7704468,0,148.0070953,13.12430286,21.89684105,0.002879496,604,254,0.001391249,897.7704468,3.534529209,108c,070801010302
68,F070801010302_82,2969.062433,395323.7786,0,4003.443848,0,130.9984131,11.79851532,97.64497375,0.012840589,2422,1017,0.005570475,4003.443848,3.936522961,108c,070801010302
69,F070801010302_89,2445.478348,255999.0622,0,2592.502441,0,130.9980316,11.79848862,63.23176956,0.008315155,1569,659,0.00360958,2592.502441,3.933994532,108c,070801010302
70,F070801010302_97,1851.293809,205234.2826,0,2078.407471,0,148.0007935,13.12376118,50.69286728,0.006666255,1399,588,0.003220687,2078.407471,3.534706593,108c,070801010302
71,F070801010302_99,3192.46834,375697.2089,0,3804.685547,0,130.99823,11.79850292,92.79721069,0.012203095,2302,967,0.005296607,3804.685547,3.934524775,108c,070801010302
72,F070801010302_116,1960.079257,143182.7913,0,1450.012085,0,130.9959412,11.79834175,35.3661499,0.004650748,877,368,0.002015668,1450.012085,3.940250158,108c,070801010302
73,F070801010302_139,1144.83359,71414.96374,0,723.2193604,0,130.9866638,11.79768753,17.63949585,0.002319643,438,184,0.001007834,723.2193604,3.930540085,108c,070801010302
74,F070801010403_15,4040.923702,980782.3156,0,9932.382813,0,131.0001526,11.79863834,242.2532349,0.031856984,6010,2524,0.013824856,9932.382813,3.935175419,108c,070801010403
75,F070801010403_18,4003.043114,599106.3342,0,6067.149902,0,147.9995728,13.12365627,147.9792633,0.019459689,4083,1715,0.009393672,6067.149902,3.537696838,108c,070801010403
76,F070801010403_19,2397.349244,319983.1803,0,3240.469727,0,159.3326874,14.16384792,79.0358429,0.010393436,2354,989,0.005417109,3240.469727,3.276511431,108c,070801010403
77,F070801010403_33,2387.837202,239020.4221,0,2420.559814,0,131.0021362,11.79877853,59.03804398,0.007763669,1465,615,0.003368576,2420.559814,3.935869694,108c,070801010403
78,F070801010403_255,4309.040761,625223.488,0,6331.638184,0,151.3995819,13.42149258,154.4302063,0.020308007,4358,1830,0.010023568,6331.638184,3.459911585,108c,070801010403
79,F070801010405_13,2826.702711,240321.885,0,2433.739746,0,147.9988251,13.12359238,59.3595047,0.007805942,1638,688,0.003768423,2433.739746,3.537412405,108c,070801010405
80,F070801010405_18,2114.232691,259769.1698,0,2630.682373,0,130.9985352,11.7985239,64.16298676,0.008437613,1592,669,0.003664354,2630.682373,3.932260752,108c,070801010405
81,F070801010405_42,2567.32879,295309.4711,0,2990.599121,0,131.0012817,11.7987175,72.94143677,0.009592004,1810,760,0.004162793,2990.599121,3.934998751,108c,070801010405
82,F070801010405_46,1777.073847,135446.2121,0,1371.663818,0,158.2020111,14.05382252,33.45521545,0.004399455,989,415,0.002273104,1371.663818,3.305213928,108c,070801010405
83,F070801010405_49,2068.825359,230151.0762,0,2330.73999,0,130.9993134,11.79857922,56.84731674,0.007475582,1410,592,0.003242597,2330.73999,3.937060833,108c,070801010405
84,F070801010405_54,2064.385029,257855.1105,0,2611.298584,0,130.9994354,11.7985878,63.69021225,0.008375443,1580,664,0.003636967,2611.298584,3.932678699,108c,070801010405
85,F070801010405_62,1681.218733,136772.2172,0,1385.092285,0,130.9953308,11.79829788,33.78273773,0.004442525,838,352,0.001928031,1385.092285,3.934921265,108c,070801010405
86,F070801010405_209,3715.58859,455805.4526,0,4615.941895,0,130.9993286,11.79858017,112.5839462,0.014805106,2793,1173,0.006424943,4615.941895,3.935159445,108c,070801010405
87,F070801010405_256,1127.597867,69654.75126,0,705.3936768,0,131.0034332,11.79887009,17.20472336,0.00226247,427,179,0.000980447,705.3936768,3.940746784,108c,070801010405
88,F070801010405_280,1116.412243,63175.40653,0,639.7773438,0,147.9956512,13.12331963,15.60432529,0.002052013,431,181,0.000991402,639.7773438,3.534681559,108c,070801010405
89,F070801010602_21,3565.894104,329227.7037,0,3334.088867,0,130.9985962,11.79852867,81.31924438,0.010693709,2017,847,0.004639323,3334.088867,3.936350584,108c,070801010602
90,F070801010602_217,1722.690974,162625.9138,0,1646.912598,0,130.9967041,11.79839516,40.16860199,0.005282284,997,419,0.002295014,1646.912598,3.930578947,108c,070801010602
91,F070801010602_221,1862.394438,165277.3575,0,1673.763794,0,130.9994049,11.79858589,40.8235054,0.005368406,1013,425,0.002327878,1673.763794,3.938267708,108c,070801010602
92,F070801010602_256,1886.452215,236300.313,0,2393.013184,0,131.002533,11.79880619,58.36617661,0.007675317,1448,608,0.003330235,2393.013184,3.935876846,108c,070801010602
93,F070801010602_264,3822.142788,234314.2821,0,2372.900635,0,131.0021667,11.79878044,57.87562943,0.007610808,1436,603,0.003302848,2372.900635,3.935158491,108c,070801010602
94,F070801010602_294,2313.269845,311267.1375,0,3152.202393,0,131.001236,11.79871464,76.88298035,0.010110328,1907,801,0.004387365,3152.202393,3.935333729,108c,070801010602
95,F070801010602_301,2149.0024,187320.5772,0,1896.995483,0,130.9997559,11.79861069,46.26818085,0.006084396,1148,482,0.002640087,1896.995483,3.935675383,108c,070801010602
96,F070801010602_305,1327.704226,91030.73205,0,921.8682251,0,131.004303,11.79893112,22.48459053,0.002956787,558,234,0.001281702,921.8682251,3.939607859,108c,070801010602
97,F070801010602_321,2604.455523,196466.9937,0,1989.621216,0,130.9981232,11.79849529,48.52734756,0.006381483,1204,506,0.002771544,1989.621216,3.932057858,108c,070801010602
98,F070801010602_325,1636.790796,128050.7289,0,1296.769775,0,130.9994812,11.79859066,31.6285305,0.004159241,785,330,0.001807529,1296.769775,3.929605484,108c,070801010602
99,F070801010602_384,2633.296199,198433.5223,0,2009.536255,0,130.999054,11.7985611,49.0130806,0.006445358,1216,511,0.002798931,2009.536255,3.932556391,108c,070801010602
100,F070801010602_437,1240.137461,69982.13272,0,708.7090454,0,130.9931793,11.79814625,17.28558731,0.002273103,429,180,0.000985925,708.7090454,3.937272549,108c,070801010602
101,F070801010602_444,5808.723132,824352.2083,0,8348.214844,0,139.4996948,12.42850018,203.6149902,0.026775945,5321,2235,0.012241899,8348.214844,3.73521924,108c,070801010602
102,F070801010602_470,2308.072391,154258.1529,0,1562.172363,0,131.0009003,11.7986908,38.10176468,0.005010489,945,397,0.002174512,1562.172363,3.934942961,108c,070801010602
103,F070801010602_474,1550.74332,156236.8844,0,1582.210938,0,131.0004272,11.79865742,38.59051132,0.005074761,957,402,0.002201898,1582.210938,3.935847998,108c,070801010602
104,F070801010602_477,1543.018211,92679.00395,0,938.5603027,0,130.9996796,11.79860497,22.8917141,0.003010325,568,239,0.001309089,938.5603027,3.927030563,108c,070801010602
105,F070801010602_505,3192.587597,429290.418,0,4347.423828,0,130.9988403,11.79854584,106.0347366,0.013943866,2631,1105,0.006052482,4347.423828,3.934320211,108c,070801010602
106,F070801010602_513,2223.476664,259171.5722,0,2624.630615,0,130.9985352,11.7985239,64.01538086,0.008418202,1588,667,0.003653399,2624.630615,3.934978485,108c,070801010602
107,F070801010602_639,3171.365869,441078.5791,0,4466.802734,0,142.332901,12.65263939,108.9464111,0.01432676,2898,1217,0.006665946,4466.802734,3.670339108,108c,070801010602
108,F070801010602_649,2308.573644,206247.0333,0,2088.663818,0,131.0032654,11.79885769,50.94301605,0.00669915,1264,531,0.002908478,2088.663818,3.93345356,108c,070801010602
109,F070801010602_732,2867.768381,127808.1069,0,1294.312744,0,100.4971466,9.987148285,31.56860161,0.00415136,663,278,0.001522706,1294.312744,4.655801296,108c,070801010602
110,F070801010602_742,10392.92163,821152.8971,0,8315.81543,0,130.9991913,11.79857063,202.8247681,0.026672028,5032,2113,0.011573661,8315.81543,3.935549259,108c,070801010602
111,F070801010602_772,1295.440718,89215.80628,0,903.4884644,0,131.0060425,11.79905319,22.03630447,0.002897836,547,230,0.001259793,903.4884644,3.928210735,108c,070801010602
112,F070801010602_778,1997.834771,123844.4369,0,1254.172607,0,130.9974213,11.7984457,30.58957672,0.004022615,759,319,0.001747278,1254.172607,3.931575537,108c,070801010602
113,F070801010602_781,2310.260726,202741.4062,0,2053.162109,0,131.0018921,11.79876137,50.07712555,0.006585283,1242,522,0.002859182,2053.162109,3.933260679,108c,070801010602
114,F070801010604_12,2537.622616,269272.1225,0,2726.918701,0,130.9997406,11.79860973,66.51021576,0.00874628,1650,693,0.00379581,2726.918701,3.934947729,108c,070801010604
115,F070801010604_14,2369.027608,225145.7117,0,2280.050537,0,130.9990845,11.798563,55.61099243,0.007313002,1380,580,0.003176868,2280.050537,3.931121588,108c,070801010604
116,F070801010604_57,2966.765839,519376.2678,0,5259.723633,0,130.9989471,11.79855347,128.2859344,0.016869962,3183,1337,0.00732323,5259.723633,3.933974266,108c,070801010604
117,F070801010604_98,1825.943593,197314.7748,0,1998.206665,0,158.2006073,14.0536871,48.73674774,0.00640902,1440,605,0.003313802,1998.206665,3.302820921,108c,070801010604
118,F070801010604_106,1893.927525,141218.3101,0,1430.117798,0,130.9982147,11.79850197,34.88092422,0.00458694,865,363,0.001988281,1430.117798,3.939718485,108c,070801010604
119,F070801010604_117,1668.731522,169363.1494,0,1715.140625,0,131.0005951,11.79866982,41.83269882,0.005501118,1038,436,0.002388129,1715.140625,3.933808804,108c,070801010604
120,F070801010604_157,2224.428016,111335.9266,0,1127.498901,0,131.0014801,11.7987318,27.4999733,0.003616324,682,286,0.001566525,1127.498901,3.942303896,108c,070801010604
121,F070801010604_164,3039.19735,317932.2073,0,3219.699463,0,130.9984741,11.79852009,78.52925873,0.010326819,1948,818,0.00448048,3219.699463,3.936062813,108c,070801010604
122,F070801010604_166,1783.28839,197762.9481,0,2002.745361,0,130.9988861,11.7985487,48.84744644,0.006423577,1212,509,0.002787976,2002.745361,3.934666634,108c,070801010604
123,F070801010604_214,2118.764316,265247.5874,0,2686.162354,0,130.9983063,11.79850769,65.51615143,0.008615558,1625,682,0.003735559,2686.162354,3.938654423,108c,070801010604
124,F070801010604_219,4149.248763,406608.057,0,4117.719727,0,159.3337555,14.16395283,100.4321899,0.013207115,2991,1256,0.006879563,4117.719727,3.278439283,108c,070801010604
125,F070801010604_221,2127.497129,203656.8969,0,2062.43335,0,139.5018311,12.42866611,50.30325317,0.006615019,1315,552,0.003023502,2062.43335,3.736292362,108c,070801010604
126,F070801010604_264,1107.481123,76045.80734,0,770.1159058,0,139.4998932,12.42851543,18.78331375,0.002470059,491,206,0.001128336,770.1159058,3.738426685,108c,070801010604
127,F070801010601_10,1778.107189,172657.7685,0,1748.505249,0,130.9994812,11.79859066,42.64646912,0.005608131,1058,444,0.002431948,1748.505249,3.938074827,108c,070801010601
128,F070801010601_12,1694.651478,133828.3294,0,1355.279541,0,130.9997406,11.79860973,33.05559921,0.004346904,820,344,0.001884212,1355.279541,3.939766169,108c,070801010601
129,F070801010601_13,1641.727635,97576.30822,0,988.1552734,0,139.500946,12.42859745,24.10134888,0.003169395,630,265,0.0014515,988.1552734,3.728887796,108c,070801010601
130,F070801010601_20,2554.7834,394028.1182,0,3990.322754,0,139.4992676,12.4284668,97.32494354,0.012798504,2543,1068,0.00584982,3990.322754,3.736257315,108c,070801010601
131,F070801010601_28,1967.941125,145215.1719,0,1470.593994,0,130.9997253,11.79860783,35.8681488,0.004716762,890,374,0.002048532,1470.593994,3.93206954,108c,070801010601
132,F070801010601_58,2655.919397,298495.7167,0,3022.866211,0,139.5,12.42852402,73.72843933,0.009695497,1927,809,0.004431184,3022.866211,3.736546516,108c,070801010601
133,F070801010601_72,1662.036669,163134.3479,0,1652.061523,0,130.9988403,11.79854584,40.29418564,0.005298799,1000,420,0.002300491,1652.061523,3.933479786,108c,070801010601
134,F070801010601_101,1688.970371,96339.68659,0,975.632019,0,130.9993591,11.79858208,23.79590225,0.003129228,590,248,0.001358385,975.632019,3.934000015,108c,070801010601
135,F070801010601_165,2480.260867,150589.6093,0,1525.020996,0,130.997467,11.79844856,37.19563293,0.00489133,923,388,0.002125215,1525.020996,3.930466413,108c,070801010601
136,F070801010601_231,2019.465084,133166.7721,0,1348.579956,0,131.005127,11.7989893,32.89219284,0.004325416,816,343,0.001878734,1348.579956,3.931720018,108c,070801010601
137,F070801010601_356,2094.816372,220490.0934,0,2232.903076,0,139.499054,12.42845058,54.46105194,0.007161782,1423,598,0.003275461,2232.903076,3.733951569,108c,070801010601
138,F070801010601_367,1955.227773,95636.61082,0,968.5119629,0,139.4950867,12.42814159,23.62224197,0.003106391,617,259,0.001418636,968.5119629,3.73942852,115c,070801010601
139,F070801010601_368,1428.091708,97968.68212,0,992.1288452,0,131,11.79862785,24.19826508,0.00318214,600,252,0.001380295,992.1288452,3.93701911,115c,070801010601
140,F070801010601_374,2189.174706,138206.7015,0,1399.619263,0,131.0030212,11.79884052,34.13705444,0.004489119,847,356,0.00194994,1399.619263,3.93151474,108c,070801010601
141,F070801010601_389,1874.024391,131971.172,0,1336.472046,0,110.6633377,10.52123737,32.59687805,0.004286581,721,303,0.00165964,1336.472046,4.410799026,108c,070801010601
142,F070801010603_51,1256.935377,78705.29385,0,797.0485229,0,142.341629,12.65334129,19.44020844,0.002556442,517,217,0.001188587,797.0485229,3.673034668,108c,070801010603
143,F070801010603_153,3676.17958,293507.3052,0,2972.348389,0,131.0011444,11.79870796,72.49630737,0.009533469,1799,756,0.004140884,2972.348389,3.931677818,108c,070801010603
144,F070801010603_203,2640.454037,228988.8376,0,2318.969971,0,130.9997101,11.79860687,56.5602417,0.007437831,1403,589,0.003226165,2318.969971,3.93713069,108c,070801010603
145,F070801010603_210,2352.614335,185279.3006,0,1876.323486,0,131.0034485,11.79887104,45.76398849,0.006018093,1135,477,0.0026127,1876.323486,3.933592319,115c,070801010603
146,F070801010603_231,1099.314621,66758.83174,0,676.0667114,0,131.0047913,11.79896545,16.48943138,0.002168407,409,172,0.000942106,676.0667114,3.930620432,108c,070801010603
147,F070801010603_254,1336.410988,61124.89478,0,619.0117798,0,131.0107727,11.79938698,15.09784889,0.00198541,375,158,0.000865423,619.0117798,3.917796135,115c,070801010603
148,F070801010605_5,1967.575254,128562.4455,0,1301.951904,0,110.6623917,10.52118492,31.75492477,0.004175862,703,295,0.001615821,1301.951904,4.413396358,108c,070801010605
149,F070801010605_91,2095.456534,200886.3363,0,2034.375977,0,130.9978638,11.79847717,49.61892319,0.006525028,1231,517,0.002831795,2034.375977,3.934963226,108c,070801010605
150,F070801010605_108,1499.523375,93813.48321,0,950.0491333,0,130.9959717,11.79834366,23.17193031,0.003047174,575,242,0.001325521,950.0491333,3.925822973,108c,070801010605
151,F070801010605_109,1066.178348,66787.54078,0,676.3574219,0,130.9906006,11.79796505,16.4965229,0.002169339,409,172,0.000942106,676.3574219,3.932310581,108c,070801010605
152,F070801010605_115,3007.533427,293703.5718,0,2974.336182,0,159.3334961,14.16392708,72.54478455,0.009539844,2161,908,0.004973442,2974.336182,3.275700569,108c,070801010605
153,F070801010605_130,1280.589728,66691.59145,0,675.3857422,0,130.9973907,11.79844379,16.47282219,0.002166223,409,172,0.000942106,675.3857422,3.926661253,108c,070801010605
154,F070801010605_213,3690.360763,300824.8254,0,3046.453125,0,131.0016937,11.79874706,74.30373383,0.009771151,1843,774,0.004239476,3046.453125,3.935986042,108c,070801010605
155,F070801010605_319,1206.882688,66855.07358,0,677.0413208,0,131.0010376,11.79870033,16.51320267,0.002171533,410,172,0.000942106,677.0413208,3.936286688,108c,070801010605
156,F070801010605_391,1597.363112,156283.4325,0,1582.682373,0,130.9989471,11.79855347,38.60200882,0.005076273,958,402,0.002201898,1582.682373,3.937020779,108c,070801010605
157,F070801010605_392,3602.449264,618518.9165,0,6263.741211,0,131.0003052,11.79864883,152.7741699,0.020090234,3790,1592,0.008719957,6263.741211,3.934510708,108c,070801010605
158,F070801030202_9,2007.12293,214577.4124,0,2173.025391,0,151.4010468,13.42162323,53.0006218,0.006969731,1496,628,0.003439782,2173.025391,3.460231543,104,070801030202
159,F070801030202_23,2002.812352,255822.6318,0,2590.71582,0,131.0001221,11.79863644,63.18819046,0.008309425,1568,659,0.00360958,2590.71582,3.931283474,104,070801030202
