OBJECTID,Shape_Length,Shape_Area,riparianid,opAcres,DirectCost,meanPIdx,OpportunityCost,recBuffWidth,adjOCosts,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,TotalCost,ReducedCostLB,MLRA,HUC12,FBndID
435,540.9378816,3807.473058,493_11_2,0.94044584,479.6273804,78,210.5281982,17,238.5986176,33.85240936,0.004451687,151.3995361,13.42148781,955,478,0.002618178,690.1555786,1.443840146,108c,070802060501,F070802060501_294
444,538.3932163,3802.722014,49_1_2,0.939272344,479.0289001,77,207.5697937,25,345.949646,28.61815453,0.003763368,131.0015869,11.79873943,710,355,0.001944463,686.5986938,1.934080839,104,070801030601,F070801030601_302
450,539.6532018,3796.241872,533_6_1,0.937671721,478.2125854,71,191.0691528,74,942.6078491,200.0000006,0.026300563,131.001473,11.79873123,4962,2479,0.013578374,669.2817383,0.26998052,108c,070802060501,F070802060501_380
455,539.0825738,3792.368118,169_2_1,0.936714947,477.7246094,65,174.7441711,8,93.19689178,20.8285203,0.002739009,135.2498322,12.11357307,521,261,0.001429591,652.46875,2.499880314,108c,070801030603,F070801030603_515
477,536.3006658,3770.942179,493_18_1,0.93142271,475.0255737,85,227.220108,60,908.8804321,147.9665375,0.019458016,138.556661,12.36808332,3836,1918,0.010505576,702.2456665,0.366134346,108c,070802060501,F070802060501_322
489,537.1738687,3762.024949,593_4_1,0.92922014,473.9022827,69,184.0132141,27,331.2237854,51.77305222,0.006808302,131.0004959,11.79866266,1284,642,0.003516465,657.9155273,1.024790525,108c,070802060802,F070802060802_57
510,532.2530559,3748.28818,556_11_1,0.925827205,472.171875,84,223.1982574,17,252.9580231,48.16054888,0.006333248,134.7767893,12.08323733,1220,610,0.003341189,695.3701172,1.139950991,108c,070802060501,F070802060501_80
526,532.1019495,3732.92531,495_1_1,0.922032535,470.2366028,85,224.9296417,25,374.8827515,27.57715589,0.003626474,131.0004807,11.79866123,684,342,0.001873257,695.1662598,2.032649994,108c,070802060501,F070802060501_355
527,531.6019505,3732.868805,463_1_1,0.922018588,470.2294922,78,206.4029541,18,247.683548,42.61612499,0.00560414,140.9176331,12.54067612,1114,558,0.003056367,676.6324463,1.212602973,108c,070801030301,F070801030301_481
540,526.024072,3724.338798,130_8_2,0.919911683,469.1549683,86,227.052597,38,575.1998901,32.3301239,0.004251502,139.4999084,12.42851639,845,422,0.002311446,696.2075806,1.649780989,108c,070801030407,F070801030407_187
542,528.5614012,3719.983379,493_1_1,0.918835878,468.6062927,78,205.6905975,25,342.8176575,44.83431339,0.005895838,130.999527,11.798594,1113,556,0.003045412,674.296875,1.212764144,108c,070802060501,F070802060501_531
554,527.3575275,3712.80721,493_13_1,0.917063355,467.702301,78,205.2938232,34,465.3326721,98.78431797,0.012990416,137.79953,12.3395586,2478,1239,0.006786448,672.9960938,0.54317683,108c,070802060501,F070802060501_294
571,526.046319,3705.063484,430_16_2,0.915150702,466.7268677,68,178.600708,90,1071.604248,162.773262,0.021405142,159.3336182,14.16393916,4848,2424,0.01327712,645.3275757,0.266224235,108c,070801030302,F070801030302_156
577,524.053939,3698.683049,37_11_1,0.913574696,465.9230957,83,217.6226349,90,1305.73584,128.3252659,0.016875134,128.6656774,9.017901987,2560,1279,0.007005543,683.5457153,0.534437597,104,070801030403,F070801030403_101
581,526.7119783,3697.357082,474_10_2,0.913247228,465.756073,74,193.9549713,69,892.1928711,164.4128947,0.021620758,139.4997742,12.45461864,4314,2157,0.011814665,659.7110596,0.305846572,108c,070801030301,F070801030301_529
583,526.9798627,3697.082045,533_6_2,0.913179278,465.7214355,71,186.0783691,25,310.1306152,49.71183777,0.006537247,131.0000916,11.79863405,1234,616,0.003374053,651.7998047,1.058116555,108c,070802060501,F070802060501_380
589,526.0899613,3691.714247,59_14_1,0.911853433,465.0452576,78,204.1275024,32,435.4720154,20.48420319,0.00269373,141.1999054,12.61007261,577,289,0.001582957,669.1727295,2.315476656,104,070801030202,F070801030202_196
595,526.3361788,3690.199606,466_2_1,0.911479294,464.8544312,78,204.0437622,90,1224.262573,199.9999978,0.026300563,146.1107356,13.00076556,5427,2714,0.014865554,668.8981934,0.246462122,108c,070801030301,F070801030301_162
596,526.333845,3690.06219,59_10_2,0.911445379,464.8371582,72,188.3410797,25,313.9017944,60.53632209,0.007960697,142.3333397,12.67467022,1663,832,0.004557163,653.1782227,0.785070002,104,070801030202,F070801030202_409
597,523.637662,3689.225989,389_17_1,0.91123879,464.731781,61,159.5301208,90,957.1807251,29.56510735,0.003887895,130.9990234,11.79855919,733,366,0.002004714,624.2619019,1.70563364,108c,070802060601,F070802060601_59
609,522.3055531,3682.253438,64_10_2,0.909516573,463.8534546,78,203.6043854,90,1221.626343,199.9999995,0.026300563,135.1286011,12.12511955,5189,2595,0.014213748,667.4578247,0.257209182,104,070801030601,F070801030601_267
612,524.5601279,3680.07104,526_4_1,0.908977568,463.5785522,68,177.3960571,54,638.6257935,28.09751511,0.003694902,131.0000916,11.79863358,697,348,0.001906121,640.9746094,1.841881037,108c,070801010301,F070801010301_265
634,522.1223053,3668.663243,102_1_1,0.906159818,462.14151,38,98.82570648,15,98.82570648,30.26154657,0.003979479,131.0005239,11.79866473,750,374,0.002048532,560.9672241,1.499912381,104,070801030406,F070801030406_23
635,523.6528809,3667.135662,664_21_1,0.905782521,461.9490967,78,202.7684784,90,1216.61084,200.0000011,0.026300563,131.0001046,11.79863494,4962,2481,0.013589329,664.7175903,0.267923266,104,070801030402,F070801030402_188
657,518.7356859,3653.794193,524_15_2,0.902487159,460.2684631,1,2.590137959,90,15.54082775,199.999997,0.026300562,137.5738861,12.31137629,5338,2669,0.014619073,462.8586121,0.173420236,108c,070802060503,F070802060503_230
659,524.8444284,3650.916226,499_12_1,0.901776314,459.9059143,78,201.8716431,16,215.3297577,32.2692337,0.004243495,131.0018463,11.79875755,801,400,0.002190944,661.7775879,1.654443979,108c,070802060704,F070802060704_476
680,518.78047,3640.438826,474_28_1,0.899188399,458.5860901,83,214.1952515,90,1285.171509,200.0000012,0.026300563,134.7781764,11.59285521,5063,2534,0.013879629,672.7813721,0.265501738,108c,070801030301,F070801030301_514
693,515.3835298,3633.331868,537_4_1,0.897432983,457.6908264,86,221.5041199,25,369.1735229,27.36910629,0.003599114,139.4997864,12.42850685,715,358,0.001960895,679.1949463,1.897192597,108c,070801010302,F070801010302_10
701,512.1423768,3628.874921,166_3_1,0.896332085,457.129364,78,200.6528931,29,387.9289246,52.42268777,0.006893731,133.8339589,12.00863806,1304,652,0.003571238,657.7822266,1.008868456,108c,070802060406,F070802060406_122
710,515.9313762,3625.312966,495_7_2,0.895452321,456.6806946,66,169.6165771,25,282.6943054,31.13003302,0.004093687,130.9987717,11.79854107,772,386,0.002114261,626.2972412,1.622531772,108c,070802060501,F070802060501_363
729,514.596678,3615.649792,578_8_1,0.893065512,455.4634094,75,192.2323303,90,1153.394043,42.67373991,0.005611717,134.781189,12.08357938,1087,544,0.002979684,647.6957397,1.190617204,108c,070802060501,F070802060501_241
732,513.2517019,3613.69656,495_2_1,0.892583072,455.2173767,84,215.1839142,25,358.6398621,29.72706705,0.003909193,144.6003723,12.92615199,821,410,0.002245717,670.4013062,1.63512516,108c,070802060501,F070802060501_363
752,512.8055138,3605.452154,425_2_1,0.890546679,454.1788025,54,138.016922,50,460.0563965,27.62613106,0.003632914,159.3337708,14.16395378,823,412,0.002256672,592.1957397,1.437368274,108c,070801030302,F070801030302_75
760,514.9560888,3600.682339,135_5_2,0.889368534,453.5779419,78,199.0940399,32,424.7339478,49.22456467,0.006473169,145.1659012,12.98122883,1266,632,0.003461691,652.6719971,1.032708883,104,070801030603,F070801030603_476
779,515.5043043,3591.124041,129_9_2,0.887007654,452.3739014,86,218.9312286,25,364.885376,41.39659856,0.005443769,133.2674377,11.969491,1082,541,0.002963252,671.3051147,1.240859747,108c,070801030407,F070801030407_153
784,514.7446185,3588.861579,556_7_1,0.886448801,452.0888977,84,213.7050781,27,384.6691284,68.00095318,0.008942317,134.3992493,12.06358452,1689,845,0.004628369,665.7939453,0.787921846,108c,070802060501,F070802060501_80
798,509.7718947,3582.799836,136_4_1,0.884951532,451.3252869,78,198.1052704,25,330.1754456,21.12225431,0.002777636,131.0023956,11.79879618,524,262,0.001435068,649.430542,2.478742599,104,070801030603,F070801030603_520
799,510.5276061,3582.611091,466_4_1,0.884904921,451.3015137,78,198.0948181,90,1188.568848,199.9999947,0.026300562,140.9171505,12.58306873,5110,2556,0.014000131,649.3963623,0.254067421,108c,070801030301,F070801030301_180
809,509.3614478,3577.829219,542_6_1,0.883723795,450.6991272,74,187.6851196,38,475.4689636,26.73857927,0.003516198,131.0012436,11.79871559,664,332,0.001818483,638.3842773,1.922844172,108c,070802060502,F070802060502_70
816,516.2860339,3573.985493,423_7_2,0.882774413,450.2149353,76,192.5507507,28,359.4280701,35.07564163,0.004612546,130.9992523,11.79857445,870,435,0.002382651,642.765686,1.477622271,108c,070801030303,F070801030303_699
817,510.0078719,3573.953941,474_17_2,0.882766604,450.210968,70,177.3478241,25,295.5797119,20.26451612,0.002664841,136.6659241,12.24026235,545,272,0.001489842,627.5587769,2.307201385,108c,070801030301,F070801030301_529
825,508.9977748,3569.410017,64_4_2,0.881644249,449.6385803,78,197.3648987,9,118.4189377,23.93121225,0.003147022,143.4669342,12.78130658,661,330,0.001807529,647.003479,1.960616589,104,070801030601,F070801030601_214
836,509.8181307,3564.962216,165_1_1,0.880545676,449.0783081,78,197.1188354,30,394.2376709,75.79282796,0.00996697,136.6661835,12.24027634,1884,942,0.005159673,646.1971436,0.685984254,108c,070802060406,F070802060406_104
855,509.2937278,3557.958733,84_3_1,0.87881583,448.1960754,71,179.0757904,90,1074.454712,23.813097,0.003131489,131.0059662,11.79904842,591,296,0.001621298,627.2718506,2.119161606,104,070801030406,F070801030406_529
883,505.9537594,3543.166047,474_18_2,0.875162005,446.3326111,78,195.913559,82,1070.994141,111.6014252,0.014675901,139.5008443,12.49611727,2849,1425,0.007805237,642.2461548,0.450699061,108c,070801030301,F070801030301_19
899,504.0271578,3535.229685,130_11_2,0.873201728,445.3328857,86,215.5235596,42,603.4659424,32.77306283,0.00430975,139.9230232,12.51971316,912,456,0.002497676,660.8564453,1.449246645,108c,070801030407,F070801030407_486
904,503.9073875,3531.382793,533_14_1,0.87225157,444.8482971,84,210.2824097,25,350.4706726,57.10270169,0.007509166,131.0017822,11.79875298,1417,709,0.003883448,655.1307373,0.924020767,108c,070802060501,F070802060501_219
916,503.3396043,3526.778738,578_9_2,0.871114373,444.2683411,70,175.0068817,38,443.350769,32.63560581,0.004291674,139.501152,12.46126556,869,434,0.002377174,619.2752075,1.42690134,108c,070802060501,F070802060501_241
926,501.6011481,3522.697928,416_5_1,0.870106399,443.7542725,86,214.7591858,81,1159.699585,88.57588196,0.011647978,139.5008316,12.46122694,2363,1181,0.006468762,658.5134277,0.55758971,108c,070802060601,F070802060601_144
967,501.0216046,3504.854446,484_21_2,0.865699053,441.5065308,86,213.6718445,25,356.119751,48.72833616,0.006407913,131.0019379,11.79876423,1209,605,0.003313803,655.1783447,1.082939386,108c,070801030301,F070801030301_431
1017,495.9671794,3486.605896,487_29_1,0.86119163,439.2077332,91,224.9172974,90,1349.503784,200.0000011,0.026300563,139.5475807,12.4700706,5293,2647,0.014498571,664.125,0.250897229,108c,070802060502,F070802060502_339
1021,497.1613167,3483.815594,106_14_2,0.860502422,438.8562317,48,118.5428162,16,126.4456711,20.22949266,0.002660235,131.0014954,11.79873276,502,252,0.001380295,557.3990479,2.211900949,104,070801030404,F070801030404_355
1044,495.1570376,3471.440649,186_46_1,0.857445836,437.2973633,78,191.9478302,90,1151.687012,45.46545649,0.005978835,130.9982351,11.79850324,1128,564,0.003089231,629.2451782,1.11568296,108c,070801030407,F070801030407_296
1055,492.2494205,3466.711492,845_166_1,0.856277764,436.7016602,45,110.5882874,61,449.725708,22.56216431,0.002966988,131.0003967,11.79865551,560,280,0.001533661,547.289917,1.954606891,108c,070802060302,F070802060302_80
1104,490.8873318,3440.951874,25_1_2,0.849915087,433.4566956,73,178.0657043,67,795.3601685,45.13592839,0.005935502,135.2499237,12.11356878,1176,588,0.003220687,611.5223999,1.040004134,104,070801030403,F070801030403_84
1105,490.1581766,3440.482475,389_14_1,0.849799156,433.397583,86,209.7474213,59,825.0065308,42.32110214,0.005565344,131.000412,11.79865646,1050,525,0.002875614,643.1450195,1.225038171,108c,070802060601,F070802060601_24
1114,491.7766204,3431.518505,533_7_1,0.847585082,432.2684021,78,189.7404022,90,1138.442383,200.0000022,0.026300563,131.0007935,11.79868338,4961,2481,0.013589329,622.0087891,0.250708908,108c,070802060501,F070802060501_380
1135,486.2655437,3421.923957,836_1_1,0.845215201,431.0597534,77,186.7840881,90,1120.70459,145.4010239,0.019120644,136.4398651,12.24961758,3695,1847,0.010116683,617.8438721,0.334512115,108c,070802060302,F070802060302_45
1169,486.2504951,3401.837349,459_8_2,0.84025383,428.5294495,74,178.453064,64,761.3997192,117.3202344,0.015427941,131.7338834,11.88954517,2851,1426,0.007810715,606.9825439,0.425653964,108c,070801030303,F070801030303_86
1173,484.890531,3399.547978,474_9_2,0.839688361,428.2410583,85,204.8418427,25,341.4030762,52.56705496,0.006912716,139.4992409,12.46110749,1449,725,0.003971086,633.0828857,0.873217762,108c,070801030301,F070801030301_532
1182,484.122812,3390.019427,459_4_1,0.837334812,427.040741,78,187.4456787,54,674.8044434,102.6225651,0.013495156,142.8995628,12.76806164,2868,1434,0.007854534,614.4864502,0.428512156,108c,070801030303,F070801030303_384
1217,482.5799591,3373.026637,537_13_1,0.833137572,424.9001465,83,198.4617004,90,1190.770264,70.0153656,0.009207218,149.4163971,13.29619312,2020,1010,0.005532133,623.3618164,0.617189944,108c,070801010302,F070801010302_42
1260,478.8459075,3341.835076,496_1_1,0.825433254,420.9709473,78,184.7814941,90,1108.688965,199.9999977,0.026300563,136.6674988,12.27174435,5351,2675,0.014651937,605.7524414,0.226449504,108c,070802060502,F070802060502_476
1300,475.7276292,3317.627221,489_1_2,0.819453895,417.9214783,78,183.4429626,25,305.7382813,34.92766023,0.004593086,149.1319173,10.20463595,886,442,0.002420993,601.3644409,1.360553026,108c,070802060502,F070802060502_261
1334,472.1090973,3292.100308,594_27_1,0.813148797,414.7058716,68,158.6936951,18,190.4324341,39.06694931,0.005137414,133.1239319,11.95602679,1001,500,0.00273868,573.3995361,1.146799088,108c,070802060804,F070802060804_247
1336,471.2328327,3289.554395,434_28_1,0.812519908,414.3851624,79,184.22258,48,589.5122681,36.78001308,0.004836675,130.9997482,11.79861021,912,456,0.002497676,598.6077271,1.312736273,108c,070801030303,F070801030303_425
1362,471.7797666,3270.582587,656_15_2,0.80783391,411.9953003,76,176.2047272,90,1057.228394,190.050694,0.024992201,139.4997915,12.45026239,4805,2402,0.013156618,588.2000122,0.244879276,104,070801030202,F070801030202_256
1364,469.5143758,3270.243143,559_14_2,0.807750046,411.9525146,79,183.1411743,10,122.0941162,25.49336338,0.003352449,130.9997177,11.79860735,632,316,0.001730846,595.093689,1.883207917,108c,070802060501,F070802060501_73
1376,468.8067532,3260.833506,594_27_2,0.805425882,410.7672119,52,120.2017517,33,264.4438477,77.30331453,0.010165603,131.0005856,11.79866886,1918,958,0.00524731,530.9689941,0.554247379,108c,070802060804,F070802060804_247
1399,465.1966274,3239.916514,424_9_2,0.800259352,408.1322632,74,169.9586334,35,396.5701294,40.79561996,0.005364739,131.000351,11.79865265,1012,506,0.002771544,578.0908813,1.142472148,108c,070801030303,F070801030303_770
1436,460.2000415,3201.011568,842_11_1,0.790649831,403.2314148,78,176.994873,38,448.3870239,75.92385292,0.0099842,130.9985606,11.79852613,1883,941,0.005154195,580.2263184,0.616606057,104,070801030602,F070801030602_531
1439,460.4132699,3199.541052,424_11_1,0.79028666,403.0462036,86,195.058548,90,1170.351318,136.3861991,0.017935169,131.0006866,11.79867617,3384,1692,0.009267692,598.1047363,0.353489786,108c,070801030303,F070801030303_770
1440,460.971334,3196.29104,186_12_1,0.789483905,402.6367798,30,67.97451019,19,86.1010437,38.31204224,0.005038141,130.9985046,11.798522,950,475,0.002601746,470.6112976,0.990760624,108c,070801030407,F070801030407_477
1449,457.4641912,3180.797707,53_12_2,0.785657048,400.6850891,78,175.8772125,67,785.5848999,25.20500374,0.003314529,130.9992371,11.79857349,625,312,0.001708936,576.5623169,1.847956181,104,070801030601,F070801030601_471
1454,457.3384764,3172.482106,590_7_1,0.783603072,399.6375732,72,161.9232635,90,971.5395508,200.0000002,0.026300563,131.5965873,11.30890514,4932,2464,0.013496214,561.5608521,0.227906197,108c,070802060802,F070802060802_196
1468,453.403335,3147.573972,594_1_1,0.7774508,396.4999084,86,191.8904114,25,319.8173523,36.14387989,0.004753022,130.9993134,11.79857922,897,449,0.002459334,588.3903198,1.310446143,108c,070802060804,F070802060804_247
1469,450.5018424,3144.924418,166_9_1,0.776796341,396.1661377,64,142.6817932,65,618.2877808,63.98556709,0.008414282,131.0006561,11.79867363,1588,794,0.004349023,538.8479004,0.678649724,108c,070802060406,F070802060406_122
1472,452.6932537,3139.217023,149_36_1,0.775386631,395.4471741,78,173.5780487,25,289.2967529,24.5588398,0.003229557,139.5008469,12.46121407,654,327,0.001791097,569.0252075,1.740138292,104,070801030603,F070801030603_530
1479,448.1343309,3128.028406,391_19_1,0.772623003,394.0377197,70,155.2198486,90,931.3190918,200.0000005,0.026300563,133.8322383,12.01054123,5069,2537,0.013896061,549.2575684,0.216498852,108c,070801030607,F070801030607_27
1551,431.2619958,2996.206112,60_47_2,0.740062892,377.4320679,76,161.4225159,90,968.5350952,52.6819973,0.006927831,131.0004959,11.79866219,1307,654,0.003582193,538.8546143,0.823936701,104,070801030202,F070801030202_256
