OBJECTID,FBndID,Shape_Length,Shape_Area,opAcres,DirectCost,OpportunityCost,bioYield,energyPot,CO2red,N2Ored,cropAcres,pctWScropAcres,cpNO3load,cpNO3LoadReduced,cpWSNO3LoadPct,cpSEDload,cpSEDloadlbs,cpSEDLoadReduced,cpWSSEDLoadPct,TotalCost,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12
11,F070600060901_724,1641.029814,92820.44996,22.926651,1329.745728,3139.116943,25.90711594,265.5479431,8.024328232,458.53302,22.926651,0.002592756,568.7269897,176.3053741,0.000965688,88.97885895,177957.7188,65.84435272,0.000251325,4468.862793,7.542286873,25.34728622,20.19528961,67.87010193,105,070600060901
12,F070600061002_39,2417.169898,326874.6713,80.73804474,4682.806641,10528.24121,91.23399353,935.1484375,28.25831604,1614.760864,80.73804474,0.009130598,2003.015503,620.9348145,0.003401083,69.93494415,139869.8906,51.75185776,0.000197535,15211.04785,7.541543007,24.49701309,90.48577118,293.9227295,105,070600061002
13,F070600061002_69,4158.500453,374474.2598,92.49514008,5364.718262,32587.07813,104.5195084,1071.324951,32.37329865,1849.902832,92.49514008,0.010460198,2460.809082,762.8508301,0.004178408,65.85663605,131713.2656,48.73390961,0.000186015,37951.79688,7.032460213,49.74995804,110.0818329,778.7554321,105,070600061002
14,F070600061002_111,5032.988134,150859.752,37.26235962,2161.216797,6924.091797,42.1064682,431.5913086,13.04182625,745.2471924,37.26235962,0.004213969,924.4533691,286.5805359,0.001569705,142.7911072,285582.2188,105.6654205,0.00040332,9085.308594,7.541394234,31.70246124,20.45339775,85.98184967,105,070600061002
15,F070600061002_112,5193.304996,193047.5769,47.6827507,2765.599609,7616.842773,53.88150787,552.2854614,16.68896294,953.6550293,47.6827507,0.005392402,1182.95813,366.7170105,0.002008641,35.19190598,70383.8125,26.04201126,9.94012E-05,10382.44238,7.541509151,28.31186485,106.1976166,398.6805115,105,070600061002
16,F070600061002_113,7005.787163,193005.9057,47.67245865,2765.002686,9324.732422,53.86987686,552.1662598,16.68535995,953.4491577,47.67245865,0.005391239,1182.704224,366.6383057,0.00200821,195.9420624,391884.125,144.9971313,0.000553448,12089.73535,7.541499615,32.97455597,19.06936073,83.37913513,105,070600061002
17,F070600061002_121,3255.691874,438007.9143,108.1879578,6274.901367,14813.09473,122.2523956,1253.087036,37.86578369,2163.759277,108.1879578,0.012234886,2684.021729,832.0467529,0.004557419,409.5447083,819089.4375,303.0630798,0.001156779,21087.99609,7.541524887,25.34472466,20.70493507,69.58286285,105,070600061002
18,F070600061002_166,1545.154702,136360.8757,33.68113708,1953.505981,3403.81543,38.05968475,390.1117554,11.78839779,673.6227417,33.68113708,0.003808972,880.2025146,272.862793,0.001494568,161.868454,323736.9063,119.7826538,0.000457205,5357.321289,7.159297943,19.63375473,16.30875587,44.72535324,105,070600061002
19,F070600061002_167,2048.305098,254624.7705,62.89231873,3647.754395,7381.04248,71.06832123,728.4503174,22.01231194,1257.846436,62.89231873,0.00711244,1735.524048,538.0124512,0.002946888,233.5816803,467163.375,172.8504486,0.000659763,11028.79688,6.780055523,20.49914742,21.10352898,63.80542755,105,070600061002
20,F070600061002_170,5827.945778,167640.8897,41.40729904,2401.623291,8405.933594,46.79024887,479.6000366,14.49255466,828.1459961,41.40729904,0.004682717,1027.268677,318.4532776,0.001744283,73.3637619,146727.5156,54.28918457,0.00020722,10807.55664,7.541524887,33.93765259,44.23760223,199.0738373,105,070600061002
21,F070600061002_171,1427.720577,47122.77939,11.6393261,675.0809326,1328.047607,13.15243816,134.8124847,4.073764324,232.7865295,11.6393261,0.001316282,288.7629395,89.51651001,0.000490314,10.40503502,20810.07031,7.699726105,2.93895E-05,2003.12854,7.541412354,22.37719727,87.67596436,260.1558228,105,070600061002
22,F070600061002_172,5351.348911,137087.4451,33.86059952,1963.914795,3311.566895,38.26247787,392.1903992,11.85120964,677.2119751,33.86059952,0.003829267,840.0411377,260.4127502,0.001426374,145.3346405,290669.2813,107.5476303,0.000410505,5275.481445,7.541546345,20.25815392,18.26088333,49.05251312,105,070600061002
23,F070600061002_182,6975.00756,260596.1311,64.36724091,3733.300049,8183.651855,72.73498535,745.5335693,22.52853394,1287.344849,64.36724091,0.007279238,1596.87207,495.0303345,0.002711459,57.94763565,115895.2656,42.88124847,0.000163676,11916.95215,7.541558266,24.07317543,87.06136322,277.9059143,105,070600061002
24,F070801010301_23,2594.435645,225672.2305,55.74103928,3232.980225,16899.57031,62.98737335,645.6206055,19.50936317,1114.820801,55.74103928,0.006303708,1382.860718,428.6868286,0.002348072,69.37347412,138746.9375,51.33637238,0.000195949,20132.55078,7.541589737,46.96330643,62.9764061,392.169342,108c,070801010301
25,F070801010301_29,4524.735927,250079.476,61.76963043,3582.638672,18324.58008,69.79968262,715.4467773,21.61937141,1235.392578,61.76963043,0.006985476,1532.434448,475.0546875,0.002602045,39.87624741,79752.49219,29.50842285,0.000112632,21907.21875,7.541528702,46.11515045,121.4107132,742.4056396,108c,070801010301
26,F070801010301_37,1145.061036,58645.74919,14.48550034,840.1589966,2833.363281,16.3686161,167.7783203,5.069925308,289.710022,14.48550034,0.001638153,359.415863,111.4189148,0.000610281,,,,,3673.522217,7.540542126,32.97036362,,,108c,070801010301
27,F070801010301_41,8201.895666,254105.0135,62.7639389,3640.30835,14118.12109,70.92324829,726.9633179,21.96737862,1255.278809,62.7639389,0.007097921,1557.095825,482.699707,0.00264392,139.6190186,279238.0625,103.3180771,0.000394361,17758.42969,7.541559219,36.78981018,35.23399353,171.8811493,108c,070801010301
28,F070801010301_42,3762.243667,120306.9724,29.71582222,1723.5177,6974.898926,33.57888031,344.1835327,10.40053749,594.3164673,29.71582222,0.003360538,737.2237549,228.5393677,0.001251792,61.11933136,122238.6641,45.22830582,0.000172635,8698.416992,7.541447639,38.06091309,38.10705948,192.3224182,108c,070801010301
29,F070801010301_48,3987.219068,135241.4739,33.40464401,1937.46936,8711.932617,37.7472496,386.9093018,11.6916256,668.0928955,33.40464401,0.003777703,828.7313843,256.9067383,0.001407171,57.23885727,114477.7188,42.3567543,0.000161674,10649.40234,7.541528225,41.45240402,45.74168777,251.4215851,108c,070801010301
30,F070801010301_50,7636.42828,263487.9788,65.08152771,3774.728516,13578.61035,73.54212952,753.8068237,22.77853394,1301.630615,65.08152771,0.007360016,1614.580811,500.52005,0.002741528,164.4781494,328956.3125,121.713829,0.000464576,17353.33984,7.541613102,34.67061996,31.01314354,142.5749207,108c,070801010301
31,F070801010301_51,4602.026573,163819.4219,40.46339798,2346.877197,8706.106445,45.72364044,468.6673279,14.16218948,809.2679443,40.46339798,0.004575972,1003.827759,311.186615,0.001704481,79.84552002,159691.0469,59.08568573,0.000225528,11052.9834,7.541703701,35.51882553,39.71989441,187.0670166,108c,070801010301
32,F070801010301_52,4403.021676,147765.4121,36.49805832,2116.887451,7971.905273,41.24280548,422.7387695,12.7743206,729.9611816,36.49805832,0.004127535,905.4576416,280.691864,0.00153745,88.52594757,177051.9063,65.50920105,0.000250046,10088.79297,7.541677475,35.94259262,32.31435394,154.0057373,108c,070801010301
33,F070801010301_56,2216.940091,124817.8035,30.82999802,1788.139893,7236.416992,34.83789825,357.0884705,10.79049969,616.5999756,30.82999802,0.003486539,764.8287354,237.0969086,0.001298665,38.48204422,76964.08594,28.47671318,0.000108694,9024.556641,7.541810036,38.0627327,62.79305649,316.9100647,108c,070801010301
34,F070801010301_69,2878.920884,271763.9244,67.12568665,3893.289795,17506.38086,75.85202789,777.4832764,23.49398994,1342.513672,67.12568665,0.007591188,1665.313965,516.2473145,0.002827672,102.8785553,205757.1094,76.13013458,0.000290585,21399.66992,7.541520596,41.45236206,51.13993073,281.0932922,108c,070801010301
35,F070801010301_75,3268.529046,206514.1555,51.00899506,2958.521729,13635.72461,57.64016342,590.8116455,17.85314751,1020.179932,51.00899506,0.005768565,1333.038574,413.2419434,0.002263475,81.21240997,162424.8125,60.09718323,0.000229388,16594.24609,7.159296989,40.15625,49.22895813,276.1235352,108c,070801010301
36,F070801010301_78,1176.330838,63276.36046,15.62926102,906.4971313,3158.985596,17.66106415,181.0259094,5.470241547,312.5852051,15.62926102,0.0017675,387.7199097,120.1931686,0.000658341,33.42315674,66846.3125,24.73313522,9.44053E-05,4065.482666,7.542002201,33.82457352,36.65111923,164.3739319,108c,070801010301
37,F070801010301_87,2390.994213,315298.4309,77.87871552,4516.965332,24372.91992,88.00294495,902.0302124,27.25755119,1557.574341,77.87871552,0.008807239,2319.401367,719.0144043,0.003938301,27.70661926,55413.23828,20.50289917,7.82587E-05,28889.88477,6.282162666,40.17984009,220.308609,1409.063354,108c,070801010301
38,F070801010301_88,1396.280894,118147.6296,29.1824646,1692.583008,8847.540039,32.97618484,338.0058899,10.21386242,583.649292,29.1824646,0.003300221,862.3567505,267.3305969,0.001464266,20.67459106,41349.18359,15.2991972,5.83964E-05,10540.12305,6.331422806,39.4272995,110.6321487,688.9331055,108c,070801010301
39,F070801010301_95,3079.384581,357740.1306,88.36180878,5124.984863,24485.05664,99.84884644,1023.450684,30.92663383,1767.236206,88.36180878,0.009992763,2192.138428,679.5629272,0.00372221,69.51464081,139029.2813,51.44083405,0.000196347,29610.04102,7.541589737,43.57218552,99.62873077,575.6135254,108c,070801010301
40,F070801010301_97,5022.4262,226393.1833,55.91911697,3243.308838,16953.56055,63.18860245,647.6831665,19.57169151,1118.382324,55.91911697,0.006323847,1387.296265,430.0618286,0.002355603,63.34941101,126698.8203,46.87856293,0.000178933,20196.86914,7.54149437,46.96271133,69.18533325,430.8338013,108c,070801010301
41,F070801010301_100,6131.180358,230298.6419,56.88376617,3299.258545,14649.84277,64.27865601,658.8562012,19.90931892,1137.675293,56.88376617,0.006432938,1411.233398,437.4823608,0.002396248,84.19882965,168397.6563,62.30713272,0.000237824,17949.10156,7.541466236,41.02817154,52.95153809,288.074585,108c,070801010301
42,F070801010301_102,963.9285999,57625.84495,14.23358345,825.5478516,3619.316162,16.08395004,164.8604889,4.981754303,284.6716614,14.23358345,0.001609664,353.1343689,109.4716568,0.000599616,24.70708847,49414.17969,18.28324509,6.97864E-05,4444.864258,7.541201591,40.60287857,45.15324402,243.1113434,108c,070801010301
43,F070801010301_104,4076.951395,331308.0164,81.83307648,4746.318359,22675.94531,92.47137451,947.831604,28.64157677,1636.661499,81.83307648,0.009254434,2030.182129,629.3564453,0.003447212,106.3982697,212796.5469,78.73471832,0.000300527,27422.26367,7.54154253,43.57191086,60.28240585,348.2868042,108c,070801010301
44,F070801010301_105,1074.169112,46853.97354,11.57293129,671.2300415,3433.227295,13.07741261,134.0434723,4.050526142,231.4586182,11.57293129,0.001308773,287.1275635,89.00954437,0.000487537,17.35534477,34710.6875,12.84295559,4.9021E-05,4104.45752,7.541101933,46.11255646,52.26445389,319.5882263,108c,070801010301
45,F070801010301_108,4877.319168,144391.961,35.664814,2068.559326,7208.571289,40.30123901,413.0877075,12.48268509,713.2962646,35.664814,0.004033304,1053.90686,326.7111206,0.001789514,17.95593071,35911.85938,13.2873888,5.07174E-05,9277.130859,6.33146286,28.39551544,155.6783905,698.1906738,108c,070801010301
46,F070801010301_109,3120.395341,112466.8802,27.77931976,1611.200562,6701.483398,31.39063072,321.7539673,9.722762108,555.5864258,27.77931976,0.00314154,820.9047852,254.480484,0.001393881,13.56626034,27132.51953,10.03903294,3.83186E-05,8312.683594,6.331332684,32.66530991,160.4936066,828.0363159,108c,070801010301
47,F070801010301_110,5149.389567,136821.9526,33.79502106,1960.111206,7050.992188,38.18837357,391.4308167,11.82825756,675.9003906,33.79502106,0.003821851,998.649353,309.5812988,0.001695688,15.07379436,30147.58789,11.15460777,4.25767E-05,9011.103516,6.331490993,29.10738945,175.7221069,807.836853,108c,070801010301
48,F070801010301_112,7189.771819,274494.0002,67.80001831,3932.401123,19008.41406,76.6140213,785.2937012,23.73000717,1356.000366,67.80001831,0.007667447,1771.832886,549.2681885,0.003008539,136.563797,273127.5938,101.0572128,0.000385731,22940.81445,7.159346104,41.7661438,38.91262054,227.0081787,108c,070801010301
49,F070801010301_114,7383.620302,266576.1069,65.84429932,3818.969238,16742.89063,74.40406036,762.6416016,23.04550552,1316.885986,65.84429932,0.007446277,1633.535278,506.3959351,0.002773713,31.28458023,62569.16016,23.15058899,8.83648E-05,20561.85938,7.541469097,40.6043129,164.9620819,888.1786499,108c,070801010301
50,F070801010301_116,1599.095542,103840.2967,25.64855385,1487.616089,5434.928223,28.98286629,297.0743713,8.976993561,512.9710693,25.64855385,0.002900574,682.3890381,211.5406036,0.001158684,13.40753078,26815.0625,9.921572685,3.78702E-05,6922.544434,7.032295704,32.72442245,149.9375305,697.7265015,108c,070801010301
51,F070801010301_134,1836.410575,175423.4175,43.32958221,2513.115723,9322.793945,48.96242905,501.8648987,15.16535378,866.5916748,43.32958221,0.004900106,1074.934692,333.2297668,0.001825219,21.89873695,43797.47266,16.20506477,6.1854E-05,11835.91016,7.54169035,35.5187645,155.0821228,730.3833618,108c,070801010301
52,F070801010301_136,11017.92575,382235.5732,94.41218567,5475.906738,21237.07813,106.6857681,1093.529175,33.04426575,1888.243652,94.41218567,0.010676995,2342.273438,726.1047363,0.003977137,45.62373352,91247.46875,33.76156235,0.000128866,26712.98438,7.541483402,36.78943634,162.1935272,791.2247925,108c,070801010301
53,F070801010301_147,4798.973982,127093.2395,31.39203072,1820.737793,6344.957031,35.47299576,363.5982056,10.98721123,627.8406372,31.39203072,0.003550099,835.1689453,258.9023743,0.001418101,67.86048889,135720.9844,50.21676254,0.000191675,8165.694824,7.032526493,31.53966713,36.25756836,162.6089478,108c,070801010301
54,F070801010301_148,5159.963449,292862.3905,72.33701324,4195.546875,16507.30469,81.74082184,837.8434448,25.31795502,1446.740234,72.33701324,0.008180533,1794.596802,556.3250122,0.003047192,150.0075531,300015.125,111.0055923,0.000423704,20702.85156,7.541539192,37.21359253,37.79581451,186.5027771,108c,070801010301
55,F070801010301_152,1011.24608,51576.42036,12.73937607,738.8837891,3530.080811,14.39549541,147.553833,4.458781719,254.7875214,12.73937607,0.001440685,316.0354919,97.97100067,0.000536622,22.98503494,45970.07031,17.00892639,6.49223E-05,4268.964844,7.541862011,43.57376099,43.44094086,250.9837952,108c,070801010301
56,F070801010301_155,2054.259989,223754.9505,55.26747131,3205.513428,12792.20898,62.4522438,640.135498,19.34361458,1105.349365,55.26747131,0.006250152,1371.101563,425.0414734,0.002328105,121.9412231,243882.4531,90.2365036,0.000344429,15997.72266,7.541648388,37.63802719,35.52346802,177.2865906,108c,070801010301
57,F070801010301_156,4111.63303,107929.5491,26.65859795,1546.19873,6257.306152,30.12421608,308.7732239,9.330509186,533.171936,26.65859795,0.003014799,661.3754272,205.0263824,0.001123003,48.05579376,96111.58594,35.56128693,0.000135736,7803.504883,7.541462421,38.06097794,43.4798317,219.4382019,108c,070801010301
58,F070801010301_160,1362.557769,46031.27541,11.36972523,659.4440918,1853.265381,12.84778976,131.6898499,3.979403734,227.3945007,11.36972523,0.001285793,282.0784302,87.44431305,0.000478964,34.35531998,68710.64063,25.42293739,9.70383E-05,2512.709473,7.541303158,28.73496819,25.93894196,98.83631897,108c,070801010301
59,F070801010301_168,1639.151782,101824.9653,25.15076637,1458.744507,6805.29541,28.42036629,291.3087463,8.802768707,503.0153198,25.15076637,0.002844279,623.9472046,193.4236298,0.001059451,60.025177,120050.3516,44.41863251,0.000169544,8264.040039,7.541707993,42.72507858,32.84082413,186.0489502,108c,070801010301
60,F070801010301_169,3031.164405,98200.18173,24.25544548,1406.815796,6483.965332,27.40865326,280.9386902,8.489405632,485.1089172,24.25544548,0.002743028,601.7363892,186.5382843,0.001021737,55.80853653,111617.0703,41.29831696,0.000157634,7890.78125,7.541699886,42.30113602,34.06472397,191.0678711,108c,070801010301
61,F070801010301_179,3496.703159,104873.3037,25.9037056,1502.414917,5573.441895,29.27118683,300.0296631,9.066296577,518.0740967,25.9037056,0.002929428,642.6033325,199.2070313,0.001091129,14.72614765,29452.29492,10.89734936,4.15947E-05,7075.856934,7.541977406,35.5201149,137.869751,649.3190918,108c,070801010301
62,F070801010301_188,3005.859406,228506.4669,56.44109726,3273.58374,14167.84375,63.77843857,653.7290039,19.75438309,1128.821899,56.44109726,0.006382877,1680.929688,521.0881958,0.002854188,90.6612854,181322.5781,67.08934784,0.000256077,17441.42773,6.282206535,33.47116089,48.79438782,259.9731445,108c,070801010301
63,F070801010301_192,1302.774101,98953.79588,24.44158745,1417.612061,7250.840332,27.61899376,283.094696,8.554555893,488.8317566,24.44158745,0.002764079,606.3907471,187.9811249,0.00102964,38.20095062,76401.89844,28.26870346,0.0001079,8668.452148,7.541246891,46.11341858,50.14775848,306.6448364,108c,070801010301
64,F070801010301_193,3886.642962,92619.09685,22.87691689,1326.861206,4623.882813,25.85091591,264.9718933,8.006920815,457.5383301,22.87691689,0.002587131,676.0342407,209.5706177,0.001147894,39.89573669,79791.47656,29.52284431,0.000112687,5950.744141,6.331332207,28.39493561,44.94354248,201.5640564,108c,070801010301
65,F070801010301_194,4374.923354,151283.4741,37.36701965,2167.287109,8039.887207,42.22473145,432.8034973,13.07845688,747.3403931,37.36701965,0.004225805,1104.223022,342.3091431,0.00187495,55.47178268,110943.5625,41.04911804,0.000156683,10207.17383,6.331373692,29.81858444,52.79740906,248.6575623,108c,070801010301
66,F070801010301_197,2432.937297,171458.0486,42.35013962,2456.308105,9526.243164,47.85565948,490.5205078,14.82254887,847.0028076,42.35013962,0.004789342,1050.663452,325.705658,0.001784007,19.95600319,39912.00391,14.7674427,5.63667E-05,11982.55078,7.541496754,36.78950882,166.3326721,811.416748,108c,070801010301
67,F070801010301_200,1859.29497,140946.7336,34.81384277,2019.202881,7944.52002,39.33964157,403.2313232,12.18484497,696.2768555,34.81384277,0.003937068,863.6867065,267.7428894,0.001466524,63.5735054,127147.0156,47.04439545,0.000179566,9963.722656,7.541574478,37.21377182,42.92121887,211.7940369,108c,070801010301
68,F070801010301_201,3688.724456,372255.4544,91.94709778,5332.931641,22481.06445,103.9002228,1064.977295,32.18148422,1838.941895,91.94709778,0.01039822,2281.111572,707.1445923,0.003873285,93.31698608,186633.9844,69.05457306,0.000263578,27813.99609,7.541501045,39.33282852,77.2277832,402.7828369,108c,070801010301
69,F070801010301_209,3348.753923,125120.2296,30.90469742,1792.472412,9369.685547,34.92230988,357.9536743,10.81664371,618.0939331,30.90469742,0.003494987,766.7276001,237.6855621,0.001301889,29.62541389,59250.82813,21.92280579,8.36784E-05,11162.1582,7.541359901,46.96186829,81.76290894,509.1573792,108c,070801010301
70,F070801010301_216,3442.242028,111093.8507,27.44018173,1591.530518,6888.03418,31.00740623,317.8259277,9.604063988,548.8036499,27.44018173,0.003103187,680.746521,211.0314178,0.001155895,12.79726124,25594.52344,9.469973564,3.61465E-05,8479.564453,7.541675568,40.18152618,168.0607147,895.4158325,108c,070801010301
71,F070801010301_217,3672.999706,94543.27612,23.35219002,1354.427002,5405.098145,26.38797379,270.4767456,8.173266411,467.0437927,23.35219002,0.00264088,579.3417969,179.5959625,0.000983712,11.06511593,22130.23242,8.188185692,3.1254E-05,6759.525391,7.541522503,37.63740158,165.4123383,825.5217285,108c,070801010301
72,F070801010301_228,1348.121559,82736.02512,20.43579865,1185.276367,4996.552246,23.092453,236.6976471,7.152529716,408.7159729,20.43579865,0.002311067,507.0050354,157.1715546,0.000860885,9.217457771,18434.91602,6.82091856,2.60352E-05,6181.828613,7.54129076,39.33172607,173.7707825,906.3044434,108c,070801010301
73,F070801010301_229,4385.925922,598145.3222,147.7418976,8569.030273,36604.52734,166.948349,1711.220581,51.70966339,2954.837891,147.7418976,0.016708009,4076.946289,1263.853394,0.006922579,291.1524963,582305,215.4528503,0.000822374,45173.55859,6.780082703,35.74272156,39.77218246,209.6679535,108c,070801010301
74,F070801010301_231,1546.573224,98658.05844,24.36853981,1413.375366,6514.198242,27.53644943,282.2485962,8.528988838,487.3707886,24.36853981,0.002755818,604.5719604,187.4173126,0.001026552,14.06217384,28124.34766,10.40600872,3.97193E-05,7927.57373,7.541327477,42.29904556,135.822998,761.8265381,108c,070801010301
75,F070801010301_232,4022.848424,153669.1598,37.95628357,2201.464355,8909.099609,42.89060211,439.6286621,13.28469944,759.1256714,37.95628357,0.004292444,941.6395874,291.9082642,0.001598887,53.82666016,107653.3203,39.83172989,0.000152036,11110.56445,7.541630745,38.06183624,55.26911163,278.9375305,108c,070801010301
76,F070801010301_235,2713.508396,319593.5102,78.93959808,4578.496582,16727.30078,89.20174408,914.3178711,27.62885857,1578.791992,78.93959808,0.008927213,1958.394531,607.1022949,0.003325318,41.15221024,82304.41406,30.45263481,0.000116236,21305.79688,7.541556835,35.09424591,150.3481293,699.637207,108c,070801010301
77,F070801010301_246,2908.222618,116770.1932,28.84223747,1672.849731,7522.055176,32.59172821,334.0652161,10.09478283,576.8447266,28.84223747,0.003261745,715.5325317,221.8150787,0.001214961,52.38906479,104778.1328,38.76790619,0.000147975,9194.905273,7.541641235,41.453022,43.15037537,237.1782837,108c,070801010301
78,F070801010301_248,6830.709227,181897.5911,44.92870331,2605.864746,12010.34082,50.76943588,520.3867188,15.72504616,898.5740967,44.92870331,0.00508095,1114.609863,345.5290527,0.001892587,23.21365738,46427.31641,17.17810631,6.55681E-05,14616.20508,7.541666031,42.30094528,151.6968536,850.8624268,108c,070801010301
79,F070801010301_253,1374.380558,87733.85537,21.67026138,1256.875122,5580.959961,24.48739624,250.9958191,7.584591389,433.4052124,21.67026138,0.002450672,537.6223145,166.6629181,0.000912873,18.13727951,36274.55859,13.42158699,5.12296E-05,6837.834961,7.54142046,41.02793121,93.6457901,509.4654541,108c,070801010301
80,F070801010301_259,2935.474773,92599.31084,22.87203026,1326.577759,6486.965332,25.84539413,264.9152832,8.005210876,457.4406128,22.87203026,0.002586579,567.43927,175.9061737,0.000963501,47.98641968,95972.83594,35.50994873,0.00013554,7813.542969,7.541393757,44.4188118,37.35791779,220.0381317,108c,070801010301
81,F070801010301_260,12245.79178,534115.1736,131.9264526,7651.734375,34406.41797,149.076889,1528.038086,46.17425919,2638.529053,131.9264526,0.014919452,3898.479248,1208.528564,0.006619546,189.2156219,378431.25,140.0195618,0.000534449,42058.15234,6.331446648,34.80112457,54.64760971,300.3734131,108c,070801010301
82,F070801010301_265,10579.74095,390969.7131,96.56951904,5601.032227,22981.61328,109.123558,1118.516479,33.79933167,1931.390381,96.56951904,0.010920966,2395.762695,742.6864624,0.004067961,199.697403,399394.7813,147.7760773,0.000564055,28582.64453,7.541584015,38.48548126,37.90215683,193.4186249,108c,070801010301
83,F070801010301_266,1545.80487,123910.3172,30.60584831,1775.13916,6784.70459,34.58460999,354.4922485,10.71204662,612.1169434,30.60584831,0.00346119,759.2974854,235.3822174,0.001289273,91.54676819,183093.5469,67.74460602,0.000258578,8559.84375,7.541517735,36.36571884,26.20340157,126.3546143,108c,070801010301
84,F070801010301_267,3495.84886,90575.16861,22.3720665,1297.579834,4959.439941,25.28043556,259.1244507,7.830223083,447.4413452,22.3720665,0.002530038,555.027832,172.0586243,0.000942427,44.32618713,88652.375,32.80138016,0.000125201,6257.019531,7.541498184,36.36562729,39.55869675,190.7547607,108c,070801010301
85,F070801010301_268,1426.048842,129368.328,31.95397758,1853.330688,7708.578125,36.10799408,370.1069336,11.18389225,639.0795288,31.95397758,0.003613649,792.7272339,245.7454376,0.001346036,61.42937088,122858.7422,45.45773315,0.00017351,9561.90918,7.541668892,38.90981293,40.77041626,210.3472443,108c,070801010301
86,F070801010301_283,1077.87607,67298.76083,16.6227932,964.1220093,4606.176758,18.78375626,192.5335083,5.817977428,332.4558716,16.6227932,0.001879858,412.4125366,127.8478851,0.000700269,20.37544632,40750.89063,15.07783031,5.75514E-05,5570.298828,7.541164875,43.56973648,63.94301987,369.4363708,108c,070801010301
87,F070801010301_285,1023.417428,51124.25281,12.62769032,732.4060669,3252.135254,14.26928997,146.2602234,4.419691563,252.5538025,12.62769032,0.001428055,313.275177,97.11530304,0.000531935,18.1791687,36358.33594,13.45258522,5.13479E-05,3984.54126,7.541613579,41.02897263,54.44351959,296.1914978,108c,070801010301
