OBJECTID,SiteID,MAX_BuffAreaAc,Shape_Length,Shape_Area,opAcres,DirectCost,TotalCost,meanPIdx,OpportunityCost,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12,FBndID
11,871,5.693407536,1434.933325,35812.33002,8.845645905,25236.62695,26764.97656,53,1528.350586,19.24371719,29.44288635,0,0,185.1408935,0.020937429,156.4996735,11.79778622,3418,1778,0.009738745,374.3621297,748724,280.7716025,0.001071693,14.19382858,15.05341721,89.88311768,95.32650757,105,070600060901,
12,892,3.904891729,1194.651255,23837.86617,5.887952805,16798.33008,18276.32422,77,1477.994019,13.19853401,20.1937561,0,0,151.3278699,0.017113543,134.6429509,10.70376091,3131,1628,0.008917141,325.301115,650602,243.9758306,0.000931245,10.31838417,11.22624302,68.85243225,74.91038513,105,070801030405,
13,961,8.549021721,1558.201884,50527.76035,12.48035717,35606.46094,38942.71094,82,3336.248779,28.89569283,44.21041107,0,0,281.8715642,0.03187662,138.9333847,10.53671835,5740,2983,0.016338964,250.1240671,500249,187.5930504,0.000716035,11.93646049,13.0548811,189.8069305,207.5914307,105,070801030405,
14,964,6.340964794,1169.909898,35399.87162,8.743768692,24945.97266,27254.85156,81,2308.879639,21.43246078,32.79166412,0,0,161.2125654,0.018231395,134.4529604,12.06495244,4104,2134,0.011688685,49.20708275,98414,36.90531224,0.000140866,11.68977165,12.77172089,675.9453125,738.5075684,104,070801030403,
15,995,3.165307283,962.5387955,21544.18004,5.321412563,15181.99023,16552.4668,79,1370.476563,10.69873905,16.36907005,0,0,201.8911493,0.022831702,143.2591476,11.50146552,4329,2251,0.012329536,229.3493854,458698,172.0120405,0.000656563,6.744553566,7.353383541,88.26120758,96.22853851,105,070801030405,
16,1082,3.216822147,1464.423344,23335.93622,5.763976097,16444.62305,17666.00977,65,1221.386475,10.872859,16.63547516,0,0,217.9305472,0.024645584,131.0012951,8.894522764,4078,2123,0.011628434,197.9250214,395850,148.443767,0.000566604,7.745936394,8.321248055,110.7801514,119.0080948,105,070801030601,
17,1107,3.840711832,989.7951125,21024.75801,5.193115234,14815.95801,16271.89941,86,1455.941772,12.98160553,19.86185646,0,0,203.5066156,0.023014393,132.2143947,11.8886201,4975,2587,0.014169929,369.4257327,738853,277.0692979,0.001057562,5.727080822,6.289872169,53.47383499,58.72862625,104,070801030405,
18,1116,6.020910263,1229.527361,38118.58667,9.415290833,26861.82422,29440.10742,84,2578.283203,20.35067749,31.13653564,0,0,284.5853136,0.032183516,131.6088191,11.84373822,6880,3578,0.019597992,473.4063202,946814,355.0547384,0.001355229,7.507496834,8.228090286,75.65544128,82.91709137,104,070801030405,
19,1120,5.317327499,1610.889925,34985.37436,8.641387939,24653.87891,26654.01367,71,2000.13562,17.9725666,27.4980278,0,0,309.1916677,0.034966228,142.332695,12.69832945,3510,1824,0.009990704,254.2420669,508483,190.68155,0.000727823,13.51638126,14.61294651,129.2934723,139.7828674,104,070801030401,
20,1137,13.17850685,1823.423349,67026.73877,16.55560493,47233.14063,51928.64063,87,4695.500488,44.54335403,68.15132904,0,0,388.1334252,0.043893685,138.5934906,12.3861618,10081,5244,0.028723273,183.8645725,367730,137.898428,0.000526352,9.007082939,9.902486801,342.5212402,376.5716553,104,070801030202,
21,1156,9.839065552,1296.375752,58402.12451,14.42532444,41155.44922,45340.8125,89,4185.36377,33.25604248,50.88174438,0,0,242.1716406,0.027386989,132.2138694,11.88858277,6036,3139,0.017193432,134.371003,268742,100.778255,0.000384666,13.11100674,14.44434929,408.3762817,449.9067078,104,070801030202,
22,1172,1.943847299,850.8099584,12677.9347,3.131449938,8934.026367,9801.750977,85,867.7247314,6.570203781,10.05241203,0,0,165.5907803,0.018726523,138.2246437,12.36180329,4128,2147,0.011759891,103.9221517,207843,77.94161172,0.0002975,4.161167145,4.565324306,114.6246033,125.7576141,104,070801030405,
23,1215,7.527739048,1774.025835,49943.82073,12.33612347,35194.96094,38412.55469,80,3217.593994,25.44375801,38.92895126,0,0,703.5781924,0.079567071,137.5424721,12.32482897,17480,9091,0.049794676,1136.942984,2273885,852.70723,0.003254747,3.871407032,4.225338936,41.27437973,45.04776382,104,070801030401,
24,1247,2.523933411,670.7935047,14814.0698,3.65907526,10439.3418,11441.34277,84,1002.001221,8.530895233,13.05226994,0,0,162.8806079,0.018420032,138.0835215,12.3453118,4283,2227,0.01219808,70.35295916,140707,52.76471834,0.000201401,4.687625408,5.13755846,197.8470154,216.8369904,104,070801030202,
25,1260,11.11246395,2492.481235,76559.89212,18.91029358,53951.06641,57464.97656,57,3513.910645,37.56012726,57.46699524,0,0,549.3318907,0.062123486,137.2983314,9.530794313,10531,5478,0.030004976,426.449111,852898,319.8368301,0.001220804,9.848679543,10.49013805,168.6830902,179.6696625,105,070801030601,
26,1267,14.9389658,1809.570342,84837.40004,20.9548378,59784.15234,65659.04688,86,5874.898438,50.49370575,77.25537109,0,0,322.9430523,0.036521361,133.429585,11.97866917,8115,4222,0.023125412,88.5698719,177141,66.42740345,0.000253551,14.16014957,15.55164528,899.9923096,988.4331665,104,070801030405,
27,1312,10.55043793,1248.557279,58077.12425,14.34504986,40926.42578,45088.5,89,4162.072754,35.6604805,54.56053543,0,0,191.4069893,0.021646057,134.3986842,12.0690163,4820,2507,0.01373174,103.3200152,206640,77.49001235,0.000295776,16.32486153,17.98504257,528.151001,581.8620605,104,070801030405,
28,1324,7.576083183,1660.057855,45612.73717,11.26634598,32142.88477,34970.96094,77,2828.078125,25.60716057,39.17895508,0,0,332.4363079,0.037594945,140.1370697,12.5277003,8659,4501,0.024653595,218.3931141,436786,163.7948332,0.000625198,7.14127636,7.769598007,196.2386932,213.5046692,104,070801030401,
29,1337,34.18698502,4212.946905,193092.1598,47.69376373,136070.3125,146643.0625,68,10572.75391,115.5520096,176.7945709,0,0,2278.612091,0.257686342,136.6553955,12.03053495,57860,30092,0.164824704,1054.363347,2108727,790.7725123,0.003018345,4.521810055,4.873157501,172.0726318,185.4427948,104,070801030202,
30,1376,10.38791943,2100.442684,67250.52451,16.6108799,47390.83984,51018.98828,67,3628.148438,35.11116791,53.72008514,0,0,463.6683259,0.052435864,134.7778998,11.00599054,11398,5926,0.032458833,458.3231745,916647,343.742382,0.00131205,7.997104168,8.60934639,137.8673096,148.4221649,104,070801030202,
31,1407,6.035864353,2126.920076,47107.09946,11.63545322,33195.94922,36268.40625,81,3072.457764,20.40122223,31.21386909,0,0,316.5051839,0.035793307,142.0521179,10.77822294,6869,3571,0.019559651,387.2312908,774464,290.4234633,0.001108534,9.295981407,10.15637207,114.3018875,124.8811188,104,070801030601,
32,1430,18.98306656,1932.924485,100450.1696,24.81119156,70786.32813,77742.39063,86,6956.06543,64.1627655,98.16902924,0,0,499.8079071,0.05652286,134.0694453,12.03270745,12479,6488,0.035537109,272.3562948,544712,204.2672221,0.000779679,10.91034603,11.98248959,346.5378723,380.5916138,104,070801030202,
33,1462,6.127296925,1022.012946,33324.36171,8.231117249,23483.37695,25898.38672,90,2415.009766,20.71026421,31.68670464,0,0,170.7960932,0.019315188,136.1001404,12.1896307,4398,2287,0.012526721,62.12429166,124248,46.59321785,0.000177844,10.26820183,11.32417393,504.0084839,555.840271,104,070801030401,
34,1470,7.711611748,1287.806918,42923.5305,10.60211182,30247.82422,33220.23047,86,2972.407959,26.06524849,39.87982941,0,0,268.7122169,0.030388441,135.945239,12.18706721,6785,3530,0.019335079,117.9759938,235951,88.48199664,0.000337732,8.568788528,9.410830498,341.8528748,375.4461975,104,070801030401,
35,1485,6.252950191,1212.111954,33168.53444,8.192627907,23373.56836,25643.74609,85,2270.177246,21.13497162,32.33650589,0,0,148.9987585,0.016850145,138.6501846,12.39495214,3633,1891,0.010357687,50.55788818,101115,37.91841721,0.000144733,12.36042786,13.56094456,616.4172974,676.2873535,104,070801030202,
36,1520,34.05105209,3500.010312,174179.6043,43.02236176,122742.7969,134243.5313,82,11500.7373,115.0925598,176.0916138,0,0,887.4797708,0.100364347,138.8075042,12.40872196,22641,11774,0.064490431,353.0368941,706074,264.7776686,0.001010645,10.42490196,11.40169239,463.5693054,507.0047302,104,070801030401,
37,1525,5.702222347,958.1630436,32959.33842,8.140956879,23226.15039,25349.3125,80,2123.161621,19.27351189,29.48847389,0,0,251.4046304,0.02843114,135.722546,12.16309071,6099,3172,0.017374185,577.4558258,1154911,433.0918655,0.001653093,7.322241783,7.991586685,53.62869263,58.53102875,104,070801030601,
38,1542,15.84673309,2171.314651,95685.44842,23.63430595,67428.67188,73900.6875,84,6472.018555,53.56195831,81.94979858,0,0,566.0436507,0.064013405,138.2604475,12.38210291,13139,6833,0.037426798,538.4738164,1076947,403.8553641,0.001541499,9.868091583,10.81526279,166.9624329,182.9880066,104,070801030405,
39,1548,9.928789139,2036.565624,60860.9891,15.0326643,42888.19141,47053.74219,85,4165.55127,33.5593071,51.34574127,0,0,438.2533692,0.049561708,148.7721585,13.24953036,11389,5923,0.032442401,557.2126002,1114425,417.9094537,0.001595143,7.240957737,7.944241524,102.6255569,112.5931473,104,070801030601,
40,1583,2.930925846,794.241736,15860.37899,3.917513609,11176.66602,12045.10059,68,868.4343872,9.906529427,15.15699005,0,0,166.12607,0.018787059,140.0669128,12.49947929,3788,1970,0.010790398,48.15255547,96305,36.11441708,0.000137847,5.673434734,6.114264488,309.4793396,333.5260925,104,070801030202,
41,1627,36.09437943,2731.243322,188095.8901,46.45968628,132549.4844,146029.2969,89,13479.81348,121.9990005,186.6584778,0,0,598.6088294,0.067696173,135.7225901,12.17500827,15220,7915,0.043353301,157.1457057,314293,117.8592776,0.000449864,16.74661827,18.44968987,1124.641968,1239.014038,104,070801030202,
42,1788,5.220064163,924.6608397,30136.81523,7.443793297,21237.14258,23324.08398,86,2086.941895,17.64381599,26.99503899,0,0,161.9619982,0.018316147,134.4003815,12.05061378,3777,1964,0.010757534,200.6663366,401333,150.4997521,0.000574451,10.81320858,11.87580681,141.1108093,154.9775543,104,070801030401,
43,1828,13.8457737,2372.114986,82538.36464,20.38697624,58164.04297,61752.96484,54,3588.92334,46.79871368,71.60203552,0,0,595.3114745,0.067323278,141.3593477,12.60565758,14313,7444,0.040773465,263.6158525,527230,197.7118892,0.000754658,7.813546658,8.295669556,294.1858521,312.3381348,104,070801030405,
44,1879,7.817008018,1404.561207,41914.58048,10.35290146,29536.82813,32473.11719,87,2936.289795,26.42148781,40.42487717,0,0,266.8004495,0.03017224,133.1253376,11.95612395,6717,3493,0.019132417,231.7371259,463475,173.8028466,0.000663398,8.45600605,9.296627045,169.9444427,186.8388062,104,070801030406,
45,1895,5.509480476,1059.733904,31586.21031,7.801794052,22258.51758,24496.69531,88,2238.178711,18.62204361,28.49172592,0,0,156.2787441,0.017673433,142.1722172,12.6761476,4003,2081,0.011398385,107.0389366,214079,80.27920198,0.000306422,10.69606781,11.77159786,277.2638245,305.1437378,104,070801030403,
46,1919,15.99126816,1749.861542,84451.06658,20.85941315,59511.90625,65428.05469,87,5916.146973,54.05048752,82.69724274,0,0,387.4374242,0.043814975,139.2164288,12.43133628,9806,5099,0.027929056,325.0942316,650187,243.8206749,0.000930653,11.67128944,12.83154678,244.0806427,268.3449707,104,070801030401,
47,1928,10.72625828,1436.466868,58887.85049,14.54529953,41497.73828,45765.32813,90,4267.59082,36.25475311,55.46977234,0,0,264.0933547,0.029866097,133.8333664,12.01214027,6253,3252,0.017812373,139.5391016,279079,104.6543288,0.000399461,12.76068211,14.07297897,396.5219421,437.2998962,104,070801030202,
48,1945,11.71753788,1624.318201,63120.94304,15.59087276,44480.76172,49055.125,90,4574.362305,39.60527802,60.59607697,0,0,256.2310001,0.02897695,134.30513,12.04592005,6449,3352,0.018360109,130.7061119,261412,98.02958322,0.000374175,13.26991653,14.63458347,453.7483521,500.411438,108c,070801030202,
49,1977,18.052145,1807.92486,110332.496,27.25212669,77750.32031,84768.83594,79,7018.512695,61.01625061,93.35486603,0,0,558.0022305,0.063104007,140.2410243,12.51167158,14451,7515,0.041162357,626.5935402,1253189,469.9451511,0.001793761,10.34601688,11.2799511,165.4455261,180.3802795,104,070801030403,
50,2009,11.85756874,1320.094729,63023.13203,15.56671333,44411.83203,47913.41016,69,3501.576416,40.07858276,61.32023239,0,0,229.4491676,0.025948215,136.7802231,12.2557291,5676,2952,0.016169165,100.0351395,200070,75.02635589,0.000286372,15.04465866,16.23082924,591.9497681,638.6210327,104,070801030601,
51,2098,18.57230377,2097.429152,101466.0503,25.06211472,71502.21094,78201.8125,82,6699.604492,62.77438736,96.04481506,0,0,498.1033975,0.056330098,137.7999207,12.34201578,12477,6488,0.035537109,188.4892004,376977,141.3669003,0.000539591,11.02068615,12.0532999,505.791748,553.1833496,104,070801030601,
52,2100,10.77532101,1774.287223,62876.41039,15.53047371,44308.44141,48763.82422,88,4455.382324,36.42058563,55.72349548,0,0,341.3174903,0.03859931,132.8893255,11.94100046,8274,4303,0.023569078,155.6957395,311391,116.771805,0.000445713,10.29710484,11.33251762,379.4447021,417.5993042,108c,070801030202,
53,2222,12.13383198,2153.855774,88204.48585,21.78650856,62156.91016,68051.90625,83,5894.993652,41.01235199,62.74889755,0,0,162.0690711,0.018328256,134.2455008,12.0432291,4044,2103,0.011518887,147.8619695,295724,110.8964787,0.000423287,29.55630493,32.35944366,560.494873,613.6525269,108c,070801030406,
54,2232,9.193098068,1336.862251,59559.48275,14.71119213,41971.03125,45567.91797,75,3596.886475,31.07267189,47.54118729,0,0,279.7828279,0.031640407,144.3173923,12.84985256,7165,3727,0.020414119,375.9243264,751848,281.943244,0.001076165,11.26134491,12.22643375,148.8634033,161.6208954,104,070801030406,
55,2235,8.603321075,1369.872489,45884.46199,11.33346176,32334.36719,35622.65625,89,3288.290527,29.07922554,44.49121475,0,0,183.9641755,0.020804355,131.0007233,11.79867859,4438,2308,0.012641746,111.475195,222951,83.60639822,0.000319122,14.00969124,15.43442631,386.7451172,426.0757141,108c,070802060301,
56,2246,27.7173996,3234.084798,150789.0405,37.24489212,106259.6797,116458.8203,84,10199.1416,93.68481445,143.3377686,0,0,1133.580051,0.128195623,133.2910473,11.97256283,27249,14170,0.077614185,754.8187452,1509637,566.1140676,0.002160833,7.49891901,8.218688965,187.700119,205.7161713,108c,070801030406,
57,2278,6.372920036,1311.30151,40140.41507,9.914682388,28286.58789,31001.625,84,2715.036621,21.54047012,32.95692062,0,0,272.6517801,0.030833962,142.9113401,12.7757287,7283,3788,0.020748238,317.9132488,635827,238.4349424,0.000910096,7.467420101,8.184166908,118.634407,130.0213165,108c,070802060301,
58,2335,12.79646111,1501.127327,69329.99452,17.1245079,48856.22266,51814.99609,53,2958.772461,43.25203705,66.1756134,0,0,221.5830424,0.025058642,144.3877735,12.88048244,5815,3023,0.016558058,45.06238598,90125,33.79678911,0.000129001,16.16150284,17.14025688,1445.587646,1533.133667,104,070801030404,
59,2336,8.692169189,1181.596593,44497.0885,10.99078083,31356.69727,33255.68359,53,1898.987061,29.37953186,44.95068359,0,0,188.9510148,0.021368313,133.54883,12.00140882,4716,2452,0.013430486,89.60330248,179208,67.20247781,0.000256509,12.78821278,13.56267643,466.6003113,494.8580017,104,070801030602,
60,2397,5.914209366,1059.471803,31984.24136,7.900107384,22539.00586,23878.23242,52,1339.226196,19.99002838,30.5847435,0,0,184.1846685,0.020829291,138.2859475,12.3665296,4004,2082,0.011403863,58.01832071,116036,43.51374142,0.00016609,10.82565117,11.4688921,517.9744263,548.7515259,104,070801030602,
61,2400,6.614554882,1172.691844,37051.65541,9.151759148,26109.96875,28496.74805,80,2386.778809,22.3571949,34.20650864,0,0,251.003537,0.028385781,141.5961624,11.58404726,5693,2961,0.016218462,265.4269042,530854,199.0701745,0.000759842,8.817955971,9.624028206,131.1596222,143.1492615,104,070801030406,
62,2490,3.870684147,1255.709622,22131.90792,5.466581345,15596.15625,16950.55664,76,1354.400146,13.08291245,20.01685524,0,0,162.1600205,0.018338542,141.2709541,12.58778369,3984,2071,0.011343612,271.0154676,542031,203.2616044,0.000775841,7.530736923,8.184720993,76.72947693,83.39281464,108c,070801030406,
63,2501,5.36690712,866.8495883,32080.65073,7.923920631,22606.94531,24802.66406,85,2195.718506,18.14014626,27.75442314,0,0,149.9892713,0.016962162,145.0858808,12.90598461,4130,2147,0.011759891,179.4182583,358837,134.563693,0.000513624,10.52955055,11.55224228,168.0018158,184.3191376,104,070801030406,
64,2536,6.368912697,1187.283466,34573.37536,8.53962326,24363.54492,26757.71289,86,2394.168701,21.52692413,32.93619537,0,0,152.9081481,0.017292255,135.5349426,10.63125329,3384,1760,0.009640153,309.1471579,618295,231.8603734,0.000885001,13.84292316,15.20324612,105.0785217,115.4044266,108c,070801030406,
65,2549,18.11257553,2247.786892,95093.07413,23.48798943,67011.23438,72983.75781,78,5972.525879,61.22050476,93.66737366,0,0,364.7954662,0.041254415,134.3055471,12.04595645,9169,4768,0.02611605,279.8285675,559658,209.8714247,0.00080107,14.05436993,15.30699635,319.2966003,347.7546082,108c,070802060301,
66,2570,1.765014768,921.9144892,11047.54254,2.728743076,7785.104004,8496.759766,80,711.6561279,5.965749741,9.127596855,0,0,149.4781103,0.016904355,138.8627586,12.4411341,3683,1916,0.010494621,47.44717719,94894,35.58538349,0.000135828,4.063206673,4.434634686,218.772522,238.7710571,104,070801030404,
67,2629,5.453337669,816.9239349,31879.60944,7.874263763,22465.27539,24621.56445,84,2156.28833,18.43228149,28.20139122,0,0,175.8469701,0.019886387,143.3045676,12.7801624,4849,2520,0.013802946,193.0031707,386006,144.752376,0.000552514,8.914792061,9.770462036,155.1979675,170.0943756,104,070801030406,
68,2676,4.910779476,1522.414962,31700.36826,7.829990864,22338.96484,24278.92383,76,1939.958374,16.59843445,25.39560509,0,0,231.4593349,0.026175543,143.1426828,12.72643934,5763,2998,0.016421124,547.0603704,1094121,410.2952826,0.00156608,7.451289177,8.098373413,54.44606781,59.17427063,108c,070801030406,
69,2680,3.302532434,971.4486057,21753.3558,5.373078823,15329.39355,16713.17578,79,1383.782715,11.16255951,17.07871628,0,0,176.8866202,0.02000396,140.0663208,12.49943352,4635,2410,0.013200437,216.0705938,432140,162.0529432,0.000618549,6.360743999,6.93492794,94.5949707,103.1340485,108c,070802060602,
70,2686,4.126859665,982.4411994,26399.62357,6.52070713,18603.57813,20325.43555,81,1721.85791,13.94878578,21.34164238,0,0,145.1899973,0.016419416,137.3755188,12.28740454,3759,1954,0.010702761,271.3857566,542770,203.5393137,0.000776901,9.520766258,10.40196323,91.40041351,99.86000061,108c,070802060602,
71,2698,6.425935268,1366.897382,43737.49228,10.80316067,30821.41797,33533.22656,77,2711.809326,21.71966171,33.23108292,0,0,287.7359794,0.032539822,139.8163367,12.46804057,7076,3679,0.020151206,564.0909467,1128182,423.0682202,0.001614833,8.377661705,9.114767075,72.85211945,79.26198578,108c,070802060301,
72,2725,4.555336952,862.1578311,30292.33873,7.482207775,21346.73828,23078.57031,71,1731.831787,15.39703846,23.55746841,0,0,158.3674,0.017909637,133.477972,11.98403811,3917,2038,0.011162859,75.82981909,151661,56.87236348,0.000217079,10.47435665,11.3241272,375.3446655,405.7958679,104,070801030602,
73,2755,13.1842289,3287.56845,102731.1028,25.37458229,72393.67969,79673.14063,88,7279.459961,44.56269455,68.18092346,0,0,712.5191761,0.0805782,138.8577069,10.95921725,15438,8028,0.043972242,915.6228312,1831245,686.717135,0.00262117,9.017647743,9.924407005,105.4199371,116.0203171,108c,070802060301,
74,2780,3.761915445,1096.056938,25483.66869,6.294466019,17958.11133,19332.94922,67,1374.83728,12.71527386,19.45436859,0,0,227.9112426,0.025774292,145.8745689,12.94986486,6161,3205,0.017554937,633.7550487,1267511,475.3162961,0.001814262,5.603154659,6.032121658,37.78139114,40.67386246,108c,070801030406,
75,2818,7.288174152,1421.680815,48826.70111,12.06019497,34407.73438,37867.5625,88,3459.828613,24.63402939,37.69006348,0,0,249.5015848,0.028215926,133.4279327,10.63314132,6130,3189,0.0174673,236.2847025,472568,177.213523,0.000676416,10.78950596,11.87443161,194.1597595,213.6832581,108c,070802060602,
76,2844,3.441472292,906.3747136,19239.09558,4.752056599,13557.61719,14734.98633,76,1177.369507,11.6321764,17.79722977,0,0,216.469052,0.024480305,137.0447167,12.27342796,5622,2924,0.016015799,103.9318061,207863,77.94885325,0.000297527,4.636668205,5.039325237,173.929657,189.0340424,104,070801030602,
77,2929,4.857765198,1043.84778,30163.78182,7.450454235,21256.14648,22859.18555,66,1603.039673,16.41924667,25.12144661,0,0,149.538254,0.016911156,139.9052102,11.09450464,2930,1524,0.008347496,120.292376,240585,90.21928191,0.000344363,13.94760227,14.99946594,235.6053619,253.3736115,108c,070801030406,
78,2938,4.60598278,1000.027391,26490.47782,6.543148041,18667.60156,20502.03906,86,1834.437012,15.56822205,23.81937981,0,0,178.7441031,0.020214022,130.999176,11.79856944,4236,2203,0.012066623,118.1895511,236379,88.64216292,0.000338343,8.473718643,9.306418419,210.5950623,231.289917,108c,070802060602,
79,2944,5.119454384,1493.64088,34006.58462,8.399626732,23964.13477,26236.90625,83,2272.770752,17.30375671,26.47474861,0,0,215.8631353,0.024411782,131.0001945,11.7986412,4981,2590,0.014186361,327.887207,655774,245.9154005,0.000938649,9.252561569,10.13007927,97.44869232,106.6907806,108c,070802060302,
80,2952,11.53702545,2163.166941,70395.78465,17.38775826,49607.27344,54482.10547,86,4874.832031,38.99514771,59.66257477,0,0,370.3391657,0.041881347,131.0004333,11.79865818,8943,4651,0.025475199,386.4947677,772989,289.8710817,0.001106426,10.66593742,11.71406269,171.1356354,187.9528809,108c,070802060602,
81,3020,13.84180355,2500.792474,79079.07707,19.53253174,55726.3125,60820.39844,80,5094.084473,46.78529739,71.58150482,0,0,320.7325568,0.036271377,138.2139282,10.6364294,5871,3055,0.016733333,196.4324752,392865,147.3243568,0.000562331,18.2410183,19.90847778,378.2559509,412.8332825,104,070801030604,
82,3047,3.11562705,1143.473031,18272.92396,4.513411999,12876.76465,13789.01563,62,912.2508545,10.53081989,16.11215401,0,0,170.6673142,0.019300624,142.3357086,4.984288295,2394,1245,0.006819313,68.44549084,136891,51.33411694,0.00019594,10.34278297,11.07551479,250.8422394,268.6130981,108c,070801030406,
83,3052,9.083272934,1790.583843,52578.59457,12.98691273,37051.66016,39888.26172,67,2836.601563,30.70146179,46.97323608,0,0,454.8710397,0.051440987,133.6152649,11.99745457,11101,5772,0.031615319,172.150944,344302,129.1132063,0.00049282,6.419206619,6.910648346,286.9703369,308.9402161,104,070801030603,
84,3053,2.317335606,700.4680225,13766.19942,3.40025115,9700.916992,10299.49707,54,598.5803223,7.832594395,11.98386955,0,0,124.2334071,0.014049452,130.9998118,11.7986145,3046,1583,0.00867066,52.25550974,104511,39.19163183,0.000149593,6.128185272,6.506315231,247.5252075,262.7983704,104,070801030603,
85,3060,5.946671009,997.6604663,31524.66952,7.786593437,22215.15039,24093.58789,74,1878.437744,20.09974861,30.75261497,0,0,154.5044878,0.017472784,149.1333656,13.28496814,2703,1405,0.00769569,125.5907723,251182,94.19308137,0.000359531,15.81149483,17.14846039,235.8469391,255.7893524,108c,070801030406,
86,3064,3.975175619,855.2522373,26036.31149,6.430968761,18347.55469,19710.27734,65,1362.72229,13.43609333,20.55722237,0,0,174.2424574,0.019704934,147.2706866,13.06686796,4830,2512,0.013759127,594.8587331,1189717,446.1440619,0.001702913,7.303962708,7.846447945,41.12473297,44.17917633,108c,070801030406,
87,3068,9.071006775,1394.170756,45946.64964,11.34882259,32378.19141,34339.03906,53,1960.849365,30.66000366,46.9098053,0,0,153.0733585,0.017310938,132.888827,10.39940131,3666,1906,0.010439847,49.09308004,98186,36.81981045,0.00014054,16.98750877,18.01628494,879.3687744,932.6240234,104,070801030409,
