OBJECTID,SiteID,MAX_BuffAreaAc,Shape_Length,Shape_Area,opAcres,DirectCost,TotalCost,meanPIdx,OpportunityCost,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12,FBndID
18,1116,6.020910263,1229.527361,38118.58667,9.415290833,35947.58203,38525.86719,84,2578.283203,20.35067749,31.13653564,0,0,284.5853136,0.032183516,131.6088191,11.84373822,6880,3578,0.019597992,473.4063202,946814,355.0547384,0.001355229,10.04683685,10.76743031,101.2451859,108.5068359,104,070801030405,F070801030405_226
19,1120,5.317327499,1610.889925,34985.37436,8.641387939,32992.82031,34992.95703,71,2000.13562,17.9725666,27.4980278,0,0,309.1916677,0.034966228,142.332695,12.69832945,3510,1824,0.009990704,254.2420669,508483,190.68155,0.000727823,18.0881691,19.18473434,173.0257568,183.5151672,104,070801030401,F070801030401_590
20,1137,13.17850685,1823.423349,67026.73877,16.55560493,63209.30078,67904.80469,87,4695.500488,44.54335403,68.15132904,0,0,388.1334252,0.043893685,138.5934906,12.3861618,10081,5244,0.028723273,183.8645725,367730,137.898428,0.000526352,12.05364227,12.94904709,458.3757935,492.426239,104,070801030202,F070801030202_235
21,1156,9.839065552,1296.375752,58402.12451,14.42532444,55075.89063,59261.25391,89,4185.36377,33.25604248,50.88174438,0,0,242.1716406,0.027386989,132.2138694,11.88858277,6036,3139,0.017193432,134.371003,268742,100.778255,0.000384666,17.545681,18.8790226,546.5056763,588.0361328,104,070801030202,F070801030202_377
22,1172,1.943847299,850.8099584,12677.9347,3.131449938,11955.87598,12823.60059,85,867.7247314,6.570203781,10.05241203,0,0,165.5907803,0.018726523,138.2246437,12.36180329,4128,2147,0.011759891,103.9221517,207843,77.94161172,0.0002975,5.568642616,5.972799301,153.3952942,164.5282898,104,070801030405,F070801030405_331
23,1215,7.527739048,1774.025835,49943.82073,12.33612347,47099.32031,50316.91406,80,3217.593994,25.44375801,38.92895126,0,0,703.5781924,0.079567071,137.5424721,12.32482897,17480,9091,0.049794676,1136.942984,2273885,852.70723,0.003254747,5.180873394,5.534805298,55.23504257,59.00843048,104,070801030401,F070801030401_503
24,1247,2.523933411,670.7935047,14814.0698,3.65907526,13970.34961,14972.35059,84,1002.001221,8.530895233,13.05226994,0,0,162.8806079,0.018420032,138.0835215,12.3453118,4283,2227,0.01219808,70.35295916,140707,52.76471834,0.000201401,6.273169994,6.723103046,264.7668762,283.7568665,104,070801030202,F070801030202_190
25,1260,11.11246395,2492.481235,76559.89212,18.91029358,72199.5,75713.41406,57,3513.910645,37.56012726,57.46699524,0,0,549.3318907,0.062123486,137.2983314,9.530794313,10531,5478,0.030004976,426.449111,852898,319.8368301,0.001220804,13.17990112,13.82136059,225.7385406,236.7251282,105,070801030601,F070801030601_375
26,1267,14.9389658,1809.570342,84837.40004,20.9548378,80005.57031,85880.46875,86,5874.898438,50.49370575,77.25537109,0,0,322.9430523,0.036521361,133.429585,11.97866917,8115,4222,0.023125412,88.5698719,177141,66.42740345,0.000253551,18.94968414,20.3411808,1204.406128,1292.847046,104,070801030405,F070801030405_323
27,1312,10.55043793,1248.557279,58077.12425,14.34504986,54769.39844,58931.47266,89,4162.072754,35.6604805,54.56053543,0,0,191.4069893,0.021646057,134.3986842,12.0690163,4820,2507,0.01373174,103.3200152,206640,77.49001235,0.000295776,21.84658813,23.50676918,706.7930298,760.5040894,104,070801030405,F070801030405_127
28,1324,7.576083183,1660.057855,45612.73717,11.26634598,43014.91016,45842.98828,77,2828.078125,25.60716057,39.17895508,0,0,332.4363079,0.037594945,140.1370697,12.5277003,8659,4501,0.024653595,218.3931141,436786,163.7948332,0.000625198,9.556745529,10.18506718,262.614563,279.8805542,104,070801030401,F070801030401_507
29,1337,34.18698502,4212.946905,193092.1598,47.69376373,182094.7969,192667.5469,68,10572.75391,115.5520096,176.7945709,0,0,2278.612091,0.257686342,136.6553955,12.03053495,57860,30092,0.164824704,1054.363347,2108727,790.7725123,0.003018345,6.051269531,6.402616978,230.2745667,243.6447144,104,070801030202,F070801030202_269
30,1376,10.38791943,2100.442684,67250.52451,16.6108799,63420.33984,67048.48438,67,3628.148438,35.11116791,53.72008514,0,0,463.6683259,0.052435864,134.7778998,11.00599054,11398,5926,0.032458833,458.3231745,916647,343.742382,0.00131205,10.7020483,11.31429005,184.4996185,195.0544586,104,070801030202,F070801030202_214
31,1407,6.035864353,2126.920076,47107.09946,11.63545322,44424.16016,47496.61719,81,3072.457764,20.40122223,31.21386909,0,0,316.5051839,0.035793307,142.0521179,10.77822294,6869,3571,0.019559651,387.2312908,774464,290.4234633,0.001108534,12.44025803,13.30064869,152.9633942,163.5426331,104,070801030601,F070801030601_25
32,1430,18.98306656,1932.924485,100450.1696,24.81119156,94729.13281,101685.1953,86,6956.06543,64.1627655,98.16902924,0,0,499.8079071,0.05652286,134.0694453,12.03270745,12479,6488,0.035537109,272.3562948,544712,204.2672221,0.000779679,14.60066795,15.67281055,463.7510071,497.8047485,104,070801030202,F070801030202_266
33,1462,6.127296925,1022.012946,33324.36171,8.231117249,31426.40625,33841.41406,90,2415.009766,20.71026421,31.68670464,0,0,170.7960932,0.019315188,136.1001404,12.1896307,4398,2287,0.012526721,62.12429166,124248,46.59321785,0.000177844,13.74132347,14.79729557,674.4845581,726.3162842,104,070801030401,F070801030401_481
34,1470,7.711611748,1287.806918,42923.5305,10.60211182,40478.86328,43451.26953,86,2972.407959,26.06524849,39.87982941,0,0,268.7122169,0.030388441,135.945239,12.18706721,6785,3530,0.019335079,117.9759938,235951,88.48199664,0.000337732,11.46710014,12.30914116,457.4813538,491.074707,104,070801030401,F070801030401_510
35,1485,6.252950191,1212.111954,33168.53444,8.192627907,31279.45313,33549.62891,85,2270.177246,21.13497162,32.33650589,0,0,148.9987585,0.016850145,138.6501846,12.39495214,3633,1891,0.010357687,50.55788818,101115,37.91841721,0.000144733,16.54122353,17.74173927,824.9145508,884.7845459,104,070801030202,F070801030202_196
36,1520,34.05105209,3500.010312,174179.6043,43.02236176,164259.375,175760.1094,82,11500.7373,115.0925598,176.0916138,0,0,887.4797708,0.100364347,138.8075042,12.40872196,22641,11774,0.064490431,353.0368941,706074,264.7776686,0.001010645,13.95102596,14.92781639,620.3671875,663.8026123,104,070801030401,F070801030401_485
37,1525,5.702222347,958.1630436,32959.33842,8.140956879,31082.17383,33205.33594,80,2123.161621,19.27351189,29.48847389,0,0,251.4046304,0.02843114,135.722546,12.16309071,6099,3172,0.017374185,577.4558258,1154911,433.0918655,0.001653093,9.798919678,10.46826458,71.76808167,76.67042542,104,070801030601,F070801030601_390
38,1542,15.84673309,2171.314651,95685.44842,23.63430595,90235.78125,96707.79688,84,6472.018555,53.56195831,81.94979858,0,0,566.0436507,0.064013405,138.2604475,12.38210291,13139,6833,0.037426798,538.4738164,1076947,403.8553641,0.001541499,13.20588017,14.15305138,223.4358826,239.4614716,104,070801030405,F070801030405_282
39,1548,9.928789139,2036.565624,60860.9891,15.0326643,57394.71094,61560.26172,85,4165.55127,33.5593071,51.34574127,0,0,438.2533692,0.049561708,148.7721585,13.24953036,11389,5923,0.032442401,557.2126002,1114425,417.9094537,0.001595143,9.690141678,10.39342594,137.337677,147.3052673,104,070801030601,F070801030601_38
40,1583,2.930925846,794.241736,15860.37899,3.917513609,14957.06738,15825.50195,68,868.4343872,9.906529427,15.15699005,0,0,166.12607,0.018787059,140.0669128,12.49947929,3788,1970,0.010790398,48.15255547,96305,36.11441708,0.000137847,7.592420101,8.033249855,414.1578064,438.2045593,104,070801030202,F070801030202_201
41,1627,36.09437943,2731.243322,188095.8901,46.45968628,177383.0781,190862.8906,89,13479.81348,121.9990005,186.6584778,0,0,598.6088294,0.067696173,135.7225901,12.17500827,15220,7915,0.043353301,157.1457057,314293,117.8592776,0.000449864,22.41100121,24.1140728,1505.04126,1619.41333,104,070801030202,F070801030202_166
42,1788,5.220064163,924.6608397,30136.81523,7.443793297,28420.40234,30507.34375,86,2086.941895,17.64381599,26.99503899,0,0,161.9619982,0.018316147,134.4003815,12.05061378,3777,1964,0.010757534,200.6663366,401333,150.4997521,0.000574451,14.47067356,15.53327084,188.8401947,202.7069397,104,070801030401,F070801030401_519
43,1828,13.8457737,2372.114986,82538.36464,20.38697624,77837.47656,81426.39844,54,3588.92334,46.79871368,71.60203552,0,0,595.3114745,0.067323278,141.3593477,12.60565758,14313,7444,0.040773465,263.6158525,527230,197.7118892,0.000754658,10.45640469,10.93852711,393.6914368,411.8437195,104,070801030405,F070801030405_253
44,1879,7.817008018,1404.561207,41914.58048,10.35290146,39527.37891,42463.66797,87,2936.289795,26.42148781,40.42487717,0,0,266.8004495,0.03017224,133.1253376,11.95612395,6717,3493,0.019132417,231.7371259,463475,173.8028466,0.000663398,11.31616879,12.15678978,227.4265289,244.3209076,104,070801030406,F070801030406_572
45,1895,5.509480476,1059.733904,31586.21031,7.801794052,29787.25,32025.42969,88,2238.178711,18.62204361,28.49172592,0,0,156.2787441,0.017673433,142.1722172,12.6761476,4003,2081,0.011398385,107.0389366,214079,80.27920198,0.000306422,14.31391144,15.38944244,371.0456543,398.9255981,104,070801030403,F070801030403_258
46,1919,15.99126816,1749.861542,84451.06658,20.85941315,79641.24219,85557.39063,87,5916.146973,54.05048752,82.69724274,0,0,387.4374242,0.043814975,139.2164288,12.43133628,9806,5099,0.027929056,325.0942316,650187,243.8206749,0.000930653,15.61899281,16.77924919,326.6385803,350.9029236,104,070801030401,F070801030401_646
47,1928,10.72625828,1436.466868,58887.85049,14.54529953,55533.95313,59801.54297,90,4267.59082,36.25475311,55.46977234,0,0,264.0933547,0.029866097,133.8333664,12.01214027,6253,3252,0.017812373,139.5391016,279079,104.6543288,0.000399461,17.07686043,18.38915825,530.6417236,571.4196777,104,070801030202,F070801030202_180
48,1945,11.71753788,1624.318201,63120.94304,15.59087276,59525.95313,64100.31641,90,4574.362305,39.60527802,60.59607697,0,0,256.2310001,0.02897695,134.30513,12.04592005,6449,3352,0.018360109,130.7061119,261412,98.02958322,0.000374175,17.75833893,19.12300682,607.2243652,653.8874512,108,070801030202,F070801030202_243
49,1977,18.052145,1807.92486,110332.496,27.25212669,104048.6172,111067.1328,79,7018.512695,61.01625061,93.35486603,0,0,558.0022305,0.063104007,140.2410243,12.51167158,14451,7515,0.041162357,626.5935402,1253189,469.9451511,0.001793761,13.84545803,14.77939224,221.4058685,236.3406219,104,070801030403,F070801030403_128
50,2009,11.85756874,1320.094729,63023.13203,15.56671333,59433.71094,62935.28906,69,3501.576416,40.07858276,61.32023239,0,0,229.4491676,0.025948215,136.7802231,12.2557291,5676,2952,0.016169165,100.0351395,200070,75.02635589,0.000286372,20.13337135,21.31954193,792.1710815,838.8424072,104,070801030601,F070801030601_214
51,2098,18.57230377,2097.429152,101466.0503,25.06211472,95687.15625,102386.7578,82,6699.604492,62.77438736,96.04481506,0,0,498.1033975,0.056330098,137.7999207,12.34201578,12477,6488,0.035537109,188.4892004,376977,141.3669003,0.000539591,14.74832821,15.78094292,676.8710327,724.2625732,104,070801030601,F070801030601_114
52,2100,10.77532101,1774.287223,62876.41039,15.53047371,59295.34766,63750.73047,88,4455.382324,36.42058563,55.72349548,0,0,341.3174903,0.03859931,132.8893255,11.94100046,8274,4303,0.023569078,155.6957395,311391,116.771805,0.000445713,13.78000164,14.81541538,507.7882385,545.9428101,108,070801030202,F070801030202_178
53,2222,12.13383198,2153.855774,88204.48585,21.78650856,83180.89063,89075.88281,83,5894.993652,41.01235199,62.74889755,0,0,162.0690711,0.018328256,134.2455008,12.0432291,4044,2103,0.011518887,147.8619695,295724,110.8964787,0.000423287,39.55344391,42.35657883,750.0769043,803.2345581,108,070801030406,F070801030406_389
54,2232,9.193098068,1336.862251,59559.48275,14.71119213,56167.33203,59764.21875,75,3596.886475,31.07267189,47.54118729,0,0,279.7828279,0.031640407,144.3173923,12.84985256,7165,3727,0.020414119,375.9243264,751848,281.943244,0.001076165,15.07038689,16.03547668,199.2150269,211.9725189,104,070801030406,F070801030406_536
55,2235,8.603321075,1369.872489,45884.46199,11.33346176,43271.15625,46559.44531,89,3288.290527,29.07922554,44.49121475,0,0,183.9641755,0.020804355,131.0007233,11.79867859,4438,2308,0.012641746,111.475195,222951,83.60639822,0.000319122,18.74833488,20.173069,517.5579224,556.8885498,108,070802060301,F070802060301_146
56,2246,27.7173996,3234.084798,150789.0405,37.24489212,142201,152400.1406,84,10199.1416,93.68481445,143.3377686,0,0,1133.580051,0.128195623,133.2910473,11.97256283,27249,14170,0.077614185,754.8187452,1509637,566.1140676,0.002160833,10.03535652,10.755126,251.1878967,269.203949,108,070801030406,F070801030406_674
57,2278,6.372920036,1311.30151,40140.41507,9.914682388,37854.25781,40569.29297,84,2715.036621,21.54047012,32.95692062,0,0,272.6517801,0.030833962,142.9113401,12.7757287,7283,3788,0.020748238,317.9132488,635827,238.4349424,0.000910096,9.993204117,10.70995045,158.7613678,170.1482697,108,070802060301,F070802060301_125
58,2335,12.79646111,1501.127327,69329.99452,17.1245079,65381.37109,68340.14063,53,2958.772461,43.25203705,66.1756134,0,0,221.5830424,0.025058642,144.3877735,12.88048244,5815,3023,0.016558058,45.06238598,90125,33.79678911,0.000129001,21.62797546,22.60672951,1934.543823,2022.089722,104,070801030404,F070801030404_112
59,2336,8.692169189,1181.596593,44497.0885,10.99078083,41962.80078,43861.78906,53,1898.987061,29.37953186,44.95068359,0,0,188.9510148,0.021368313,133.54883,12.00140882,4716,2452,0.013430486,89.60330248,179208,67.20247781,0.000256509,17.11370277,17.88816833,624.4234009,652.6811523,104,070801030602,F070801030602_64
60,2397,5.914209366,1059.471803,31984.24136,7.900107384,30162.60938,31501.83594,52,1339.226196,19.99002838,30.5847435,0,0,184.1846685,0.020829291,138.2859475,12.3665296,4004,2082,0.011403863,58.01832071,116036,43.51374142,0.00016609,14.48732471,15.13056469,693.1743774,723.951416,104,070801030602,F070801030602_27
61,2400,6.614554882,1172.691844,37051.65541,9.151759148,34941.41797,37328.19531,80,2386.778809,22.3571949,34.20650864,0,0,251.003537,0.028385781,141.5961624,11.58404726,5693,2961,0.016218462,265.4269042,530854,199.0701745,0.000759842,11.80054665,12.60661793,175.5231171,187.5127411,104,070801030406,F070801030406_200
62,2490,3.870684147,1255.709622,22131.90792,5.466581345,20871.4082,22225.80859,76,1354.400146,13.08291245,20.01685524,0,0,162.1600205,0.018338542,141.2709541,12.58778369,3984,2071,0.011343612,271.0154676,542031,203.2616044,0.000775841,10.07793713,10.7319212,102.6824951,109.3458252,108,070801030406,F070801030406_397
63,2501,5.36690712,866.8495883,32080.65073,7.923920631,30253.5293,32449.24805,85,2195.718506,18.14014626,27.75442314,0,0,149.9892713,0.016962162,145.0858808,12.90598461,4130,2147,0.011759891,179.4182583,358837,134.563693,0.000513624,14.09107113,15.11376286,224.826828,241.1441498,104,070801030406,F070801030406_173
64,2536,6.368912697,1187.283466,34573.37536,8.53962326,32604.28125,34998.44922,86,2394.168701,21.52692413,32.93619537,0,0,152.9081481,0.017292255,135.5349426,10.63125329,3384,1760,0.009640153,309.1471579,618295,231.8603734,0.000885001,18.52515984,19.88548279,140.6203308,150.946228,108,070801030406,F070801030406_473
65,2549,18.11257553,2247.786892,95093.07413,23.48798943,89677.14063,95649.66406,78,5972.525879,61.22050476,93.66737366,0,0,364.7954662,0.041254415,134.3055471,12.04595645,9169,4768,0.02611605,279.8285675,559658,209.8714247,0.00080107,18.80812454,20.06075096,427.2956238,455.7536316,108,070802060301,F070802060301_255
66,2570,1.765014768,921.9144892,11047.54254,2.728743076,10418.34082,11129.99707,80,711.6561279,5.965749741,9.127596855,0,0,149.4781103,0.016904355,138.8627586,12.4411341,3683,1916,0.010494621,47.44717719,94894,35.58538349,0.000135828,5.437547207,5.808975697,292.7702332,312.7687683,104,070801030404,F070801030404_144
67,2629,5.453337669,816.9239349,31879.60944,7.874263763,30063.93945,32220.22852,84,2156.28833,18.43228149,28.20139122,0,0,175.8469701,0.019886387,143.3045676,12.7801624,4849,2520,0.013802946,193.0031707,386006,144.752376,0.000552514,11.93013477,12.78580475,207.6921997,222.5885925,104,070801030406,F070801030406_19
68,2676,4.910779476,1522.414962,31700.36826,7.829990864,29894.9043,31834.86328,76,1939.958374,16.59843445,25.39560509,0,0,231.4593349,0.026175543,143.1426828,12.72643934,5763,2998,0.016421124,547.0603704,1094121,410.2952826,0.00156608,9.971615791,10.61870003,72.86192322,77.59012604,108,070801030406,F070801030406_581
69,2680,3.302532434,971.4486057,21753.3558,5.373078823,20514.41406,21898.19727,79,1383.782715,11.16255951,17.07871628,0,0,176.8866202,0.02000396,140.0663208,12.49943352,4635,2410,0.013200437,216.0705938,432140,162.0529432,0.000618549,8.512205124,9.086388588,126.5908127,135.1298981,108,070802060602,F070802060602_229
70,2686,4.126859665,982.4411994,26399.62357,6.52070713,24896.06055,26617.91797,81,1721.85791,13.94878578,21.34164238,0,0,145.1899973,0.016419416,137.3755188,12.28740454,3759,1954,0.010702761,271.3857566,542770,203.5393137,0.000776901,12.74107456,13.62227154,122.3157349,130.7753143,108,070802060602,F070802060602_43
71,2698,6.425935268,1366.897382,43737.49228,10.80316067,41246.46875,43958.27734,77,2711.809326,21.71966171,33.23108292,0,0,287.7359794,0.032539822,139.8163367,12.46804057,7076,3679,0.020151206,564.0909467,1128182,423.0682202,0.001614833,11.21132565,11.94843102,97.49365997,103.9035187,108,070802060301,F070802060301_161
72,2725,4.555336952,862.1578311,30292.33873,7.482207775,28567.06836,30298.90039,71,1731.831787,15.39703846,23.55746841,0,0,158.3674,0.017909637,133.477972,11.98403811,3917,2038,0.011162859,75.82981909,151661,56.87236348,0.000217079,14.01720715,14.86697769,502.3014221,532.7526245,104,070801030602,F070801030602_38
73,2755,13.1842289,3287.56845,102731.1028,25.37458229,96880.15625,104159.6172,88,7279.459961,44.56269455,68.18092346,0,0,712.5191761,0.0805782,138.8577069,10.95921725,15438,8028,0.043972242,915.6228312,1831245,686.717135,0.00262117,12.0677824,12.97454166,141.07724,151.6776123,108,070802060301,F070802060301_88
74,2780,3.761915445,1096.056938,25483.66869,6.294466019,24032.27148,25407.10938,67,1374.83728,12.71527386,19.45436859,0,0,227.9112426,0.025774292,145.8745689,12.94986486,6161,3205,0.017554937,633.7550487,1267511,475.3162961,0.001814262,7.49836874,7.927335262,50.56058884,53.45305634,108,070801030406,F070801030406_436
75,2818,7.288174152,1421.680815,48826.70111,12.06019497,46045.82422,49505.65234,88,3459.828613,24.63402939,37.69006348,0,0,249.5015848,0.028215926,133.4279327,10.63314132,6130,3189,0.0174673,236.2847025,472568,177.213523,0.000676416,14.43895435,15.52388,259.8324585,279.355957,108,070802060602,F070802060602_228
76,2844,3.441472292,906.3747136,19239.09558,4.752056599,18143.35156,19320.7207,76,1177.369507,11.6321764,17.79722977,0,0,216.469052,0.024480305,137.0447167,12.27342796,5622,2924,0.016015799,103.9318061,207863,77.94885325,0.000297527,6.204976559,6.607633591,232.7597046,247.8640747,104,070801030602,F070801030602_100
77,2929,4.857765198,1043.84778,30163.78182,7.450454235,28445.83398,30048.87305,66,1603.039673,16.41924667,25.12144661,0,0,149.538254,0.016911156,139.9052102,11.09450464,2930,1524,0.008347496,120.292376,240585,90.21928191,0.000344363,18.66524506,19.71710777,315.2966003,333.0648804,108,070801030406,F070801030406_251
78,2938,4.60598278,1000.027391,26490.47782,6.543148041,24981.73828,26816.17578,86,1834.437012,15.56822205,23.81937981,0,0,178.7441031,0.020214022,130.999176,11.79856944,4236,2203,0.012066623,118.1895511,236379,88.64216292,0.000338343,11.33987236,12.17257214,281.8268127,302.5216675,108,070802060602,F070802060602_226
79,2944,5.119454384,1493.64088,34006.58462,8.399626732,32069.77539,34342.54688,83,2272.770752,17.30375671,26.47474861,0,0,215.8631353,0.024411782,131.0001945,11.7986412,4981,2590,0.014186361,327.887207,655774,245.9154005,0.000938649,12.38215256,13.25967026,130.40979,139.6518707,108,070802060302,F070802060302_76
80,2952,11.53702545,2163.166941,70395.78465,17.38775826,66386.46094,71261.29688,86,4874.832031,38.99514771,59.66257477,0,0,370.3391657,0.041881347,131.0004333,11.79865818,8943,4651,0.025475199,386.4947677,772989,289.8710817,0.001106426,14.27358913,15.32171535,229.0206451,245.8378906,108,070802060602,F070802060602_79
81,3020,13.84180355,2500.792474,79079.07707,19.53253174,74575.20313,79669.28906,80,5094.084473,46.78529739,71.58150482,0,0,320.7325568,0.036271377,138.2139282,10.6364294,5871,3055,0.016733333,196.4324752,392865,147.3243568,0.000562331,24.41086769,26.07832718,506.1973877,540.7747192,104,070801030604,F070801030604_92
82,3047,3.11562705,1143.473031,18272.92396,4.513411999,17232.20703,18144.45703,62,912.2508545,10.53081989,16.11215401,0,0,170.6673142,0.019300624,142.3357086,4.984288295,2394,1245,0.006819313,68.44549084,136891,51.33411694,0.00019594,13.84113026,14.57386112,335.6872253,353.4580383,108,070801030406,F070801030406_550
83,3052,9.083272934,1790.583843,52578.59457,12.98691273,49584.03125,52420.63281,67,2836.601563,30.70146179,46.97323608,0,0,454.8710397,0.051440987,133.6152649,11.99745457,11101,5772,0.031615319,172.150944,344302,129.1132063,0.00049282,8.590441704,9.08188343,384.0353088,406.005188,104,070801030603,F070801030603_545
