OBJECTID,FBndID,Shape_Length,Shape_Area,opAcres,DirectCost,OpportunityCost,Nrate,NO3conc,cropAcres,pctWScropAcres,cpNO3load,cpNO3LoadReduced,cpWSNO3LoadPct,TotalCost,ReducedCostLB,MLRA,HUC12
53,F070801010301_169,3031.164405,98200.18173,0,1406.815796,0,130.9964905,11.7983799,24.25544548,0.003189659,602,187,0.001024266,1406.815796,7.523078918,108c,070801010301
54,F070801010301_179,3496.703159,104873.3037,0,1502.414917,0,130.9903412,11.79794693,25.9037056,0.00340641,643,199,0.001089995,1502.414917,7.549823761,108c,070801010301
55,F070801010301_188,3005.859406,228506.4669,0,3273.58374,0,159.3320923,14.16378975,56.44109726,0.007422163,1681,521,0.002853704,3273.58374,6.283270359,108c,070801010301
56,F070801010301_192,1302.774101,98953.79588,0,1417.612061,0,131.0065613,11.79909039,24.44158745,0.003214138,606,188,0.001029744,1417.612061,7.540489674,108c,070801010301
57,F070801010301_193,3886.642962,92619.09685,0,1326.861206,0,158.202713,14.05389023,22.87691689,0.003008379,676,210,0.001150246,1326.861206,6.318386555,108c,070801010301
58,F070801010301_194,4374.923354,151283.4741,0,2167.287109,0,158.2017517,14.05379772,37.36701965,0.004913868,1104,342,0.001873257,2167.287109,6.337096691,108c,070801010301
59,F070801010301_197,2432.937297,171458.0486,0,2456.308105,0,131.0010376,11.79870033,42.35013962,0.005569162,1051,326,0.001785619,2456.308105,7.534687519,108c,070801010301
60,F070801010301_200,1859.29497,140946.7336,0,2019.202881,0,130.9992828,11.79857731,34.81384277,0.004578118,864,268,0.001467932,2019.202881,7.534338951,108c,070801010301
61,F070801010301_201,3688.724456,372255.4544,0,5332.931641,0,131.0009155,11.79869175,91.94709778,0.012091302,2281,707,0.003872493,5332.931641,7.543043137,108c,070801010301
62,F070801010301_209,3348.753923,125120.2296,0,1792.472412,0,131.0040283,11.79891205,30.90469742,0.004064055,767,238,0.001303612,1792.472412,7.531396866,108c,070801010301
63,F070801010301_216,3442.242028,111093.8507,0,1591.530518,0,130.9970398,11.798419,27.44018173,0.003608461,681,211,0.001155723,1591.530518,7.542798519,108c,070801010301
64,F070801010301_217,3672.999706,94543.27612,0,1354.427002,0,131.0004425,11.79865837,23.35219002,0.003070879,579,179,0.000980447,1354.427002,7.566631317,108c,070801010301
65,F070801010301_228,1348.121559,82736.02512,0,1185.276245,0,131.0055847,11.79902172,20.43579865,0.002687365,507,157,0.000859945,1185.276245,7.549530029,108c,070801010301
66,F070801010301_229,4385.925922,598145.3222,0,8569.030273,0,148.0002136,13.12371159,147.7418976,0.019428475,4077,1264,0.006923383,8569.030273,6.779295921,108c,070801010301
67,F070801010301_231,1546.573224,98658.05844,0,1413.375366,0,131.0047607,11.79896355,24.36853981,0.003204532,605,188,0.001029744,1413.375366,7.517953873,108c,070801010301
68,F070801010301_232,4022.848424,153669.1598,0,2201.464355,0,130.9980316,11.79848862,37.95628357,0.004991358,942,292,0.001599389,2201.464355,7.539261341,108c,070801010301
69,F070801010301_235,2713.508396,319593.5102,0,4578.496582,0,130.9996796,11.79860497,78.93959808,0.010380779,1958,607,0.003324757,4578.496582,7.542828083,108c,070801010301
70,F070801010301_246,2908.222618,116770.1932,0,1672.849731,0,130.997818,11.79847336,28.84223747,0.003792835,716,222,0.001215974,1672.849731,7.535359383,108c,070801010301
71,F070801010301_248,6830.709227,181897.5911,0,2605.86499,0,130.9972534,11.79843426,44.92870331,0.005908251,1115,346,0.001895166,2605.86499,7.531401634,108c,070801010301
72,F070801010301_253,1374.380558,87733.85537,0,1256.875244,0,131.0027008,11.79881763,21.67026138,0.0028497,538,167,0.000914719,1256.875244,7.526198864,108c,070801010301
73,F070801010301_259,2935.474773,92599.31084,0,1326.577759,0,131.0032959,11.7988596,22.87203026,0.003007736,567,176,0.000964015,1326.577759,7.537373543,108c,070801010301
74,F070801010301_260,12245.79178,534115.1736,0,7651.733887,0,158.2000885,14.05363655,131.9264526,0.017348699,3898,1208,0.00661665,7651.733887,6.334216595,108c,070801010301
75,F070801010301_265,10579.74095,390969.7131,0,5601.032227,0,130.9990692,11.79856205,96.56951904,0.012699164,2396,743,0.004069678,5601.032227,7.538401604,108c,070801010301
76,F070801010301_266,1545.80487,123910.3172,0,1775.13916,0,131.0005493,11.798666,30.60584831,0.004024755,759,235,0.00128718,1775.13916,7.553783894,108c,070801010301
77,F070801010301_267,3495.84886,90575.16861,0,1297.579834,0,131.0009766,11.79869652,22.3720665,0.00294199,555,172,0.000942106,1297.579834,7.544068813,108c,070801010301
78,F070801010301_268,1426.048842,129368.328,0,1853.330688,0,130.9971924,11.79842949,31.95397758,0.004202038,793,246,0.00134743,1853.330688,7.533864498,108c,070801010301
79,F070801010301_283,1077.87607,67298.76083,0,964.1220703,0,131.0083771,11.79921818,16.6227932,0.002185944,412,128,0.000701102,964.1220703,7.532203674,108c,070801010301
80,F070801010301_287,1571.989678,107700.2646,0,1542.91394,0,130.9944611,11.79823685,26.60196495,0.003498233,660,205,0.001122859,1542.91394,7.526409626,108c,070801010301
81,F070801010301_289,2386.486213,68087.76947,0,975.425415,0,131.0001526,11.79863834,16.81767845,0.002211572,417,129,0.000706579,975.425415,7.56143713,108c,070801010301
82,F070801010301_303,1381.668574,96677.30371,0,1384.999023,0,153.6607819,13.62617397,23.87929344,0.003140194,684,212,0.0011612,1384.999023,6.533014297,108c,070801010301
83,F070801010301_306,3569.383476,615920.2989,0,8823.673828,0,142.3323059,12.65259171,152.132309,0.020005826,4047,1255,0.006874086,8823.673828,7.030815601,108c,070801010301
84,F070801010301_308,2583.426013,71481.19585,0,1024.039551,0,147.9984436,13.123559,17.65585518,0.002321795,487,151,0.000827081,1024.039551,6.781718731,108c,070801010301
85,F070801010301_320,1992.505898,156502.2059,0,2242.050537,0,158.1977997,14.0534153,38.65604401,0.005083378,1142,354,0.001938985,2242.050537,6.333476067,108c,070801010301
86,F070801010301_326,1305.422178,78783.35409,0,1128.650391,0,147.9940491,13.1231823,19.45948792,0.002558977,537,166,0.000909242,1128.650391,6.799098969,108c,070801010301
87,F070801010301_329,6058.057703,147062.958,0,2106.823975,0,131.0005035,11.79866314,36.32455063,0.00477678,901,279,0.001528183,2106.823975,7.55134058,108c,070801010301
88,F070801010301_334,1270.791058,95388.01974,0,1366.528809,0,130.9952545,11.79829311,23.56084061,0.003098317,585,181,0.000991402,1366.528809,7.549882889,108c,070801010301
89,F070801010301_336,2450.32859,298147.2373,0,4271.257324,0,130.997757,11.79846954,73.6423645,0.009684178,1827,566,0.003100185,4271.257324,7.54639101,108c,070801010301
90,F070801010301_351,2260.715959,239235.8329,0,3427.29248,0,130.9990234,11.79855919,59.09125137,0.007770666,1466,454,0.002486721,3427.29248,7.549102306,108c,070801010301
91,F070801010301_357,4753.50409,142903.1101,0,2047.22998,0,131.0003052,11.79864883,35.29706955,0.004641664,876,272,0.001489842,2047.22998,7.526580811,108c,070801010301
92,F070801010301_359,2666.416096,439826.2709,0,6300.951172,0,131.0014648,11.79873085,108.6370926,0.014286083,2695,835,0.004573595,6300.951172,7.546049118,108c,070801010301
93,F070801010301_360,5597.152637,134941.4377,0,1933.171021,0,130.9987335,11.79853821,33.33053589,0.004383059,827,256,0.001402204,1933.171021,7.551449299,108c,070801010301
94,F070801010301_372,4024.909142,251046.2006,0,3596.487793,0,158.1991882,14.05354977,62.00841141,0.00815428,1832,568,0.00311114,3596.487793,6.331844807,108c,070801010301
95,F070801010301_375,1918.312114,97730.93161,0,1400.093384,0,131.0001526,11.79863834,24.13953972,0.003174417,599,186,0.001018789,1400.093384,7.527383804,108c,070801010301
96,F070801010301_389,4494.261242,182688.6321,0,2617.197266,0,130.9983826,11.79851341,45.1240921,0.005933945,1119,347,0.001900644,2617.197266,7.542355061,108c,070801010301
97,F070801010301_391,2255.609648,250615.3464,0,3590.31543,0,130.9997406,11.79860973,61.90198898,0.008140285,1536,476,0.002607223,3590.31543,7.54267931,108c,070801010301
98,F070801010301_393,2976.543785,143244.9651,0,2052.127441,0,148.0024872,13.12390709,35.38150787,0.004652768,976,303,0.00165964,2052.127441,6.772697926,108c,070801010301
99,F070801010301_394,1619.80424,161704.9462,0,2316.584961,0,147.9988556,13.12359524,39.94112015,0.00525237,1102,342,0.001873257,2316.584961,6.773640156,108c,070801010301
100,F070801010301_395,3347.409387,138881.5027,0,1989.616455,0,139.5030365,12.42876053,34.30373001,0.004511037,896,278,0.001522706,1989.616455,7.15689373,108c,070801010301
101,F070801010301_419,5806.527109,241677.4664,0,3462.271484,0,158.2011108,14.05373573,59.69433594,0.007849974,1764,547,0.002996116,3462.271484,6.329564095,108c,070801010301
102,F070801010301_424,7513.637475,373800.4008,0,5355.064453,0,130.9988861,11.7985487,92.3286972,0.012141484,2291,710,0.003888925,5355.064453,7.542344093,108c,070801010301
103,F070801010301_436,3050.019707,277859.4816,0,3980.61499,0,131.0001984,11.7986412,68.63129425,0.009025209,1703,528,0.002892046,3980.61499,7.539043427,108c,070801010301
104,F070801010301_443,5863.425953,193138.8515,0,2766.907227,0,139.5005951,12.42856979,47.70529556,0.00627338,1247,387,0.002119738,2766.907227,7.149631023,108c,070801010301
105,F070801010301_455,3578.747212,102313.3202,0,1465.740601,0,131.0013733,11.79872417,25.27139091,0.003323259,627,194,0.001062608,1465.740601,7.555364132,108c,070801010301
106,F070801010301_462,3037.27223,66410.71363,0,951.3999023,0,151.3966522,13.42123032,16.4034462,0.002157099,463,144,0.00078874,951.3999023,6.606943607,108c,070801010301
107,F070801010301_465,3190.676882,98970.09381,0,1417.845581,0,139.4985352,12.42840958,24.44561386,0.003214667,639,198,0.001084517,1417.845581,7.16083622,108c,070801010301
108,F070801010301_466,2178.56091,75526.89394,0,1081.998291,0,151.3955688,13.421134,18.65514374,0.002453204,526,163,0.00089281,1081.998291,6.638026237,108c,070801010301
109,F070801010301_468,3538.623377,345414.787,0,4948.412109,0,151.4006653,13.4215889,85.31745148,0.011219485,2408,746,0.00408611,4948.412109,6.63326025,108c,070801010301
110,F070801010301_469,3955.206084,259080.3102,0,3711.584473,0,142.3344116,12.65276051,63.992836,0.008415238,1703,528,0.002892046,3711.584473,7.02951622,108c,070801010301
111,F070801010301_476,3934.991649,382103.9696,0,5474.021484,0,130.9994659,11.79858971,94.37967682,0.012411193,2341,726,0.003976563,5474.021484,7.539974689,108c,070801010301
112,F070801010301_479,3589.547121,311158.105,0,4457.650879,0,131.0002747,11.79864693,76.85604858,0.010106787,1907,591,0.003237119,4457.650879,7.542556286,108c,070801010301
113,F070801010301_485,3672.798515,734242.4882,0,10518.75781,0,130.9992523,11.79857445,181.3578949,0.023849074,4499,1395,0.007640916,10518.75781,7.540328026,108c,070801010301
114,F070801010301_495,3676.757027,400380.5356,0,5735.851563,0,130.9993591,11.79858208,98.89398956,0.013004838,2453,760,0.004162793,5735.851563,7.547173023,108c,070801010301
115,F070801010301_496,2325.642768,290726.0011,0,4164.940918,0,130.9987488,11.79853916,71.80931854,0.009443128,1781,552,0.003023502,4164.940918,7.545182705,108c,070801010301
116,F070801010301_506,2456.58274,186531.5198,0,2672.250488,0,130.9991608,11.79856873,46.07328415,0.006058767,1143,354,0.001938985,2672.250488,7.548730373,108c,070801010301
117,F070801010301_510,5539.672948,219127.0158,0,3139.213623,0,148.0005188,13.12373734,54.12437439,0.007117508,1494,463,0.002536017,3139.213623,6.780158997,108c,070801010301
118,F070801010301_518,1449.015285,112028.6596,0,1604.922607,0,131.0003967,11.79865551,27.67107964,0.003638825,686,213,0.001166678,1604.922607,7.534847736,108c,070801010301
119,F070801010301_525,3223.612288,276682.6476,0,3963.755615,0,130.9980164,11.79848766,68.34061432,0.008986983,1695,525,0.002875614,3963.755615,7.550010681,108c,070801010301
120,F070801010301_528,6378.10917,1202412.076,0,17225.75586,0,158.199707,14.05360031,296.9957886,0.039055783,8776,2721,0.014903896,17225.75586,6.330670834,108c,070801010301
121,F070801010301_529,4840.840042,144746.7641,0,2073.64209,0,139.500946,12.42859745,35.75244904,0.004701548,934,290,0.001588434,2073.64209,7.150489807,108c,070801010301
122,F070801010301_530,9749.189159,269415.5696,0,3859.647461,0,139.4986115,12.42841625,66.54564667,0.00875094,1739,539,0.002952297,3859.647461,7.160756111,108c,070801010301
123,F070801010301_531,1069.319039,65244.20845,0,934.6885376,0,130.9848328,11.79755783,16.11532021,0.00211921,400,124,0.000679193,934.6885376,7.537810802,108c,070801010301
124,F070801010301_532,1493.248816,84036.47012,0,1203.906494,0,131.000824,11.79868603,20.7570076,0.002729605,515,160,0.000876378,1203.906494,7.524415493,108c,070801010301
125,F070801010302_10,3169.475759,242107.4737,0,3468.431641,0,158.2012634,14.05375099,59.80054474,0.00786394,1767,548,0.003001593,3468.431641,6.329254627,108c,070801010302
126,F070801010302_12,4994.6416,581384.348,0,8328.912109,0,151.3997803,13.42150974,143.6019287,0.018884057,4053,1256,0.006879563,8328.912109,6.631299496,108c,070801010302
127,F070801010302_42,10459.13167,398492.6097,0,5708.805176,0,130.9999847,11.7986269,98.42767334,0.012943516,2442,757,0.004146361,5708.805176,7.541354179,108c,070801010302
128,F070801010302_44,2392.107698,232184.6162,0,3326.276855,0,131.0016174,11.79874134,57.34960175,0.007541634,1423,441,0.002415515,3326.276855,7.542577744,108c,070801010302
129,F070801010302_46,2590.807454,144764.0151,0,2073.88916,0,130.9999695,11.79862499,35.75671005,0.004702108,887,275,0.001506274,2073.88916,7.541415215,108c,070801010302
130,F070801010302_69,1973.623036,94893.61627,0,1359.445923,0,139.5025635,12.42872334,23.43872261,0.003082258,613,190,0.001040698,1359.445923,7.154978752,108c,070801010302
131,F070801010302_83,1325.165978,91358.05057,0,1308.79541,0,130.997345,11.79843998,22.56543922,0.002967419,560,174,0.000953061,1308.79541,7.521812916,108c,070801010302
132,F070801010302_88,2118.588424,255601.4575,0,3661.746582,0,131.0020142,11.79876995,63.13356018,0.008302241,1566,485,0.002656519,3661.746582,7.549993038,108c,070801010302
133,F070801010302_108,2070.170255,95149.42497,0,1363.110718,0,130.9961853,11.79835892,23.50190735,0.003090567,583,181,0.000991402,1363.110718,7.53099823,108c,070801010302
134,F070801010302_131,1457.104935,79758.60542,0,1142.621826,0,131.0028534,11.79882908,19.7003746,0.002590655,489,152,0.000832559,1142.621826,7.517248631,108c,070801010302
135,F070801010403_11,3485.140101,626063.5954,0,8968.987305,0,148.000351,13.12372303,154.6377106,0.020335294,4267,1323,0.007246547,8968.987305,6.779279709,108c,070801010403
136,F070801010403_23,12594.84193,548294.6001,0,7854.868652,0,151.4003601,13.42156124,135.428772,0.017809264,3822,1185,0.006490671,7854.868652,6.628581047,108c,070801010403
137,F070801010403_39,2027.176705,135126.8569,0,1935.827393,0,148.0012207,13.12379837,33.37633514,0.004389082,921,286,0.001566525,1935.827393,6.768627167,108c,070801010403
138,F070801010403_41,2382.500513,342868.6297,0,4911.936035,0,139.5003357,12.42854977,84.68855286,0.011136783,2213,686,0.003757469,4911.936035,7.160256386,108c,070801010403
139,F070801010403_43,4588.221116,155668.3433,0,2230.104736,0,148.0011444,13.12379169,38.45008087,0.005056294,1061,329,0.001802051,2230.104736,6.7784338,108c,070801010403
140,F070801010403_44,2388.450322,282543.6998,0,4047.720947,0,148.0000153,13.12369442,69.78829193,0.009177357,1926,597,0.003269984,4047.720947,6.780102253,108c,070801010403
141,F070801010403_50,2199.84396,302273.5964,0,4330.371582,0,148.0010529,13.12378311,74.66157532,0.009818207,2060,639,0.003500033,4330.371582,6.776794434,108c,070801010403
142,F070801010403_170,5156.312242,206805.3268,0,2962.693115,0,130.9972076,11.79843044,51.08091736,0.006717284,1267,393,0.002152602,2962.693115,7.538659096,108c,070801010403
143,F070801010403_212,3914.414074,139196.578,0,1994.130127,0,131.0033569,11.79886436,34.38155365,0.004521271,853,264,0.001446023,1994.130127,7.553523064,108c,070801010403
144,F070801010403_233,7221.551768,270349.5382,0,3873.027588,0,147.9996338,13.12366199,66.77633667,0.008781277,1843,571,0.003127572,3873.027588,6.782885551,108c,070801010403
145,F070801010403_235,3000.38712,110477.5745,0,1582.701782,0,147.9981079,13.12353039,27.28796005,0.003588444,753,233,0.001276225,1582.701782,6.792711735,108c,070801010403
146,F070801010403_239,2080.606059,237100.4265,0,3396.700684,0,142.3351898,12.65282345,58.56380463,0.007701305,1558,483,0.002645565,3396.700684,7.032506466,108c,070801010403
147,F070801010405_23,2281.545481,243944.025,0,3494.742188,0,139.5005798,12.42856884,60.25417328,0.007923594,1575,488,0.002672951,3494.742188,7.161356926,108c,070801010405
148,F070801010405_37,2067.979278,56513.07158,0,809.6062622,0,151.3942719,13.42101765,13.95872879,0.001835612,394,122,0.000668238,809.6062622,6.636116982,108c,070801010405
149,F070801010405_38,2193.575184,134483.7302,0,1926.613892,0,130.9974213,11.7984457,33.21747971,0.004368192,824,255,0.001396727,1926.613892,7.555348396,108c,070801010405
150,F070801010405_39,1712.679395,104837.779,0,1501.906006,0,131.002243,11.79878616,25.89493179,0.003405256,642,199,0.001089995,1501.906006,7.547266483,108c,070801010405
151,F070801010405_41,3927.825152,396354.1315,0,5678.169434,0,131.0002899,11.79864788,97.89946747,0.012874056,2429,753,0.004124452,5678.169434,7.540729523,108c,070801010405
152,F070801010405_45,1556.044169,116672.3168,0,1671.447632,0,151.4004211,13.42156696,28.81806183,0.003789656,813,252,0.001380295,1671.447632,6.632728577,108c,070801010405
153,F070801010405_58,1896.994201,168716.2325,0,2417.028809,0,131.000473,11.79866123,41.67290878,0.005480105,1034,321,0.001758232,2417.028809,7.529684544,108c,070801010405
154,F070801010405_63,3216.264694,627967.0091,0,8996.255859,0,148.0006714,13.12375069,155.1078491,0.020397119,4280,1327,0.007268456,8996.255859,6.77939415,108c,070801010405
155,F070801010405_65,2706.895456,306749.7888,0,4394.497559,0,148,13.12369347,75.76719666,0.0099636,2091,648,0.003549329,4394.497559,6.781631947,108c,070801010405
156,F070801010405_66,1617.403361,163802.0236,0,2346.627686,0,148.0027008,13.12392521,40.45909882,0.005320485,1116,346,0.001895166,2346.627686,6.782160759,108c,070801010405
157,F070801010405_76,1064.342926,63260.8966,0,906.2756348,0,147.9983673,13.12355328,15.62544155,0.00205479,431,134,0.000733966,906.2756348,6.763250828,108c,070801010405
158,F070801010405_78,1553.184545,62866.01144,0,900.6184692,0,139.5066528,12.42904186,15.52790451,0.002041963,406,126,0.000690147,900.6184692,7.147765636,108c,070801010405
159,F070801010405_79,7257.82595,304441.7908,0,4361.433105,0,158.2006226,14.053689,75.19712067,0.009888633,2222,689,0.003773901,4361.433105,6.330091476,108c,070801010405
