OBJECTID,FBndID,Shape_Length,Shape_Area,opAcres,DirectCost,meanPIdx,OpportunityCost,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12
23,F070600061002_117,2217.095702,19488.54673,4.813671112,799.069397,39,612.0101318,16.27020836,24.89341927,5.198764801,15.52797127,13.4507409,0.001521133,130.9975433,11.79845428,333,303,0.00165964,37.99672427,75993,36.09688958,0.00013778,1411.07959,2.637192726,4.657028198,22.13679314,39.09144592,105,070600061002
24,F070600061002_118,3085.598931,27163.99323,6.709506512,1113.778076,55,1203.014526,22.6781311,34.69754028,7.246266842,21.64356995,24.17915374,0.0027344,131.0032806,11.79885864,600,547,0.002996116,54.64820552,109297,51.91579437,0.00019816,2316.79248,2.03615737,4.235452652,21.45355034,44.62596512,105,070600061002
25,F070600061002_120,3089.811079,27505.95401,6.793970585,1127.799072,35,775.1920166,22.96362114,35.13434219,7.337488174,21.9160347,17.01516533,0.001924231,130.9980621,11.79849052,422,384,0.002103306,63.5699234,127140,60.39142609,0.000230511,1902.991089,2.936976671,4.95570612,18.67482185,31.51094818,105,070600061002
26,F070600061002_170,4007.209472,34410.34401,8.499355316,1410.892944,49,1613.292969,28.72782135,43.9535675,9.179304123,27.41727448,29.29468804,0.003312912,131.0003967,11.79865551,727,661,0.003620535,51.90313306,103807,49.30797603,0.000188206,3024.186035,2.134482622,4.575168133,28.61388969,61.33259201,105,070600061002
27,F070600061002_172,3510.601546,30564.45192,7.549419403,1253.203613,33,812.1665649,25.51703835,39.04106903,8.153372765,24.35296631,19.50184283,0.002205447,130.9999237,11.79862213,484,441,0.002415516,83.70475668,167410,79.5195176,0.000303523,2065.370117,2.841731548,4.683379173,15.75969791,25.97312164,105,070600061002
28,F070600061002_182,6938.704432,60402.66915,14.91945934,2476.630371,33,1605.0354,50.42777252,77.15449524,16.11301613,48.12728882,38.48533964,0.004352275,130.999649,11.79860306,954,868,0.004754348,34.64703894,69294,32.91468763,0.000125634,4081.665771,2.853260756,4.702379704,75.243927,124.007431,105,070600061002
29,F070600061002_262,1992.392133,17428.79773,4.304913044,714.6155396,60,842.0410156,14.55060577,22.26242638,4.649306297,13.88681602,18.02821946,0.002038796,130.9982147,11.79850197,447,407,0.002229285,63.63160896,127263,60.45002842,0.000230735,1556.656494,1.755812168,3.824708939,11.82159138,25.75112915,105,070600061002
30,F070600061002_70,1529.190703,13194.96045,3.259155273,541.0197754,71,754.3641357,11.01594448,16.85439491,3.519887686,10.51340389,11.5099175,0.001301647,131.0001221,11.79863644,286,260,0.001424113,6.114006996,12228,5.808306694,2.21701E-05,1295.383911,2.080845356,4.982245922,93.14586639,223.022644,105,070600061002
31,F070801010301_1,5669.625071,48863.04369,12.06917191,2003.482544,80,3147.640137,40.79380035,62.41451263,13.03470612,38.93281174,38.5896337,0.00436407,130.9988251,11.79854488,958,871,0.00477078,62.35935533,124719,59.24138832,0.000226122,5151.122559,2.300209522,5.914032936,33.81896591,86.95141602,108,070801010301
32,F070801010301_100,4174.674368,36025.98559,8.898418427,1477.137451,71,2059.62793,30.07665443,46.01728058,9.610291481,28.70457649,31.92889114,0.003610812,131.0016785,11.79874611,793,722,0.003954654,47.26084991,94521,44.89780742,0.000171373,3536.765381,2.045896769,4.8985672,32.89999008,78.77367401,108,070801010301
33,F070801010301_108,2259.529451,19609.18673,4.843469143,804.0158691,51,805.2752075,16.3709259,25.04751587,5.230946541,15.62409401,16.95685135,0.001917636,158.1997223,14.05360126,501,456,0.002497676,8.537154801,17075,8.110297013,3.09567E-05,1609.291016,1.763192654,3.52914691,99.13519287,198.4256592,108,070801010301
34,F070801010301_109,2365.469188,21104.07073,5.212705612,865.3091431,71,1206.532715,17.61894417,26.95698547,5.629722118,16.81517982,16.51886165,0.001868104,158.202713,14.05389023,489,445,0.002437425,8.0671224,16134,7.663766444,2.92523E-05,2071.841797,1.944514871,4.655824184,112.9091187,270.3424988,108,070801010301
35,F070801010301_110,3762.535502,33358.84172,8.23963356,1367.779175,62,1665.394775,27.84996223,42.61044312,8.898804665,26.57946396,22.00695419,0.002488748,158.1990662,14.05353832,650,592,0.003242597,9.815893173,19632,9.325098038,3.55935E-05,3033.173828,2.310437679,5.123604298,146.6771851,325.269928,108,070801010301
36,F070801010301_112,5247.199092,45214.12967,11.1678896,1853.869629,88,3203.844238,37.74746704,57.75362396,12.0613203,36.02545166,28.23600328,0.003193186,139.4995422,12.42848873,738,671,0.003675308,56.87337565,113747,54.02970791,0.000206229,5057.713867,2.762845993,7.537576675,34.31204224,93.60987091,108,070801010301
37,F070801010301_114,4036.237878,34303.31548,8.47291851,1406.504517,74,2044.006836,28.63846397,43.81684875,9.150752068,27.33199501,24.98005849,0.002824974,131.0016327,11.79874229,620,565,0.003094708,11.8687669,23738,11.27532846,4.30374E-05,3450.51123,2.489388466,6.107099533,124.7417755,306.0231323,108,070801010301
38,F070801010301_128,2572.241877,21695.39905,5.358763695,889.5547485,88,1537.322021,18.11262131,27.71231079,5.787464619,17.28633499,15.76208992,0.001782522,159.3331604,14.16389465,469,427,0.002338833,18.90294049,37805,17.95779365,6.85441E-05,2426.876709,2.083266497,5.683551788,49.53585815,135.1433716,108,070801010301
39,F070801010301_129,3955.458506,34590.73943,8.543912888,1418.289551,55,1531.923584,28.8784256,44.18399048,9.227425575,27.56100845,24.56866542,0.00277845,159.3329773,14.16387653,732,666,0.003647921,47.96445662,95929,45.56623226,0.000173924,2950.213135,2.129563808,4.429749489,31.12589073,64.74560547,108,070801010301
40,F070801010301_135,1968.24193,16684.74679,4.121132374,684.1079712,51,685.1794434,13.92942715,21.31202316,4.45082283,13.29397583,10.44925451,0.001181697,131.0027161,11.79881954,259,235,0.001287179,4.472757697,8946,4.249119639,1.62187E-05,1369.287354,2.911097765,5.82675457,160.999939,322.2520142,108,070801010301
41,F070801010301_136,6203.518522,53568.42534,13.23140144,2196.412598,64,2760.599609,44.72213745,68.42487335,14.28991318,42.68194199,42.90591839,0.004852195,131.0013275,11.79872131,1064,968,0.005302084,20.73385192,41469,19.69715922,7.51832E-05,4957.012207,2.269021273,5.120880604,111.5091019,251.6612701,108,070801010301
42,F070801010301_148,3764.168007,32581.21483,8.047559738,1335.894897,58,1521.632813,27.20075226,41.61714935,8.691364288,25.95986938,21.92898297,0.00247993,131.0000763,11.79863262,544,496,0.00271677,45.47482705,90948,43.20108676,0.000164897,2857.527832,2.693336487,5.761144638,30.92271423,66.14481354,108,070801010301
43,F070801010301_156,2760.337633,23668.21211,5.846048355,970.4440308,74,1410.300659,19.75964355,30.23225403,6.313732147,18.85822105,18.70348549,0.002115162,131.0017853,11.79875374,464,422,0.002311446,33.71560669,67431,32.02982712,0.000122256,2380.744629,2.299630404,5.64157486,30.29813576,74.32898712,108,070801010301
44,F070801010301_169,1835.067395,15727.28305,3.884639025,644.8500977,74,937.130249,13.13008022,20.08902359,4.195410252,12.5310936,15.29915869,0.001730169,130.9964905,11.7983799,380,346,0.001895166,35.20131683,70403,33.44125128,0.000127644,1581.980347,1.863728642,4.572197437,19.28307343,47.30625534,108,070801010301
45,F070801010301_171,6758.000321,58375.32369,14.41870499,2393.505127,74,3478.368408,48.73522186,74.564888,15.57220173,46.51195145,37.85395028,0.004280872,159.3325195,14.16383171,1127,1025,0.005614294,45.6073923,91216,43.32702345,0.000165377,5871.873535,2.335126877,5.728657246,55.24277878,135.5245056,108,070801010301
46,F070801010301_179,2131.007895,18697.8832,4.618377209,766.6506348,61,918.4104614,15.61011505,23.88347626,4.987847328,14.89799118,15.36135149,0.001737202,130.9903412,11.79794693,381,347,0.001900644,8.732863665,17466,8.296220303,3.16663E-05,1685.061035,2.209367752,4.85608387,92.40962982,203.1118927,108,070801010301
47,F070801010301_193,1977.475631,17300.31482,4.273177624,709.3474731,60,835.8335571,14.4433403,22.09831047,4.615031719,13.78444386,12.57438397,0.001422027,158.202713,14.05389023,372,338,0.001851348,21.92884314,43857,20.83240175,7.95164E-05,1545.18103,2.098661184,4.571541309,34.05020142,74.1720047,108,070801010301
48,F070801010301_194,2910.918579,25566.10573,6.314827919,1048.261475,66,1358.698242,21.34411812,32.65650177,6.820014,20.37041283,21.44409209,0.002425094,158.2017517,14.05379772,634,577,0.003160436,31.83400857,63668,30.24230852,0.000115434,2406.959717,1.816744328,4.171507359,34.66208649,79.58914948,108,070801010301
49,F070801010301_199,3420.01975,29959.77879,7.400065422,1228.410889,70,1688.694946,25.01222038,38.26869583,7.992070675,23.87117958,16.31820381,0.001845412,131.0033417,11.79886341,405,369,0.002021146,8.147946134,16297,7.740548819,2.95453E-05,2917.105957,3.329026699,7.905436039,158.6981659,376.8603516,108,070801010301
50,F070801010301_206,3336.659059,29457.93055,7.276108742,1207.834106,63,1494.367188,24.59324837,37.62767029,7.858197212,23.4713192,21.25374603,0.002403568,159.3316345,14.16374493,633,576,0.003154959,30.44092751,60882,28.91888046,0.000110382,2702.201172,2.096934319,4.691321373,41.76628113,93.44072723,108,070801010301
51,F070801010301_208,3924.129757,33787.97361,8.345629692,1385.374512,71,1931.679443,28.20822906,43.15859222,9.013279915,26.92138672,32.53910965,0.003679821,159.3342285,14.1639986,969,882,0.004831031,49.46767946,98935,46.99429509,0.000179375,3317.053955,1.570719361,3.760832071,29.47963142,70.58418274,108,070801010301
52,F070801010301_209,1844.157447,15811.31951,3.905395985,648.2957153,92,1171.306274,13.20023823,20.19636536,4.217827797,12.59805202,18.73000461,0.002118161,131.0040283,11.79891205,465,424,0.0023224,17.95468598,35909,17.05695126,6.51057E-05,1819.602051,1.528999329,4.291514397,38.00771332,106.6780319,108,070801010301
53,F070801010301_216,2194.387984,19015.57458,4.696846962,779.6765747,70,1071.820313,15.87534237,24.28927422,5.072594643,15.15111923,12.45273588,0.00140827,130.9970398,11.798419,309,281,0.001539138,5.807575253,11616,5.51719647,2.10589E-05,1851.496826,2.77464962,6.588956833,141.3175354,335.5865173,108,070801010301
54,F070801010301_217,2280.279325,19789.17336,4.887925625,811.3956299,67,1067.620728,16.52118874,25.27741814,5.278959751,15.76750183,18.89305241,0.0021366,131.0004425,11.79865837,469,427,0.002338833,8.952215001,17905,8.504604444,3.24617E-05,1879.016357,1.90022397,4.400506496,95.40663147,220.9410706,108,070801010301
55,F070801010301_225,5951.520498,51814.10005,12.79808235,2124.481689,53,2211.252686,43.25751877,66.18400574,13.82192898,41.28413773,35.75681915,0.004043709,147.9995728,13.12365627,987,898,0.004918669,64.6036109,129207,61.373431,0.00023426,4335.734375,2.365792513,4.828211784,34.61565781,70.64513397,108,070801010301
56,F070801010301_232,2465.409582,21228.47657,5.243433475,870.4099731,68,1162.36438,17.72280502,27.11589241,5.662908077,16.91430092,14.5086484,0.001640771,130.9980316,11.79848862,359,326,0.001785619,20.57504201,41150,19.54628992,7.46074E-05,2032.774414,2.66996932,6.23550415,44.53070068,103.9979706,108,070801010301
57,F070801010301_246,1712.665713,14875.88237,3.674342871,609.940918,75,898.3768921,12.4192791,19.00149727,3.968290329,11.85271931,12.48098338,0.001411464,130.997818,11.79847336,310,282,0.001544615,22.67046905,45341,21.53694487,8.22056E-05,1508.317871,2.162910938,5.348644733,28.32068062,70.03397369,108,070801010301
58,F070801010301_248,3424.904368,29746.25695,7.347325325,1219.656006,82,1964.087036,24.83395958,37.99595642,7.935111523,23.7010498,16.74801885,0.001894019,130.9972534,11.79843426,417,379,0.002075919,8.653327218,17306,8.220660801,3.13779E-05,3183.743164,3.218089819,8.400377274,148.3647156,387.285553,108,070801010301
59,F070801010301_259,1694.257454,14721.81474,3.636288166,603.6238403,87,1031.324097,12.29065418,18.80470085,3.927191257,11.7299614,10.94339129,0.001237579,131.0032959,11.7988596,271,246,0.00134743,22.95966494,45920,21.81168127,8.32543E-05,1634.947998,2.453755379,6.646130085,27.67433739,74.95745087,108,070801010301
60,F070801010301_260,9456.042804,81740.69431,20.18995094,3351.531738,82,5397.177734,68.24203491,104.4103165,21.80514717,65.12887573,71.23752132,0.008056192,158.2000885,14.05363655,2106,1918,0.010505576,102.1724752,204344,97.06385044,0.000370489,8748.708984,1.747409701,4.56137085,34.52914429,90.13354492,108,070801010301
61,F070801010301_264,3394.251289,29198.31624,7.211984158,1197.189331,77,1810.352295,24.37650681,37.29605484,7.788942814,23.26446533,24.32474883,0.002750866,131.0030975,11.79884624,603,549,0.00300707,37.37207863,74744,35.50347482,0.000135515,3007.541504,2.180672646,5.478217602,33.72034073,84.71118927,108,070801010301
62,F070801010301_265,7204.328476,62993.75631,15.55945778,2582.869873,69,3499.94458,52.59096909,80.46417999,16.80421448,50.19179916,50.59028249,0.005721213,130.9990692,11.79856205,1255,1142,0.006255145,104.6163199,209232,99.38550317,0.00037935,6082.814453,2.261707306,5.3264575,25.98839569,61.20424271,108,070801010301
63,F070801010301_267,2157.048771,18674.95507,4.612713814,765.7105103,66,992.4714966,15.5909729,23.85418892,4.981730938,14.87972164,12.52451992,0.001416388,131.0009766,11.79869652,311,283,0.001550093,24.81506228,49630,23.57431006,8.99821E-05,1758.182007,2.705690861,6.212657452,32.48071671,74.58042145,108,070801010301
64,F070801010301_289,989.4643264,8521.444321,2.104796648,349.3962402,74,507.7611389,7.114212513,10.8847456,2.273180485,6.789666653,6.970752716,0.000788317,131.0001526,11.79863834,173,157,0.000859945,2.815315843,5630,2.674550116,1.02086E-05,857.1573486,2.225453854,5.459600925,130.6373901,320.4865417,108,070801010301
65,F070801010301_308,1447.210074,12182.11403,3.008982182,499.4910278,70,686.6497192,10.17035961,15.56064987,3.249700785,9.706394196,8.614386857,0.000974194,147.9984436,13.123559,238,216,0.00118311,22.79519081,45591,21.65543211,8.26579E-05,1186.140747,2.312458515,5.491392136,23.06539154,54.77335739,108,070801010301
66,F070801010301_329,3284.21268,28454.89307,7.028358459,1166.70752,70,1603.87146,23.75585175,36.34645462,7.590627193,22.67212486,20.99656534,0.002374484,131.0005035,11.79866314,521,475,0.002601746,9.965038061,19931,9.466786146,3.61343E-05,2770.579102,2.456226349,5.832798004,123.2421951,292.6631165,108,070801010301
67,F070801010301_356,2631.715151,23522.26527,5.809999466,964.4598999,90,1704.653809,19.63779831,30.04583168,6.274799347,18.74193382,19.97963911,0.002259481,130.9968109,11.79840279,495,451,0.002470289,39.87632728,79753,37.88251245,0.000144596,2669.11377,2.138492107,5.918212414,25.45923805,70.45767212,108,070801010301
68,F070801010301_357,3266.297865,28288.77569,6.987327576,1159.896362,70,1594.508179,23.61716652,36.1342659,7.546313763,22.53976631,22.73696945,0.002571305,131.0003052,11.79864883,564,514,0.002815363,50.68852683,101377,48.15410125,0.000183802,2754.404541,2.256607771,5.358763695,24.08717728,57.19979095,108,070801010301
69,F070801010301_360,2764.635077,23701.58724,5.854291916,971.812439,89,1698.564453,19.7875061,30.27488518,6.322635174,18.88481331,15.07932591,0.001705308,130.9987335,11.79853821,375,342,0.001873257,18.63978815,37280,17.70779896,6.75899E-05,2670.376953,2.841556787,7.808119774,54.88047791,150.8023071,108,070801010301
70,F070801010301_376,2610.244346,22815.61018,5.635455608,935.4856567,80,1469.726807,19.04784012,29.14319611,6.086292267,18.17888832,20.26855445,0.002292154,131.0033264,11.79886246,503,458,0.002508631,8.941707134,17883,8.494621992,3.24236E-05,2405.212402,2.04254508,5.251555443,110.1268158,283.1453247,108,070801010301
71,F070801010301_389,2594.236902,22668.61867,5.59914875,929.4586792,83,1515.0177,18.92512321,28.95543861,6.047080517,18.06176949,19.54624486,0.002210469,130.9983826,11.79851341,485,441,0.002415516,8.440081775,16881,8.018077731,3.06047E-05,2444.476318,2.107615948,5.543030262,115.9203873,304.8706055,108,070801010301
72,F070801010301_393,1891.373115,16243.3851,4.012115955,666.0112305,79,1033.280396,13.56095219,20.74825668,4.33308506,12.94230938,11.59932949,0.001311759,148.0024872,13.12390709,320,292,0.001599389,20.92786945,41855,19.88147613,7.58867E-05,1699.291626,2.280860424,5.819491863,33.49908447,85.47109985,108,070801010301
73,F070801010301_395,1856.711592,16187.94981,3.998423576,663.7383423,87,1134.032837,13.51467133,20.67744637,4.318297386,12.89814091,16.85342622,0.00190594,139.5030365,12.42876053,440,400,0.002190944,28.34399843,56688,26.92679787,0.000102778,1797.77124,1.659345865,4.494428158,24.64973259,66.76513672,108,070801010301
74,F070801010301_404,4842.400292,42699.34964,10.54673958,1750.758789,73,2509.91333,35.64797974,54.54140854,11.39047909,34.02173996,31.06119586,0.003512685,159.334137,14.16399002,925,842,0.004611937,32.587988,65176,30.95858821,0.000118168,4260.671875,2.07928586,5.060180187,56.55163574,137.6248779,108,070801010301
75,F070801010301_41,6287.680841,55296.03069,13.6581192,2267.247803,70,3116.782959,46.16444397,70.63159943,14.75076866,44.05844879,38.0172596,0.00429934,130.9996185,11.79860115,943,858,0.004699574,84.56978226,169139,80.34129333,0.000306659,5384.030762,2.642479897,6.275094032,28.22020531,67.01448822,108,070801010301
76,F070801010301_419,4026.162983,34711.34882,8.573702812,1423.234619,49,1369.563232,28.97911644,44.33804703,9.259598732,27.6571064,31.18420458,0.003526596,158.2011108,14.05373573,921,839,0.004595505,14.19303346,28386,13.48338175,5.14655E-05,2792.797852,1.696346402,3.328722,105.5547256,207.128891,108,070801010301
77,F070801010301_42,1935.898885,16658.675,4.114692688,683.0390015,77,1032.870117,13.90766144,21.27872276,4.44386816,13.27320194,14.92155159,0.001687466,131.0021057,11.79877567,370,337,0.00184587,30.6905597,61381,29.15603212,0.000111287,1715.90918,2.026821852,5.091718674,23.42702103,58.85263062,108,070801010301
78,F070801010301_421,9349.924217,82049.41824,20.26620674,3364.19043,74,4889.019531,68.49977875,104.8046646,21.88750267,65.37486267,60.14767003,0.00680205,151.4004669,13.42157078,1698,1546,0.008467998,39.98953002,79980,37.99005444,0.000145006,8253.209961,2.176061153,5.33842802,88.55450439,217.2465973,108,070801010301
79,F070801010301_424,4893.241094,42643.48334,10.53293991,1748.468018,74,2540.966553,35.60133743,54.470047,11.37557507,33.97722626,35.94463801,0.004064949,130.9988861,11.7985487,892,811,0.004442139,23.11404747,46229,21.95834523,8.38141E-05,4289.43457,2.155940771,5.289068699,79.62658691,195.344162,108,070801010301
80,F070801010301_442,2198.36487,19032.56122,4.701042652,780.3731079,77,1180.055786,15.88952446,24.31097221,5.077126026,15.16465378,13.18921614,0.001491557,139.5025177,12.42871952,345,314,0.001719891,45.55540848,91110,43.27763844,0.000165189,1960.428955,2.485264778,6.243404388,18.03178596,45.29888916,108,070801010301
81,F070801010301_443,3679.002464,31819.37357,7.85938549,1304.657959,75,1921.619629,26.56472206,40.6440239,8.488136292,25.35285568,19.98033011,0.002259559,139.5005951,12.42856979,521,474,0.002596268,66.46899152,132939,63.14554191,0.000241024,3226.277588,2.752442837,6.806492805,20.66112518,51.09272003,108,070801010301
82,F070801010301_455,1880.449972,16468.58962,4.067741871,675.2451782,77,1021.084595,13.74896717,21.03591919,4.393161297,13.12174797,12.52543736,0.001416491,131.0013733,11.79872417,311,283,0.001550093,6.538599491,13077,6.211669445,2.37097E-05,1696.329834,2.386025429,5.994098186,108.7059097,273.0875854,108,070801010301
83,F070801010301_456,3401.068615,29286.90058,7.233864307,1200.821533,81,1910.174194,24.45046043,37.40920258,7.812573433,23.33504677,22.93898323,0.00259415,131.0021515,11.79877949,569,518,0.002837272,60.26782024,120536,57.25442994,0.000218538,3110.995605,2.31818819,6.005783081,20.97342491,54.33633041,108,070801010301
84,F070801010301_458,1609.264632,13926.70089,3.439895153,571.022583,75,841.0543823,11.62684536,17.78907394,3.715086699,11.09643555,10.45456755,0.001182298,131.0046082,11.7989521,259,236,0.001292657,25.2732842,50547,24.00962055,9.16437E-05,1412.076904,2.419587135,5.983376503,23.78307343,58.81296158,108,070801010301
