FBndID,n,MLRA,HUC12,radial,IWAP,practice,opArea_ha,sumDC,sumOC,sumTC,sumDCcp,sumTCcp,sum_BioMg,DC_BioMg,DCcp_BioMg,TC_BioMg,TCcp_BioMg,sumEnergyPot,DC_MMBtu,DCcp_MMBtu,TC_MMBtu,TCcp_MMBtu,sum_patch_ha,sum_lin_ha,sum_wh_ha,sum_rye_ha,DC_pha,DC_lha,DC_wha,DCcp_pha,DCcp_lha,DCcp_wha,TC_pha,TC_lha,TC_wha,TCcp_pha,TCcp_lha,TCcp_wha,sumCO2,DC_CO2,DCcp_CO2,TC_CO2,TCcp_CO2,sumN2Ored,DC_N2Ored,DCcp_N2Ored,TC_N2Ored,TCcp_N2Ored,sumNO3red,DC_NO3red,DCcp_NO3red,TC_NO3red,TCcp_NO3red,sumSEDred,DC_SEDred,DCcp_SEDred,TC_SEDred,TCcp_SEDred
F070600060901_37,2,105,070600060901,32,,,7.021616214035712,2980.7202299,3427.0477300000002,6407.7678379,2980.7202299,6407.7679599,56.1044267816256,0.018822439697236477,0.018822439697236477,0.00875568968803535,0.00875568952133235,720.8976592900001,4.134734232367547,4.134734232367547,8.888595704709184,8.888595873942638,0,7.021616214035712,7.021616214035712,0,Inf,424.50628730487324,424.50628730487324,Inf,424.50628730487324,424.50628730487324,Inf,912.5773386889656,912.5773386889656,Inf,912.5773560638828,912.5773560638828,17.00376016,175.2977107329418,175.2977107329418,376.8441672668241,376.84417444170776,4.8582171800000005,613.5419886477779,613.5419886477779,1318.9545877609364,1318.9546128730292,762.0345599999999,3.9115289336746097,3.9115289336746097,8.408762770418182,8.408762930515909,50841.4106891102,0.05862780338898907,0.05862780338898907,0.1260344225513886,0.1260344249510073
F070600060901_38,5,105,070600060901,32,,,21.761298980092835,11641.5956571,12610.834839,16710.2229761,12468.282653600001,17536.909972600002,112.7375021749536,0.009684024896208883,0.00904194308928364,0.006746618661893248,0.006428584189067332,1386.2376098299999,8.3979799527497,8.99433298100247,12.054371384534319,12.650724412787088,0,4.738287920061054,4.738287920061054,17.02301106003178,Inf,2456.920274475426,2456.920274475426,Inf,2631.3898319288596,2631.3898319288596,Inf,3526.6373124672186,3526.6373124672186,Inf,3701.1068699206517,3701.1068699206517,24.935099604,466.8758433686985,500.0293903618449,670.1486355169565,703.3021825101029,5.381632164,2163.2090975997075,2316.8217881938467,3105.0474032546686,3258.6600938488077,1640.5427223737752,7.096185608781496,7.600096287379265,10.185789585486214,10.689700264083983,758254.4885151827,0.015353150998019972,0.016443401051295384,0.022037750160664442,0.023128000213939855
F070600060901_39,1,105,070600060901,32,,,4.3892226967873995,1876.3573,1520.391602,3396.749023,1876.3573,3396.748902,33.257467364688,0.017724485291094612,0.017724485291094612,0.009790969877225456,0.009790970226002298,427.3322449,4.390862899753999,4.390862899753999,7.948730907949324,7.948730624797277,0,4.3892226967873995,4.3892226967873995,0,Inf,427.49193413525376,427.49193413525376,Inf,427.49193413525376,427.49193413525376,Inf,773.88395569133,773.88395569133,Inf,773.8839281238064,773.8839281238064,10.629076,176.5306128209075,176.5306128209075,319.5714305740217,319.5714191901535,3.036878824,617.8571516161358,617.8571516161358,1118.5000192157815,1118.4999793722425,377.388544,4.971950870877522,4.971950870877522,9.000668083342772,9.000667762718308,116781.133892532,0.016067298179573426,0.016067298179573426,0.02908645352018814,0.029086452484061876
F070600060901_41,1,105,070600060901,32,,,8.217880319540159,4670.56543,3045.209961,4670.56543,4670.56543,4670.56543,33.160204574784004,0.007099826578124612,0.007099826578124612,0.007099826578124612,0.007099826578124612,395.9827271,11.794871620298006,11.794871620298006,11.794871620298006,11.794871620298006,0,0,0,8.217880319540159,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,6.498178005,718.7499982927907,718.7499982927907,718.7499982927907,718.7499982927907,1.015340328,4599.999922390554,4599.999922390554,4599.999922390554,4599.999922390554,74.6221615772024,62.58952208410551,62.58952208410551,62.58952208410551,62.58952208410551,9650.015476352199,0.48399564140030993,0.48399564140030993,0.48399564140030993,0.48399564140030993
F070600060901_445,1,105,070600060901,32,,,2.090915810075806,893.8496094,1044.305786,1901.988037,893.8496094,1938.1553953999999,15.843024785952,0.017724485885927378,0.017724485885927378,0.008329718419754708,0.008174279948632441,203.5703735,4.390862943521593,4.390862943521593,9.34314755285351,9.520812690359385,2.090915810075806,0,2.090915810075806,0,427.491917700691,Inf,Inf,427.491917700691,Inf,Inf,909.6435293255752,Inf,Inf,926.9409060184648,Inf,Inf,5.063425541,176.53061196659158,176.53061196659158,375.6326663834712,382.7755300648154,1.446693063,617.8571199798447,617.8571199798447,1314.7142857351216,1339.714307733568,56.7415450245136,15.753000892271038,15.753000892271038,33.52020175302416,34.15760699788266,0,Inf,Inf,Inf,Inf
F070600060901_53,2,105,070600060901,32,,,1.230987078085436,508.69644159999996,1709.4962162,2218.1926273,508.69644159999996,2218.1926578000002,11.7738731827584,0.023145184868457316,0.023145184868457316,0.005307867782920929,0.005307867709938102,151.28498458,3.3625045011059873,3.3625045011059873,14.662344934351447,14.66234513595771,0,1.230987078085436,1.230987078085436,0,Inf,413.2427144492691,413.2427144492691,Inf,413.2427144492691,413.2427144492691,Inf,1801.962560606219,1801.962560606219,Inf,1801.9625853830837,1801.9625853830837,2.980995893,170.64647515768985,170.64647515768985,744.1112658050885,744.1112760365686,0.8517131210000001,597.2626569410335,597.2626569410335,2604.3894036710512,2604.3894394812314,1065.9412,0.477227488345511,0.477227488345511,2.080970908432848,2.0809709370460587,267561.72679154295,0.0019012302233956085,0.0019012302233956085,0.008290395842108582,0.00829039595610097
F070600060901_54,2,105,070600060901,32,,,13.374074451029163,7287.0511479,4937.8836059000005,7825.801025999999,7287.0511479,7825.8009648,61.86212940902399,0.008489322793741,0.008489322793741,0.00790489423427669,0.00790489429609522,754.0594482,9.663762141426345,9.663762141426345,10.3782281949796,10.37822811381889,0,2.229289480147144,2.229289480147144,11.14478497088202,Inf,3268.7774346017277,3268.7774346017277,Inf,3268.7774346017277,3268.7774346017277,Inf,3510.446308428037,3510.446308428037,Inf,3510.446280975344,3510.446280975344,14.211104393,512.7716288882799,512.7716288882799,550.6821151672614,550.6821108607699,2.9193999760000002,2496.0783749420702,2496.0783749420702,2680.619678815808,2680.619657852597,245.7571298039216,29.651433322459475,29.651433322459475,31.843637790870396,31.843637541844053,90922.023012999,0.08014616158351624,0.08014616158351624,0.0860715673350246,0.08607156666192035
F070600060901_56,1,105,070600060901,32,,,3.372117679097168,1441.553101,950.7584229,2392.311523,1441.553101,2392.3115239,25.550787026016,0.017724485492966936,0.017724485492966936,0.010680376188622321,0.010680376184604308,328.3074646,4.390863006286943,4.390863006286943,7.286802101544419,7.286802104285751,0,3.372117679097168,3.372117679097168,0,Inf,427.4919318313806,427.4919318313806,Inf,427.4919318313806,427.4919318313806,Inf,709.4389195932522,709.4389195932522,Inf,709.4389198601467,709.4389198601467,8.166023254,176.53061424897086,176.53061424897086,292.9591857123555,292.95918582256826,2.333149433,617.857167916771,617.857167916771,1025.3571799402184,1025.3571803259633,269.88724,5.341316251186977,5.341316251186977,8.864114965198057,8.864114968532784,79668.7551990712,0.01809433444011946,0.01809433444011946,0.030028227716402053,0.03002822772769883
F070600060901_57,2,105,070600060901,32,,,6.483564871936556,5727.780151000001,2347.0840455,8074.864256999999,52820.335818,55167.4198635,39.460632161328,0.006889341266780055,7.470727239844751e-4,0.0048868477420063216,7.152887022624025e-4,507.0380249,11.296549508549495,104.17430887637556,15.92555954475516,108.80331879326079,0,2.903855813225726,2.903855813225726,0,Inf,1972.474020546268,1972.474020546268,Inf,18189.724013646854,18189.724013646854,Inf,2780.7387061791123,2780.7387061791123,Inf,18997.98867844533,18997.98867844533,12.611605167,454.16741764066046,4188.232593596545,640.272522813273,4374.337693971988,3.6033158299999997,1589.5859317444292,14658.813800953996,2240.9537875562796,15310.181639975757,1024.210736,5.592384408475875,51.571745893122525,7.883987126063477,53.86334855164026,303152.62432054494,0.018894047722125638,0.1742367757375878,0.026636300032362142,0.1819790278482549
F070600060901_58,1,105,070600060901,32,,,2.6394841752443643,1128.358154,829.2454224,1957.603516,1128.358154,1957.6035764,19.999568409408,0.01772448609380812,0.01772448609380812,0.010216352926395132,0.01021635261117926,256.9786987,4.390862587864758,4.390862587864758,7.617765697713839,7.617765932752776,0,2.6394841752443643,2.6394841752443643,0,Inf,427.491918528186,427.491918528186,Inf,427.491918528186,427.491918528186,Inf,741.6613951924013,741.6613951924013,Inf,741.6614180756603,741.6614180756603,6.391855717,176.5306045627688,176.5306045627688,306.26528549345846,306.2652949429835,1.826244473,617.8571219144766,617.8571219144766,1071.9285095407924,1071.92854261413,267.61928,4.216281255969301,4.216281255969301,7.314882231205464,7.314882456899219,78677.421517264,0.014341575158921637,0.014341575158921637,0.024881388818397507,0.024881389586089167
F070600060901_60,1,105,070600060901,32,,,3.3709756863659903,1441.064941,896.1259155,2278.881836,1441.064941,2337.1908565000003,25.542133562736,0.0177244847446025,0.0177244847446025,0.011208186909580512,0.01092856130756303,328.1962891,4.390862995287901,4.390862995287901,6.943655098140474,7.121320179789931,3.3709756863659903,0,3.3709756863659903,0,427.4919415255439,Inf,Inf,427.4919415255439,Inf,Inf,676.0303389956221,Inf,Inf,693.3277110104464,Inf,Inf,8.163257599,176.53062193903213,176.53062193903213,279.1632884743418,286.30615022932835,2.332359314,617.8571767866124,617.8571767866124,977.0715096601964,1002.0715258026493,102.40307275612079,14.072477536215976,14.072477536215976,22.254037644234536,22.823444586142095,0,Inf,Inf,Inf,Inf
F070600060901_61,2,105,070600060901,32,,,20.79093351716976,11176.89856,6479.924805000001,12420.366699,11176.89856,12420.366822,99.974537730144,0.008944747703798073,0.008944747703798073,0.008049242035518423,0.008049241955806061,1225.0715332,9.123466064716162,9.123466064716162,10.138482825208463,10.138482925610765,0,4.54000506630712,4.54000506630712,16.250928450862638,Inf,2461.8691822499195,2461.8691822499195,Inf,2461.8691822499195,2461.8691822499195,Inf,2735.760537179937,2735.760537179937,Inf,2735.7605642724175,2735.7605642724175,23.844417569999997,468.7427791929917,468.7427791929917,520.8920143483296,520.8920195067697,5.1490485669999995,2170.672584374557,2170.672584374557,2412.16732322191,2412.1673471098184,550.9995531115176,20.284768829454734,20.284768829454734,22.541518643457458,22.541518866688126,218277.68719462596,0.05120495229562418,0.05120495229562418,0.05690167812674988,0.056901678690252276
F070600060901_7,1,105,070600060901,32,,,16.463907918219,9357.12793,6366.102051,9357.12793,9357.12793,9357.12793,66.433982188896,0.007099826216536081,0.007099826216536081,0.007099826216536081,0.007099826216536081,793.3217773,11.794870880572763,11.794870880572763,11.794870880572763,11.794870880572763,0,0,0,16.463907918219,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,13.01861286,718.7499951511732,718.7499951511732,718.7499951511732,718.7499951511732,2.03415823,4600.0000353954765,4600.0000353954765,4600.0000353954765,4600.0000353954765,157.8575601875032,59.275766829828136,59.275766829828136,59.275766829828136,59.275766829828136,16985.4923881478,0.5508894129280145,0.5508894129280145,0.5508894129280145,0.5508894129280145
F070600060901_715,1,105,070600060901,32,,,5.8897208874184,3347.375,1992.706909,3347.375,3347.375,3347.375,23.765780433024,0.007099826112408678,0.007099826112408678,0.007099826112408678,0.007099826112408678,283.7991943,11.794871399323066,11.794871399323066,11.794871399323066,11.794871399323066,0,0,0,5.8897208874184,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,4.657217503,718.7499827619711,718.7499827619711,718.7499827619711,718.7499827619711,0.72769022,4599.999983509466,4599.999983509466,4599.999983509466,4599.999983509466,56.473917035547196,59.272938299870596,59.272938299870596,59.272938299870596,59.272938299870596,7720.54323650954,0.4335672889144196,0.4335672889144196,0.4335672889144196,0.4335672889144196
F070600060901_716,1,105,070600060901,32,,,2.24261613451493,958.7003174,831.0213623,1750.930298,958.7003174,1789.7216797,16.99246985688,0.01772448548151487,0.01772448548151487,0.009704823702171152,0.009494476180077531,218.3398438,4.390862889313837,4.390862889313837,8.019288955816318,8.196954108565686,2.24261613451493,0,2.24261613451493,0,427.49193794031254,Inf,Inf,427.49193794031254,Inf,Inf,780.7534562212182,Inf,Inf,798.050835430697,Inf,Inf,5.43078804,176.53060851183577,176.53060851183577,322.4081450249345,329.55100926752425,1.551653624,617.8571702933102,617.8571702933102,1128.4285815582252,1153.4286080460956,63.126010229170404,15.18708871223714,15.18708871223714,27.737065777537428,28.351572881014636,0,Inf,Inf,Inf,Inf
F070600060901_718,2,105,070600060901,32,,,20.2233289220714,10763.130859,6758.713868,12434.616211,10763.130859,12434.616211,99.97694637336,0.009288834975908563,0.009288834975908563,0.008040211670137246,0.008040211670137246,1229.5523072,8.753699046371079,8.753699046371079,10.113125027854041,10.113125027854041,0,5.18732143172888,5.18732143172888,15.036007490342518,Inf,2074.8918301391554,2074.8918301391554,Inf,2074.8918301391554,2074.8918301391554,Inf,2397.11696578935,2397.11696578935,Inf,2397.11696578935,2397.11696578935,24.451296810000002,440.18650391574056,440.18650391574056,508.5462872429137,508.5462872429137,5.4468164439999995,1976.0406780104083,1976.0406780104083,2282.914494887649,2282.914494887649,499.2892484191216,21.55690492651073,21.55690492651073,24.904634438596865,24.904634438596865,228922.426275794,0.04701649827017443,0.04701649827017443,0.05431803433718378,0.05431803433718378
F070600060901_721,1,105,070600060901,32,,,18.8206407071814,8045.671875,6822.544434,14542.66895,8045.671875,14868.216309,142.60540033152,0.017724486226517906,0.017724486226517906,0.009805999216637605,0.009591291743932888,1832.366943,4.390862815843759,4.390862815843759,7.936548411089732,8.11421334891436,18.8206407071814,0,18.8206407071814,0,427.4919223090003,Inf,Inf,427.4919223090003,Inf,Inf,772.697868062002,Inf,Inf,789.9952260034764,Inf,Inf,45.57664108,176.53060173691938,176.53060173691938,319.0816305324797,326.2244859796061,13.02189732,617.8571123151814,617.8571123151814,1116.7857181352738,1141.7857124525383,476.243416514672,16.89403274880154,16.89403274880154,30.536209941606558,31.21978339944557,146516.020594108,0.05491325687372339,0.05491325687372339,0.09925651059202203,0.10147843388532428
F070600060901_724,1,105,070600060901,32,,,9.278094686586,5273.129883,3139.116943,5273.129883,5273.129883,5273.129883,37.438303327488,0.007099825750202938,0.007099825750202938,0.007099825750202938,0.007099825750202938,447.0697021,11.794871936592367,11.794871936592367,11.794871936592367,11.794871936592367,0,0,0,9.278094686586,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,7.336528301,718.7500227159553,718.7500227159553,718.7500227159553,718.7500227159553,1.146332502,4600.0003260834,4600.0003260834,4600.0003260834,4600.0003260834,79.9707072487672,65.93826745331539,65.93826745331539,65.93826745331539,65.93826745331539,59732.6799005296,0.08827880971992431,0.08827880971992431,0.08827880971992431,0.08827880971992431
F070600060901_745,1,105,070600060901,32,,,4.14975008408306,1773.984741,1337.153931,3111.138672,1773.984741,3111.138672,31.442967001152,0.017724485602636873,0.017724485602636873,0.010106578431921469,0.010106578431921469,404.017334,4.390862945004236,4.390862945004236,7.700507899495223,7.700507899495223,0,4.14975008408306,4.14975008408306,0,Inf,427.49194651609594,427.49194651609594,Inf,427.49194651609594,427.49194651609594,Inf,749.7171176484104,749.7171176484104,Inf,749.7171176484104,749.7171176484104,10.04916191,176.5306158750108,176.5306158750108,309.59185451117884,309.59185451117884,2.871189117,617.8571555932796,617.8571555932796,1083.5714908430393,1083.5714908430393,249.022008,7.123807069293249,7.123807069293249,12.493428580818447,12.493428580818447,14631.810793735798,0.12124164028689341,0.12124164028689341,0.21262841051306838,0.21262841051306838
F070600060901_746,1,105,070600060901,32,,,0.712527017046242,304.5995483,212.3745575,516.9741211,304.5995483,516.9741058,5.398870248072,0.017724485404537287,0.017724485404537287,0.010443211812197614,0.010443212121267526,69.37122345,4.390863143988561,4.390863143988561,7.452284901283517,7.452284680730969,0,0.712527017046242,0.712527017046242,0,Inf,427.49192804324485,427.49192804324485,Inf,427.49192804324485,427.49192804324485,Inf,725.5502019321314,725.5502019321314,Inf,725.5501804592612,725.5501804592612,1.725477219,176.5306113264889,176.5306113264889,299.61225532702906,299.6122464599169,0.492993504,617.857123529157,617.857123529157,1048.6428662962667,1048.6428352613748,48.080752,6.335166061878566,6.335166061878566,10.752205396038732,10.752205077824074,7702.16562942854,0.03954726020642582,0.03954726020642582,0.06712061853418709,0.06712061654773278
F070600060901_756,1,105,070600060901,32,,,2.289553220565548,978.7655029,1198.846191,2138.008545,978.7655029,2177.6116939000003,17.348114927808,0.017724485462970434,0.017724485462970434,0.00811414667559619,0.007966578695551703,222.9096069,4.390862809870219,4.390862809870219,9.591370128606153,9.769034740960732,2.289553220565548,0,2.289553220565548,0,427.4919203049723,Inf,Inf,427.4919203049723,Inf,Inf,933.8103721702897,Inf,Inf,951.1076983666285,Inf,Inf,5.54445219,176.53060561425815,176.53060561425815,385.6122249292946,392.7550674578006,1.584129214,617.8571130751207,617.8571130751207,1349.642772890621,1374.642721474361,62.139563884800005,15.751084199987705,15.751084199987705,34.40655858099738,35.04388440731666,0,Inf,Inf,Inf,Inf
F070600060901_757,1,105,070600060901,32,,,3.7748612498328695,1613.722778,1824.532959,3372.960449,1613.722778,3438.255737,28.60240567464,0.017724485310970803,0.017724485310970803,0.008479911373736953,0.008318870922497642,367.5183411,4.39086325098783,4.39086325098783,9.177665634059426,9.355331020240067,3.7748612498328695,0,3.7748612498328695,0,427.49194505399294,Inf,Inf,427.49194505399294,Inf,Inf,893.5322984783445,Inf,Inf,910.8296992776164,Inf,Inf,9.141319275,176.5306220529093,176.5306220529093,368.97961306575195,376.1224866527813,2.611805677,617.8571370032289,617.8571370032289,1291.4285617428804,1316.42861767162,0,Inf,Inf,Inf,Inf,0,Inf,Inf,Inf,Inf
F070600060901_761,1,105,070600060901,32,,,25.63056668147588,10956.86035,13007.62988,23521.14844,10956.86035,23964.490230000003,194.20471205856,0.017724485468919936,0.017724485468919936,0.008256599908544262,0.008103853250984007,2495.377441,4.3908629492174684,4.3908629492174684,9.425888065484038,9.603553288674618,25.63056668147588,0,25.63056668147588,0,427.49192736026833,Inf,Inf,427.49192736026833,Inf,Inf,917.6991181002475,Inf,Inf,934.9965035037634,Inf,Inf,62.06776428,176.53061097176675,176.53061097176675,378.959170075652,386.1020371523523,17.73364639,617.8571574641621,617.8571574641621,1326.357136187376,1351.3571717271623,721.401254762216,15.188302318120497,15.188302318120497,32.604806665817215,33.21936311006145,35050.479280975196,0.31260229745124196,0.31260229745124196,0.6710649589538389,0.6837136245097658
