FBndID,opArea_ha,n,MLRA,HUC12,radial,IWAP,practice,sum_BioMg,sumEnergyPot,sumDC,sumOC,sumTC,sumDCcp,sumTCcp,sumCO2,sumN2Ored,sumNO3red,sumSEDred,Total_TruckTravelTime,Total_Kilometers,trk_cost,lbr_cost,trans_cost
F070600060901_54,13.374074451029163,2,105,070600060901,32,,,61.86212940902399,754.0594482,7287.0511479,4937.8836059000005,7825.801025999999,7287.0511479,7825.8009648,14.211104393,2.9193999760000002,245.7571298039216,90922.023012999,47.65718555,52.14339758,63.26861964961193,187.45159649666667,250.7202161462786
F070600060901_54,13.374074451029163,2,105,070600060901,32,,,61.86212940902399,754.0594482,7287.0511479,4937.8836059000005,7825.801025999999,7287.0511479,7825.8009648,14.211104393,2.9193999760000002,245.7571298039216,90922.023012999,47.65718555,52.14339758,63.26861964961193,187.45159649666667,250.7202161462786
F070600060901_56,3.372117679097168,1,105,070600060901,32,,,25.550787026016,328.3074646,1441.553101,950.7584229,2392.311523,1441.553101,2392.3115239,8.166023254,2.333149433,269.88724,79668.7551990712,47.30200422,51.78254179,62.83077231350687,186.05454993200001,248.88532224550687
F070600060901_57,6.483564871936556,2,105,070600060901,32,,,39.460632161328,507.0380249,5727.780151000001,2347.0840455,8074.864256999999,52820.335818,55167.4198635,12.611605167,3.6033158299999997,1024.210736,303152.62432054494,47.30281689,51.78332122,62.831718041297954,186.05774643400002,248.88946447529798
F070600060901_57,6.483564871936556,2,105,070600060901,32,,,39.460632161328,507.0380249,5727.780151000001,2347.0840455,8074.864256999999,52820.335818,55167.4198635,12.611605167,3.6033158299999997,1024.210736,303152.62432054494,47.30281689,51.78332122,62.831718041297954,186.05774643400002,248.88946447529798
F070600060901_58,2.6394841752443643,1,105,070600060901,32,,,19.999568409408,256.9786987,1128.358154,829.2454224,1957.603516,1128.358154,1957.6035764,6.391855717,1.826244473,267.61928,78677.421517264,46.97826066,51.36398458,62.322912485607,184.781158596,247.104071081607
F070600060901_60,3.3709756863659903,1,105,070600060901,32,,,25.542133562736,328.1962891,1441.064941,896.1259155,2278.881836,1441.064941,2337.1908565000003,8.163257599,2.332359314,102.40307275612079,0,48.22463061,51.8660764,62.9321297185275,189.683547066,252.6156767845275
F070600060901_61,20.79093351716976,2,105,070600060901,32,,,99.974537730144,1225.0715332,11176.89856,6479.924805000001,12420.366699,11176.89856,12420.366822,23.844417569999997,5.1490485669999995,550.9995531115176,218277.68719462596,47.73277626,51.72672139,62.7630421727758,187.74891995599998,250.5119621287758
F070600060901_61,20.79093351716976,2,105,070600060901,32,,,99.974537730144,1225.0715332,11176.89856,6479.924805000001,12420.366699,11176.89856,12420.366822,23.844417569999997,5.1490485669999995,550.9995531115176,218277.68719462596,47.73277626,51.72672139,62.7630421727758,187.74891995599998,250.5119621287758
F070600060901_7,16.463907918219,1,105,070600060901,32,,,66.433982188896,793.3217773,9357.12793,6366.102051,9357.12793,9357.12793,9357.12793,13.01861286,2.03415823,157.8575601875032,16985.4923881478,46.10688267,51.43031133,62.403390592387574,181.35373850199997,243.75712909438755
F070600060901_715,5.8897208874184,1,105,070600060901,32,,,23.765780433024,283.7991943,3347.375,1992.706909,3347.375,3347.375,3347.375,4.657217503,0.72769022,56.473917035547196,7720.54323650954,49.28137039,50.19577969,60.9054614891538,193.84005686733332,254.7455183564871
F070600060901_716,2.24261613451493,1,105,070600060901,32,,,16.99246985688,218.3398438,958.7003174,831.0213623,1750.930298,958.7003174,1789.7216797,5.43078804,1.551653624,63.126010229170404,0,49.32960215,50.20623823,60.91815144454719,194.02976845666666,254.94791990121385
F070600060901_718,20.2233289220714,2,105,070600060901,32,,,99.97694637336,1229.5523072,10763.130859,6758.713868,12434.616211,10763.130859,12434.616211,24.451296810000002,5.4468164439999995,499.2892484191216,228922.426275794,45.95963102,50.55408308,61.34021184975882,180.77454867866666,242.11476052842548
F070600060901_718,20.2233289220714,2,105,070600060901,32,,,99.97694637336,1229.5523072,10763.130859,6758.713868,12434.616211,10763.130859,12434.616211,24.451296810000002,5.4468164439999995,499.2892484191216,228922.426275794,45.95963102,50.55408308,61.34021184975882,180.77454867866666,242.11476052842548
F070600060901_721,18.8206407071814,1,105,070600060901,32,,,142.60540033152,1832.366943,8045.671875,6822.544434,14542.66895,8045.671875,14868.216309,45.57664108,13.02189732,476.243416514672,146516.020594108,44.96361947,52.76672869,64.02494357065783,176.85690324866667,240.8818468193245
F070600060901_724,9.278094686586,1,105,070600060901,32,,,37.438303327488,447.0697021,5273.129883,3139.116943,5273.129883,5273.129883,5273.129883,7.336528301,1.146332502,79.9707072487672,59732.6799005296,43.81545819,51.49952032,62.48736588874079,172.340802214,234.8281681027408
F070600060901_745,4.14975008408306,1,105,070600060901,32,,,31.442967001152,404.017334,1773.984741,1337.153931,3111.138672,1773.984741,3111.138672,10.04916191,2.871189117,249.022008,14631.810793735798,46.08250321,50.67771763,61.49022484627482,181.2578459593333,242.74807080560814
F070600060901_746,0.712527017046242,1,105,070600060901,32,,,5.398870248072,69.37122345,304.5995483,212.3745575,516.9741211,304.5995483,516.9741058,1.725477219,0.492993504,48.080752,7702.16562942854,46.96774097,51.9328163,63.01310912425332,184.73978114866668,247.75289027292
F070600060901_756,2.289553220565548,1,105,070600060901,32,,,17.348114927808,222.9096069,978.7655029,1198.846191,2138.008545,978.7655029,2177.6116939000003,5.54445219,1.584129214,62.139563884800005,0,46.49534052,51.38638975,62.350097982615324,182.881672712,245.23177069461534
F070600060901_757,3.7748612498328695,1,105,070600060901,32,,,28.60240567464,367.5183411,1613.722778,1824.532959,3372.960449,1613.722778,3438.255737,9.141319275,2.611805677,0,0,47.31700334,51.79778055,62.8492623880919,186.11354647066668,248.9628088587586
F070600060901_761,25.63056668147588,1,105,070600060901,32,,,194.20471205856,2495.377441,10956.86035,13007.62988,23521.14844,10956.86035,23964.490230000003,62.06776428,17.73364639,721.401254762216,35050.479280975196,44.51380474,53.06268451,64.38404399521187,175.08763197733333,239.4716759725452
F070600060901_9,3.1587051867942857,1,105,070600060901,32,,,23.933745183600003,307.5297546,1350.320923,916.0327148,2266.353516,1350.320923,2266.3536378,7.649217129,2.185490608,248.114824,62879.864982660794,43.43531513,51.01800258,61.90311238474039,170.84557284466666,232.74868522940704
F070600060901_90,7.0929039062273596,1,105,070600060901,32,,,53.743460447376,690.5610962,3032.15918,4228.197266,7137.667969,3032.15918,7260.356446,17.17639351,4.907540798,179.477569910532,17850.554950939197,47.67244975,52.15890564,63.28743648156343,187.51163568333334,250.79907216489676
F070600061002_102,6.6397154554742,1,105,070600061002,32,,,50.30961860736,646.4389648,2838.424805,2192.970215,5031.39502,2838.424805,5031.39502,16.07893753,4.59398222,448.602488,155858.556308896,44.39613413,52.00912583,63.105699919124405,174.62479424466667,237.7304941637911
F070600061002_111,18.785403738460264,2,105,070600061002,32,,,88.927435251648,1087.4153442,10154.563110000001,8715.268067,11945.739257000001,10154.563110000001,11945.739379999999,20.898151394,4.427173853,393.9811824399528,180833.36931615378,56.07230813,51.56340159,62.564876752281336,220.55107864466666,283.115955396948
F070600061002_111,18.785403738460264,2,105,070600061002,32,,,88.927435251648,1087.4153442,10154.563110000001,8715.268067,11945.739257000001,10154.563110000001,11945.739379999999,20.898151394,4.427173853,393.9811824399528,180833.36931615378,56.07230813,51.56340159,62.564876752281336,220.55107864466666,283.115955396948
F070600061002_112,22.420421856007536,2,105,070600061002,32,,,101.533895006544,1233.9528809,12302.465824,8673.765014,13359.388187,12302.465824,13359.388065000001,22.823363778999997,4.545532941,415.815502226716,39149.9628152576,55.94454301,51.44228825,62.41792288662273,220.04853583933334,282.46645872595604
F070600061002_112,22.420421856007536,2,105,070600061002,32,,,101.533895006544,1233.9528809,12302.465824,8673.765014,13359.388187,12302.465824,13359.388065000001,22.823363778999997,4.545532941,415.815502226716,39149.9628152576,55.94454301,51.44228825,62.41792288662273,220.04853583933334,282.46645872595604
F070600061002_113,22.297269993745076,2,105,070600061002,32,,,100.615518701712,1222.167633,12249.232667,10583.460205,13507.96045,12249.232667,13507.960449999999,22.531929012,4.462692023,376.31729835907436,203857.84158428138,43.99042547,51.58390982,62.58976058156319,173.02900684866665,235.61876743022984
F070600061002_113,22.297269993745076,2,105,070600061002,32,,,100.615518701712,1222.167633,12249.232667,10583.460205,13507.96045,12249.232667,13507.960449999999,22.531929012,4.462692023,376.31729835907436,203857.84158428138,43.99042547,51.58390982,62.58976058156319,173.02900684866665,235.61876743022984
F070600061002_115,46.182977363748996,1,105,070600061002,32,,,349.9318573632,4496.348633,19742.84961,20833.8418,39777.84766,19742.84961,40576.69141,111.8381119,31.9537468,1231.023660607808,312173.96002901794,43.49970488,51.1064828,62.010470586267346,171.09883919466668,233.10930978093404
F070600061002_117,1.9480253076308318,1,105,070600061002,32,,,14.760333024192002,189.6586456,832.7650757,612.0101318,1444.775146,832.7650757,1444.7752074999999,4.71739769,1.347827911,137.438376,32746.3762891844,42.17012907,49.42282655,59.96759244932754,165.869174342,225.83676679132753
F070600061002_118,2.7152433523152317,1,105,070600061002,32,,,20.57360053392,264.3545532,1160.744629,1203.014526,2363.759277,1160.744629,2363.7591549999997,6.575316429,1.878661871,248.114824,47096.970336576596,43.78436378,51.39311486,62.358257950059695,172.21849753466665,234.57675548472633
F070600061002_120,2.74942478016131,1,105,070600061002,32,,,20.832597098208,267.6824341,1175.356934,775.1920166,1950.54895,1175.356934,1950.5489506,6.658091068,1.902311802,174.179328,54785.8939203262,41.7105732,48.98215249,59.43289695985901,164.06158792,223.494484879859
F070600061002_121,43.7821518902508,1,105,070600061002,32,,,176.6666102544,2109.665283,24883.23047,14813.09473,24883.23047,24883.23047,24883.23047,34.62014771,5.409398079,377.4097507414168,274932.764732964,42.96874057,50.59414787,61.388824791713034,169.01037957533333,230.39920436704637
F070600061002_125,4.6373133204390395,1,105,070600061002,32,,,35.137267548768,451.4862061,1982.414063,1195.407227,3097.60791,1982.414063,3177.82129,11.22986031,3.20853138,123.60375078186081,52630.119820809996,43.16315473,50.67154094,61.48273030874102,169.77507527133335,231.25780558007438
F070600061002_166,13.63028464035688,1,105,070600061002,32,,,54.999948232656,656.7821655,7746.661621,3403.81543,7746.661621,7746.661621,7746.661621,10.77796364,1.684056878,123.768380002456,108664.427874284,41.85230523,49.01346227,59.47088693853453,164.619067238,224.08995417653455
F070600061002_167,25.45164089756878,1,105,070600061002,32,,,102.70064359295999,1226.400269,14465.2334,7381.04248,14465.2334,14465.2334,14465.2334,20.12554169,3.144615889,244.03814376471038,156806.469960948,42.96079882,50.56367576,61.35185120681088,168.97914202533332,230.33099323214418
F070600061002_170,20.196524324712215,2,105,070801030405,32,,,93.678346032768,1142.3169251,10994.067139,10019.226563,12607.360107,10994.067139,12607.360108,21.579704280999998,4.450184345,444.2721710931392,93981.272153108,41.64068636,48.77020091,59.17572376974265,163.78669968266667,222.96242345240933
F070600061002_170,20.196524324712215,2,105,070801030405,32,,,93.678346032768,1142.3169251,10994.067139,10019.226563,12607.360107,10994.067139,12607.360108,21.579704280999998,4.450184345,444.2721710931392,93981.272153108,41.64068636,48.77020091,59.17572376974265,163.78669968266667,222.96242345240933
F070600061002_171,4.7102723221046,1,105,070600061002,32,,,19.006553594448,226.9668579,2677.044922,1328.047607,2677.044922,2677.044922,2677.044922,3.724584341,0.581966281,40.60397280845592,6985.0375279339,41.81716143,49.13937057,59.62365880828481,164.480834958,224.1044937662848
F070600061002_172,16.758054917873178,2,105,070600061002,32,,,78.442060398912,957.7287902,9093.987549,4123.7334599,9906.154052,9093.987549,9906.1541139,18.233822824,3.8068674810000003,318.1552121887184,169703.57523192198,41.6427965,48.77262491,59.17866495004828,163.7949995666667,222.97366451671496
F070600061002_172,16.758054917873178,2,105,070600061002,32,,,78.442060398912,957.7287902,9093.987549,4123.7334599,9906.154052,9093.987549,9906.1541139,18.233822824,3.8068674810000003,318.1552121887184,169703.57523192198,41.6427965,48.77262491,59.17866495004828,163.7949995666667,222.97366451671496
F070600061002_174,9.03174387684498,1,105,070600061002,32,,,68.434193740752,879.3255005,3860.997559,2255.448486,5960.220703,3860.997559,6116.446045,21.8715477,6.249013424,228.539868009808,72322.72316632941,42.06873214,49.51043877,60.07389745592658,165.47034641733333,225.54424387325992
F070600061002_178,13.4731983515625,1,105,070600061002,32,,,102.08742946416,1311.74292,5759.683594,5535.288574,11061.92188,5759.683594,11294.972168,32.62710953,9.322031021,340.93435381494317,128685.93864554199,41.51159265,48.61725443,58.99014490225477,163.27893109,222.26907599225476
F070600061002_182,32.0862175773715,2,105,070600061002,32,,,150.85720219046402,1842.9879762,17385.532226,9788.687255,18990.567383,17385.532226,18990.567626,35.21858692,7.395810843,618.259655486524,68760.557311198,42.16508736,49.39166843,59.92978648855844,165.849343616,225.77913010455845
F070600061002_182,32.0862175773715,2,105,070600061002,32,,,150.85720219046402,1842.9879762,17385.532226,9788.687255,18990.567383,17385.532226,18990.567626,35.21858692,7.395810843,618.259655486524,68760.557311198,42.16508736,49.39166843,59.92978648855844,165.849343616,225.77913010455845
F070600061002_186,28.24653137080954,1,105,070600061002,32,,,214.02606861216,2750.066406,12075.16406,9329.286133,20915.85938,12075.16406,21404.450192999997,68.40266418,19.54361916,714.7547367132239,97816.14781021,42.79890696,50.20444752,60.91597867186358,168.342367376,229.25834604786357
F070600061002_262,1.742138040124184,1,105,070600061002,32,,,13.200309554544,169.6135712,744.749939,842.0410156,1586.791016,744.749939,1586.7909546,4.21881485,1.205375671,184.611944,54839.0567820556,55.20115604,50.71852568,61.5397396288536,217.12454709066668,278.6642867195203
F070600061002_39,32.67355637365164,1,105,070600061002,32,,,131.8419934272,1574.391846,18569.75,10528.24121,18569.75,18569.75,18569.75,25.83617401,4.036902428,281.651064378684,46948.2503227168,42.47469023,49.78868793,60.41151335916447,167.06711490466668,227.47862826383115
F070600061002_69,37.43148825841488,1,105,070600061002,32,,,151.04086807824,1803.655273,21273.88281,32587.07813,21273.88281,21273.88281,21273.88281,29.59844398,4.624756813,346.02303372671923,44210.42811999979,52.74505705,49.97192247,60.63384249297562,207.46389106333334,268.097733556309
F070600061002_70,1.318934510809278,1,105,070801030402,32,,,9.993664832256,128.4107208,563.8338623,754.3641357,1318.197998,563.8338623,1318.197998,3.193972111,0.912563503,117.93392,5269.17966666292,52.81235768,49.99211328,60.65834117809385,207.72860687466667,268.38694805276054
F070801010301_1,4.88422490357026,1,108c,070801010301,24,,,37.008135677519995,475.5253601,2087.966797,3147.640137,5235.606934,2087.966797,5235.6069339999995,11.82778835,3.379368067,395.07863199999997,53742.6026561376,23.86866451,26.0379212,31.593325508601563,93.88341373933332,125.47673924793489
F070801010301_100,26.621129155821542,2,108c,070801010301,24,,,120.17445433761601,1459.8310848,14622.692992,16709.470699999998,16682.320799,14622.692992,16682.320922,26.923254971000002,5.335745334,525.9319229999936,97254.17759620519,23.52333137,26.68690802,32.380778996057856,92.52510338866666,124.90588238472452
F070801010301_100,26.621129155821542,2,108c,070801010301,24,,,120.17445433761601,1459.8310848,14622.692992,16709.470699999998,16682.320799,14622.692992,16682.320922,26.923254971000002,5.335745334,525.9319229999936,97254.17759620519,23.52333137,26.68690802,32.380778996057856,92.52510338866666,124.90588238472452
F070801010301_101,0.700840143470794,2,108c,070801010301,24,,,10.937240181100801,140.5349121,258.0400085,2634.663574,2892.7035825000003,841.6607361,3476.3243101000003,1.69717598,0.484907404,2001.2479039999998,411755.80797408,25.40269231,29.39939429,35.67199648640507,99.91725641933333,135.5892529057384
F070801010301_101,0.700840143470794,2,108c,070801010301,24,,,10.937240181100801,140.5349121,258.0400085,2634.663574,2892.7035825000003,841.6607361,3476.3243101000003,1.69717598,0.484907404,2001.2479039999998,411755.80797408,25.40269231,29.39939429,35.67199648640507,99.91725641933333,135.5892529057384
F070801010301_102,5.7601319520467,1,108c,070801010301,24,,,23.242873119984,277.5548706,3273.724121,3619.316162,3273.724121,3273.724121,3273.724121,4.554746628,0.711679161,49.6554677512256,16586.1942807462,23.52333137,26.68690802,32.380778996057856,92.52510338866666,124.90588238472452
F070801010301_103,6.759986285259179,1,108c,070801010301,24,,,51.220919532384,658.1484375,2889.8396,3920.827881,6693.737305,2889.8396,6810.667481,16.37018967,4.67719698,171.0582944411744,6919.3372798479995,23.1630815,26.76226849,32.47221824118435,91.10812056666666,123.580338807851
F070801010301_104,33.11670038838528,1,108c,070801010301,24,,,133.630133616,1595.744995,18821.60742,22675.94531,18821.60742,18821.60742,18821.60742,26.18658447,4.091653824,285.4710487365176,71426.5617655376,22.31582466,25.8784116,31.39978322556605,87.775576996,119.17536022156605
F070801010301_105,4.68340327202494,1,108c,070801010301,24,,,18.898133532768,225.6721649,2661.77417,3433.227295,2661.77417,2661.77417,2661.77417,3.703337908,0.578646541,40.37401724987704,11650.8724521362,22.75929328,26.21219946,31.80478746652671,89.51988690133334,121.32467436786004
F070801010301_106,1.063486594506138,3,108c,070801010301,24,,,16.8306811460928,216.26098633,391.56161499999996,3997.955566,4389.517181,1277.1741028,5275.1296688,2.575371682,0.735820472,769.745624,138100.79074019438,22.92831311,26.52176425,32.18040044658565,90.18469823266666,122.36509867925231
F070801010301_106,1.063486594506138,3,108c,070801010301,24,,,16.8306811460928,216.26098633,391.56161499999996,3997.955566,4389.517181,1277.1741028,5275.1296688,2.575371682,0.735820472,769.745624,138100.79074019438,22.92831311,26.52176425,32.18040044658565,90.18469823266666,122.36509867925231
F070801010301_106,1.063486594506138,3,108c,070801010301,24,,,16.8306811460928,216.26098633,391.56161499999996,3997.955566,4389.517181,1277.1741028,5275.1296688,2.575371682,0.735820472,769.745624,138100.79074019438,22.92831311,26.52176425,32.18040044658565,90.18469823266666,122.36509867925231
F070801010301_107,0.370321733805064,1,108c,070801010301,24,,,5.7461157873504005,73.83305359,136.3475342,1710.353394,1846.7009282,444.730896,2155.08429,0.896782458,0.256223559,0,5147.95434903126,NA,NA,NA,NA,NA
F070801010301_108,16.393135072008096,2,108c,070801010301,24,,,73.09091655936001,886.2965546,9040.827393,8013.8464965,9846.10254,9040.827393,9846.1026005,16.159340384,3.139412046,355.0315026151952,19411.55261583734,21.42711384,24.46513076,29.684967312643252,84.279981104,113.96494841664325
F070801010301_108,16.393135072008096,2,108c,070801010301,24,,,73.09091655936001,886.2965546,9040.827393,8013.8464965,9846.10254,9040.827393,9846.1026005,16.159340384,3.139412046,355.0315026151952,19411.55261583734,21.42711384,24.46513076,29.684967312643252,84.279981104,113.96494841664325
F070801010301_109,13.351410779693191,2,108c,070801010301,24,,,61.346425536144004,747.0773163,7291.0417477,7908.016113000001,8497.574463,7291.0417477,8497.5744627,13.997833728,2.848523497,317.278751698528,16059.62554517712,21.30375681,24.36567964,29.56429747950945,83.794776786,113.35907426550945
F070801010301_109,13.351410779693191,2,108c,070801010301,24,,,61.346425536144004,747.0773163,7291.0417477,7908.016113000001,8497.574463,7291.0417477,8497.5744627,13.997833728,2.848523497,317.278751698528,16059.62554517712,21.30375681,24.36567964,29.56429747950945,83.794776786,113.35907426550945
F070801010301_110,17.01083623954932,2,108c,070801010301,24,,,80.451404705952,983.6445007,9198.311645,8716.386963,10863.706543,9198.311645,10863.70642,18.889246936,3.996848464,408.95006448528954,18578.779514901442,21.5044231,24.53035243,29.764104561531024,84.58406419333335,114.34816875486437
F070801010301_110,17.01083623954932,2,108c,070801010301,24,,,80.451404705952,983.6445007,9198.311645,8716.386963,10863.706543,9198.311645,10863.70642,18.889246936,3.996848464,408.95006448528954,18578.779514901442,21.5044231,24.53035243,29.764104561531024,84.58406419333335,114.34816875486437
F070801010301_112,31.957206780466258,2,108c,070801010301,24,,,144.959218584768,1762.1152041,17526.048832,22212.258298,20729.89307,17526.048832,20729.89307,32.64053821,6.517009973,553.503888158092,140691.7527296978,19.23298059,24.13752236,29.28746097021864,75.649723654,104.93718462421865
F070801010301_112,31.957206780466258,2,108c,070801010301,24,,,144.959218584768,1762.1152041,17526.048832,22212.258298,20729.89307,17526.048832,20729.89307,32.64053821,6.517009973,553.503888158092,140691.7527296978,19.23298059,24.13752236,29.28746097021864,75.649723654,104.93718462421865
F070801010301_114,30.825676114784805,4,108c,070801010301,24,,,145.0299088579824,1765.92241651,16886.3417084,22253.304692,22396.7557704,17511.3484222,23021.7624842,31.191162287,6.183925509,1977.3871209938793,228765.84413203338,23.6909596,28.08872311,34.08168284706266,93.18444109333333,127.266123940396
F070801010301_114,30.825676114784805,4,108c,070801010301,24,,,145.0299088579824,1765.92241651,16886.3417084,22253.304692,22396.7557704,17511.3484222,23021.7624842,31.191162287,6.183925509,1977.3871209938793,228765.84413203338,23.6909596,28.08872311,34.08168284706266,93.18444109333333,127.266123940396
